# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Jan 13 2025 at 16:27:36+0100
# parameter filename: "./TOV_K_90_res_1_0.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_90_res_1_0-vlab1557-p0003.laboratori.local-es858465-2025.01.13-15.27.33-19198
# Run ID: run-TOV_K_90_res_1_0-vlab1557-p0003.laboratori.local-es858465-2025.01.13-15.27.33-19198
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.25 3.72994300794984e-07 3.72994300802814e-07 3.72994300809905e-07
1024 0.5 6.67525754597739e-07 6.67525754799683e-07 6.67525754960939e-07
1536 0.75 1.03895857892312e-06 1.0389585785254e-06 1.03895857827472e-06
2048 1 1.48974056741383e-06 1.48974056765718e-06 1.48974056762625e-06
2560 1.25 2.00844455808916e-06 2.00844455785074e-06 2.00844455829164e-06
3072 1.5 2.46414688090622e-06 2.46414688136242e-06 2.46414688137164e-06
3584 1.75 2.76072991105132e-06 2.76072991124343e-06 2.760729910703e-06
4096 2 2.8900424643354e-06 2.89004246448761e-06 2.89004246531974e-06
4608 2.25 2.90425608230705e-06 2.90425608415571e-06 2.90425608241294e-06
5120 2.5 2.91030444723525e-06 2.91030444788659e-06 2.9103044472206e-06
5632 2.75 2.99388162175085e-06 2.99388162100643e-06 2.99388162275677e-06
6144 3 3.15003739090653e-06 3.15003739063152e-06 3.15003739067377e-06
6656 3.25 3.30196695448869e-06 3.30196695298011e-06 3.30196695328932e-06
7168 3.5 3.39264124602374e-06 3.39264124603613e-06 3.39264124724618e-06
7680 3.75 3.43074759063802e-06 3.43074759886446e-06 3.43074759478798e-06
8192 4 3.46218040803989e-06 3.46218041424015e-06 3.4621804107769e-06
8704 4.25 3.5141670667209e-06 3.51416706897492e-06 3.51416706840326e-06
9216 4.5 3.57546713162014e-06 3.5754671360292e-06 3.57546711901073e-06
9728 4.75 3.62018688555722e-06 3.62018688067744e-06 3.62018686918603e-06
10240 5 3.63514780985232e-06 3.63514781868672e-06 3.63514781697812e-06
10752 5.25 3.63093937036287e-06 3.63093936819875e-06 3.63093936558301e-06
11264 5.5 3.61962504623217e-06 3.61962504722391e-06 3.61962502804767e-06
11776 5.75 3.6061636103674e-06 3.60616362084789e-06 3.60616361323106e-06
12288 6 3.58860276830919e-06 3.58860276162351e-06 3.58860278097886e-06
12800 6.25 3.5642081331817e-06 3.56420814275525e-06 3.56420814724736e-06
13312 6.5 3.53117545619467e-06 3.53117547067831e-06 3.53117546995847e-06
13824 6.75 3.48996444053844e-06 3.48996447060819e-06 3.4899644599909e-06
14336 7 3.44645879984475e-06 3.44645881501677e-06 3.44645880480111e-06
14848 7.25 3.4052277026678e-06 3.40522770717853e-06 3.40522769644687e-06
15360 7.5 3.36862850231648e-06 3.36862850780212e-06 3.36862847350869e-06
15872 7.75 3.33687281642431e-06 3.336872806834e-06 3.33687279256741e-06
16384 8 3.30744952213032e-06 3.30744950013908e-06 3.30744946704873e-06
16896 8.25 3.2781179410683e-06 3.27811789302148e-06 3.27811788392234e-06
17408 8.5 3.2455227818263e-06 3.24552274845484e-06 3.24552273058729e-06
17920 8.75 3.21337744940351e-06 3.21337744079586e-06 3.2133774457786e-06
18432 9 3.18740351216262e-06 3.18740355102121e-06 3.18740359046457e-06
18944 9.25 3.17164172339869e-06 3.1716417185153e-06 3.17164171594075e-06
19456 9.5 3.16390061302494e-06 3.1639006096142e-06 3.16390065494886e-06
19968 9.75 3.15619311314959e-06 3.15619310535676e-06 3.15619316996237e-06
20480 10 3.14811875488041e-06 3.14811876159457e-06 3.14811879401922e-06
20992 10.25 3.14415847481878e-06 3.14415846104551e-06 3.1441585082962e-06
21504 10.5 3.14410640640392e-06 3.14410634708054e-06 3.1441064703246e-06
22016 10.75 3.14495632476409e-06 3.14495622275824e-06 3.14495640452045e-06
22528 11 3.14219123344235e-06 3.1421911580602e-06 3.14219125725382e-06
23040 11.25 3.13132596787236e-06 3.13132586800215e-06 3.13132600854962e-06
23552 11.5 3.11219203637901e-06 3.11219186755204e-06 3.11219197938933e-06
24064 11.75 3.09027190452795e-06 3.09027182156428e-06 3.09027186312473e-06
24576 12 3.07377405939439e-06 3.07377400734178e-06 3.0737740190051e-06
25088 12.25 3.06438615628558e-06 3.06438615453645e-06 3.06438609013035e-06
25600 12.5 3.05317821821127e-06 3.05317825242652e-06 3.05317818118031e-06
26112 12.75 3.02985633396929e-06 3.02985632967761e-06 3.02985632707458e-06
26624 13 2.99417641147709e-06 2.99417635482633e-06 2.99417635857311e-06
27136 13.25 2.9502434423021e-06 2.95024338519118e-06 2.9502433383402e-06
27648 13.5 2.90440922283668e-06 2.90440923296567e-06 2.90440924314258e-06
28160 13.75 2.87001220266663e-06 2.87001239268072e-06 2.87001234858777e-06
28672 14 2.8520618747547e-06 2.85206195309443e-06 2.8520620168001e-06
29184 14.25 2.84150140710273e-06 2.84150128820248e-06 2.84150137179698e-06
29696 14.5 2.8278268393784e-06 2.8278270133223e-06 2.827826770671e-06
30208 14.75 2.80393142106484e-06 2.80393200967067e-06 2.80393156507031e-06
30720 15 2.77153308822846e-06 2.77153353791685e-06 2.77153344810372e-06
31232 15.25 2.74091302646985e-06 2.74091313546445e-06 2.74091338060104e-06
31744 15.5 2.72295402949519e-06 2.72295407912275e-06 2.72295412448361e-06
32256 15.75 2.72275888954661e-06 2.72275917339287e-06 2.72275882685878e-06
32768 16 2.73835747016256e-06 2.73835769732625e-06 2.73835750181741e-06
33280 16.25 2.76630944874667e-06 2.76630934558017e-06 2.76630952843003e-06
33792 16.5 2.80297736953148e-06 2.80297708342129e-06 2.80297747360964e-06
34304 16.75 2.84816857518837e-06 2.84816898206094e-06 2.84816880790478e-06
34816 17 2.90125580786843e-06 2.90125710502238e-06 2.90125617306615e-06
35328 17.25 2.95529708491152e-06 2.95529873978132e-06 2.95529761445947e-06
35840 17.5 3.00634200307847e-06 3.00634322675091e-06 3.00634242398118e-06
36352 17.75 3.06021781451854e-06 3.06021850326892e-06 3.06021804082948e-06
36864 18 3.12097245769783e-06 3.12097248679435e-06 3.12097225724623e-06
37376 18.25 3.18841208819664e-06 3.18841150855674e-06 3.18841174154027e-06
37888 18.5 3.25753550193476e-06 3.25753450207461e-06 3.25753538042152e-06
38400 18.75 3.32359446395727e-06 3.32359375501334e-06 3.32359486475236e-06
38912 19 3.3852018493122e-06 3.38520109138796e-06 3.38520206242065e-06
39424 19.25 3.44230149628112e-06 3.44230023086271e-06 3.4423011400421e-06
39936 19.5 3.49775883236479e-06 3.49775742571728e-06 3.49775840542021e-06
40448 19.75 3.55445596375017e-06 3.55445506402245e-06 3.55445593887374e-06
40960 20 3.61012755554772e-06 3.61012752435564e-06 3.61012825069861e-06
41472 20.25 3.65780017698206e-06 3.65780027921701e-06 3.65780120885456e-06
41984 20.5 3.68997907952912e-06 3.68997845395075e-06 3.68997975003561e-06
42496 20.75 3.70503337323945e-06 3.70503229967616e-06 3.70503343181097e-06
43008 21 3.70651934504233e-06 3.70651831727842e-06 3.70651891009896e-06
43520 21.25 3.69973857072064e-06 3.69973757331522e-06 3.6997380776759e-06
44032 21.5 3.69086752028765e-06 3.69086643351312e-06 3.69086732227674e-06
44544 21.75 3.68049536039346e-06 3.68049410758351e-06 3.68049575825416e-06
45056 22 3.66441569606575e-06 3.66441416785498e-06 3.66441710133351e-06
45568 22.25 3.64128282540816e-06 3.64128105589569e-06 3.64128550256189e-06
46080 22.5 3.61292859755066e-06 3.61292681102188e-06 3.61293190617686e-06
46592 22.75 3.58011591011677e-06 3.58011405272407e-06 3.58011832354837e-06
47104 23 3.53946808192813e-06 3.53946611413054e-06 3.53946839601733e-06
47616 23.25 3.48971477259444e-06 3.48971313598814e-06 3.48971333399794e-06
48128 23.5 3.43760412043244e-06 3.43760374810278e-06 3.43760227906554e-06
48640 23.75 3.39131872735016e-06 3.39132007923302e-06 3.39131789781925e-06
49152 24 3.35301365122874e-06 3.35301585993373e-06 3.35301406577552e-06
49664 24.25 3.3180976447067e-06 3.31809883165526e-06 3.31809802074006e-06
50176 24.5 3.2781061714527e-06 3.27810514944749e-06 3.27810607980036e-06
50688 24.75 3.23383468163379e-06 3.2338322797758e-06 3.23383427723848e-06
51200 25 3.19296202408411e-06 3.19295990479831e-06 3.19296100614432e-06
51712 25.25 3.15890370060365e-06 3.15890307475361e-06 3.15890164369347e-06
52224 25.5 3.13452478575185e-06 3.13452559839742e-06 3.13452248455364e-06
52736 25.75 3.12257427269878e-06 3.12257595934413e-06 3.12257373223147e-06
53248 26 3.11798855047864e-06 3.11799071227138e-06 3.11799073769674e-06
53760 26.25 3.11439737164267e-06 3.11439901680702e-06 3.11440085294019e-06
54272 26.5 3.11120670069954e-06 3.11120644542209e-06 3.11120801374777e-06
54784 26.75 3.10666718687452e-06 3.10666446284629e-06 3.10666467855421e-06
55296 27 3.09958140732232e-06 3.09957713171832e-06 3.0995770843511e-06
55808 27.25 3.09442095982169e-06 3.09441816528466e-06 3.09441811497521e-06
56320 27.5 3.09920641348697e-06 3.09920725491219e-06 3.09920627913467e-06
56832 27.75 3.1209244534224e-06 3.1209274538312e-06 3.1209259050969e-06
57344 28 3.16156392434113e-06 3.16156627809243e-06 3.16156596017571e-06
57856 28.25 3.21188072961562e-06 3.21188160046647e-06 3.21188298667303e-06
58368 28.5 3.26023344088215e-06 3.26023322504655e-06 3.26023506967209e-06
58880 28.75 3.30582038965495e-06 3.30581911374511e-06 3.30581956419119e-06
59392 29 3.35393321936731e-06 3.35392974272976e-06 3.3539297798432e-06
59904 29.25 3.40477594412257e-06 3.40477053174476e-06 3.40477177729567e-06
60416 29.5 3.45051713829652e-06 3.45051178926467e-06 3.45051425703366e-06
60928 29.75 3.48435273871385e-06 3.48434942156582e-06 3.48435198759984e-06
61440 30 3.50370477177261e-06 3.50370347415816e-06 3.50370561593647e-06
61952 30.25 3.51052574350206e-06 3.51052480499733e-06 3.51052683512145e-06
62464 30.5 3.51124209379827e-06 3.51124008772708e-06 3.51124172595782e-06
62976 30.75 3.51194377357995e-06 3.51194022472872e-06 3.5119412270136e-06
63488 31 3.51672908330887e-06 3.51672530952902e-06 3.51672513901068e-06
64000 31.25 3.52453413627189e-06 3.52453315201511e-06 3.5245308869866e-06
64512 31.5 3.52793761508296e-06 3.52794079185777e-06 3.52793661297774e-06
65024 31.75 3.52246630903192e-06 3.52247221252206e-06 3.52246730279145e-06
65536 32 3.51125976484413e-06 3.51126650525128e-06 3.51126163013934e-06
66048 32.25 3.49854547564132e-06 3.49855102589835e-06 3.49854653928742e-06
66560 32.5 3.4838927758578e-06 3.48389598812452e-06 3.48389249274663e-06
67072 32.75 3.46742400401591e-06 3.46742676749573e-06 3.46742354704618e-06
67584 33 3.45254116107363e-06 3.45254438874773e-06 3.45254100227214e-06
68096 33.25 3.43944990725507e-06 3.43945254846944e-06 3.43944913694591e-06
68608 33.5 3.42846682219319e-06 3.42846767934247e-06 3.42846508400512e-06
69120 33.75 3.41962806229898e-06 3.41962924272153e-06 3.4196271782712e-06
69632 34 3.41033553540423e-06 3.4103387036559e-06 3.41033649333299e-06
70144 34.25 3.39602627734158e-06 3.39603020825362e-06 3.39602809750183e-06
70656 34.5 3.37068104007122e-06 3.37068493003844e-06 3.37068241413506e-06
71168 34.75 3.33434466823899e-06 3.33434845357808e-06 3.33434579009451e-06
71680 35 3.2957831489543e-06 3.29578550846674e-06 3.2957844677051e-06
72192 35.25 3.26416099982429e-06 3.26415994020185e-06 3.26416155506547e-06
72704 35.5 3.23881412735087e-06 3.23880902744865e-06 3.23881247702294e-06
73216 35.75 3.21073952679027e-06 3.2107331694467e-06 3.21073652805111e-06
73728 36 3.17141053988201e-06 3.17140800260545e-06 3.17140855226459e-06
74240 36.25 3.11769906877764e-06 3.11770169816628e-06 3.11769854396673e-06
74752 36.5 3.05452213540725e-06 3.05452652007445e-06 3.05452174239967e-06
75264 36.75 2.99199755352442e-06 2.99199885682255e-06 2.99199632840938e-06
75776 37 2.93628869793996e-06 2.93628525138321e-06 2.93628494177046e-06
76288 37.25 2.88997866440106e-06 2.8899718878865e-06 2.88997230620055e-06
76800 37.5 2.8507813254001e-06 2.85077361677044e-06 2.85077326760251e-06
77312 37.75 2.81450473113444e-06 2.81450040737261e-06 2.81449577878258e-06
77824 38 2.78113345887237e-06 2.78113559873367e-06 2.7811252315837e-06
78336 38.25 2.75065746531095e-06 2.75066215931937e-06 2.75065015030892e-06
78848 38.5 2.72523742896829e-06 2.72523809889054e-06 2.72523012165911e-06
79360 38.75 2.71201749728181e-06 2.71201323641957e-06 2.71200896252267e-06
79872 39 2.71502703207559e-06 2.71502077053992e-06 2.71501481450474e-06
80384 39.25 2.73353335163974e-06 2.73352752520024e-06 2.7335171413847e-06
80896 39.5 2.76451617343153e-06 2.76451018958192e-06 2.7644976200121e-06
81408 39.75 2.79996719214338e-06 2.79995756566247e-06 2.79994563563586e-06
81920 40 2.82876014297718e-06 2.82874278194355e-06 2.82873486658723e-06
82432 40.25 2.84439443156792e-06 2.84436847412424e-06 2.84436816589701e-06
82944 40.5 2.8486696771852e-06 2.84863869824478e-06 2.84865119157498e-06
83456 40.75 2.84999706241713e-06 2.84996595807922e-06 2.84998921267e-06
83968 41 2.85407557199342e-06 2.85404327115961e-06 2.85407223073464e-06
84480 41.25 2.85872547933993e-06 2.85868967649167e-06 2.85872051372939e-06
84992 41.5 2.8602934682774e-06 2.86025114896169e-06 2.86028166254991e-06
85504 41.75 2.85713729478185e-06 2.85708666794696e-06 2.85712070164557e-06
86016 42 2.84828684574404e-06 2.84822514390743e-06 2.8482715735026e-06
86528 42.25 2.83567460731194e-06 2.83560371093957e-06 2.83566056654494e-06
87040 42.5 2.8236543373474e-06 2.82358531668945e-06 2.8236386553861e-06
87552 42.75 2.81448586228708e-06 2.81442475798127e-06 2.81446384856739e-06
88064 43 2.8075812577555e-06 2.80752370147086e-06 2.80754859655787e-06
88576 43.25 2.80205927956219e-06 2.80200211492633e-06 2.80201478681404e-06
89088 43.5 2.79590108987766e-06 2.795843857124e-06 2.79585290444971e-06
