# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Jan 13 2025 at 16:27:36+0100
# parameter filename: "./TOV_K_90_res_1_0.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_90_res_1_0-vlab1557-p0003.laboratori.local-es858465-2025.01.13-15.27.33-19198
# Run ID: run-TOV_K_90_res_1_0-vlab1557-p0003.laboratori.local-es858465-2025.01.13-15.27.33-19198
#
# ADMBASE::betax (admbase-shift)
# 1:iteration 2:time 3:data
# data columns: 3:betax 4:betay 5:betaz
0 0 0 0 0
512 0.25 -1.29533133346551e-07 -1.29533133346551e-07 -1.29533133346551e-07
1024 0.5 -5.96215975246189e-07 -5.96215975246188e-07 -5.96215975246171e-07
1536 0.75 -1.18007748251874e-06 -1.18007748251875e-06 -1.18007748251876e-06
2048 1 -2.38242645954116e-06 -2.38242645954119e-06 -2.38242645954119e-06
2560 1.25 -3.93838381080327e-06 -3.93838381080333e-06 -3.93838381080333e-06
3072 1.5 -5.71638874156192e-06 -5.71638874156198e-06 -5.71638874156197e-06
3584 1.75 -7.5533595580155e-06 -7.55335955801555e-06 -7.5533595580155e-06
4096 2 -9.26460874892791e-06 -9.26460874892795e-06 -9.26460874892784e-06
4608 2.25 -1.0642952270104e-05 -1.0642952270104e-05 -1.06429522701039e-05
5120 2.5 -1.14562383334164e-05 -1.14562383334165e-05 -1.14562383334167e-05
5632 2.75 -1.14545214296404e-05 -1.14545214296405e-05 -1.14545214296449e-05
6144 3 -1.03913411318382e-05 -1.03913411318383e-05 -1.03913411318413e-05
6656 3.25 -9.04874097117959e-06 -9.04874097118909e-06 -9.04874097108919e-06
7168 3.5 -1.08268235927903e-05 -1.0826823592155e-05 -1.08268235926876e-05
7680 3.75 -1.26783630846071e-05 -1.26783630838701e-05 -1.2678363084605e-05
8192 4 -1.45805150189106e-05 -1.45805150164939e-05 -1.4580515019046e-05
8704 4.25 -1.65295026562704e-05 -1.65295026544369e-05 -1.65295026570424e-05
9216 4.5 -1.85336117093039e-05 -1.8533611711868e-05 -1.85336117095613e-05
9728 4.75 -2.05429790555468e-05 -2.05429790597226e-05 -2.05429790573996e-05
10240 5 -2.32761205832072e-05 -2.32761205801968e-05 -2.32761205967569e-05
10752 5.25 -2.5871153691131e-05 -2.58711536840137e-05 -2.58711537098185e-05
11264 5.5 -2.81919471742339e-05 -2.81919471492268e-05 -2.81919472026082e-05
11776 5.75 -3.04210208577343e-05 -3.04210208753617e-05 -3.04210208607119e-05
12288 6 -3.2975083902655e-05 -3.29750839604262e-05 -3.29750839095795e-05
12800 6.25 -3.51496719954081e-05 -3.51496719741334e-05 -3.51496719944381e-05
13312 6.5 -3.73918340802977e-05 -3.73918337591062e-05 -3.73918340845949e-05
13824 6.75 -3.96386405476091e-05 -3.96386400656974e-05 -3.96386405585743e-05
14336 7 -4.16783092224144e-05 -4.16783085177937e-05 -4.16783091330515e-05
14848 7.25 -4.32214571417522e-05 -4.32214556198565e-05 -4.32214569083744e-05
15360 7.5 -4.55182606742524e-05 -4.55182591367611e-05 -4.55182606477795e-05
15872 7.75 -4.68790947671966e-05 -4.6879093375234e-05 -4.68790949637233e-05
16384 8 -4.7924429969929e-05 -4.79244286396091e-05 -4.7924430310661e-05
16896 8.25 -4.88278597035921e-05 -4.88278572005776e-05 -4.88278601732059e-05
17408 8.5 -5.04625799254926e-05 -5.04625773631971e-05 -5.04625808530146e-05
17920 8.75 -5.15743584303994e-05 -5.1574355780215e-05 -5.15743590645649e-05
18432 9 -5.18056313222251e-05 -5.18056281135613e-05 -5.1805630395107e-05
18944 9.25 -5.26281955847471e-05 -5.26281932294218e-05 -5.26281945361417e-05
19456 9.5 -5.33905423951147e-05 -5.33905392686151e-05 -5.33905397685096e-05
19968 9.75 -5.3511547466553e-05 -5.35115453196336e-05 -5.3511546420826e-05
20480 10 -5.29875118019162e-05 -5.29875108731486e-05 -5.2987511024147e-05
20992 10.25 -5.29279422413349e-05 -5.29279435603237e-05 -5.29279443643213e-05
21504 10.5 -5.17688220942929e-05 -5.17688245788242e-05 -5.17688246151865e-05
22016 10.75 -4.98865375723193e-05 -4.98865376762207e-05 -4.9886537990213e-05
22528 11 -4.7812518100907e-05 -4.78125201225109e-05 -4.78125175757834e-05
23040 11.25 -4.62712471328706e-05 -4.6271247441424e-05 -4.62712476607184e-05
23552 11.5 -4.56622985888215e-05 -4.56622996252179e-05 -4.56622978943237e-05
24064 11.75 -4.58135987384551e-05 -4.58135986946539e-05 -4.58135986243772e-05
24576 12 -4.60834815226903e-05 -4.60834817628708e-05 -4.6083480906041e-05
25088 12.25 -4.57382920113206e-05 -4.57382932466814e-05 -4.57382917724993e-05
25600 12.5 -4.49112131534793e-05 -4.49112149554197e-05 -4.4911214667443e-05
26112 12.75 -4.34658782867858e-05 -4.34658758112765e-05 -4.34658783569738e-05
26624 13 -4.34039048314757e-05 -4.34039026358293e-05 -4.34039052297368e-05
27136 13.25 -4.30123461604992e-05 -4.30123445732256e-05 -4.30123465019589e-05
27648 13.5 -4.22465180907634e-05 -4.22465176587622e-05 -4.22465180466469e-05
28160 13.75 -4.21000156080675e-05 -4.2100012536342e-05 -4.21000170494453e-05
28672 14 -4.18623343467174e-05 -4.18623321126206e-05 -4.18623356997685e-05
29184 14.25 -4.12304193946912e-05 -4.12304184535402e-05 -4.12304203133835e-05
29696 14.5 -4.02325232884944e-05 -4.02325242616581e-05 -4.02325238098084e-05
30208 14.75 -4.01235148447302e-05 -4.01235158320884e-05 -4.01235144484315e-05
30720 15 -3.97772474627894e-05 -3.97772498295768e-05 -3.97772465746008e-05
31232 15.25 -3.90058125351423e-05 -3.90058159256343e-05 -3.90058114921637e-05
31744 15.5 -3.80172738163803e-05 -3.80172712369365e-05 -3.80172749078852e-05
