# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Jan 13 2025 at 16:27:36+0100
# parameter filename: "./TOV_K_90_res_1_0.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_90_res_1_0-vlab1557-p0003.laboratori.local-es858465-2025.01.13-15.27.33-19198
# Run ID: run-TOV_K_90_res_1_0-vlab1557-p0003.laboratori.local-es858465-2025.01.13-15.27.33-19198
#
# ADMBASE::betax (admbase-shift)
# 1:iteration 2:time 3:data
# data columns: 3:betax 4:betay 5:betaz
0 0 0 0 0
512 0.25 1.19192881795294e-07 1.19192881795291e-07 1.19192881795289e-07
1024 0.5 5.13701729326711e-07 5.13701729326707e-07 5.13701729326702e-07
1536 0.75 6.62700301487448e-07 6.62700301487447e-07 6.62700301487445e-07
2048 1 9.75805334717147e-07 9.75805334717147e-07 9.75805334717147e-07
2560 1.25 1.74617386413148e-06 1.74617386413148e-06 1.74617386413148e-06
3072 1.5 2.6317295199145e-06 2.6317295199145e-06 2.6317295199145e-06
3584 1.75 3.5107040148185e-06 3.5107040148185e-06 3.5107040148185e-06
4096 2 4.26960097971418e-06 4.26960097971418e-06 4.26960097971418e-06
4608 2.25 4.82622578715526e-06 4.82622578715526e-06 4.82622578715525e-06
5120 2.5 5.14289729381821e-06 5.14289729381821e-06 5.14289729381821e-06
5632 2.75 5.22969613199201e-06 5.22969613199201e-06 5.22969613199201e-06
6144 3 5.88850246597867e-06 5.88850246597866e-06 5.88850246597866e-06
6656 3.25 6.39163563158706e-06 6.39163563158705e-06 6.39163563158608e-06
7168 3.5 6.57209837168091e-06 6.57209837168089e-06 6.57209837168858e-06
7680 3.75 6.4872752346655e-06 6.48727523466547e-06 6.4872752347045e-06
8192 4 8.20642359029613e-06 8.20642359030396e-06 8.20642359028156e-06
8704 4.25 1.71854436192971e-05 1.71854436193451e-05 1.7185443619296e-05
9216 4.5 2.82286661035204e-05 2.82286661035805e-05 2.82286661035386e-05
9728 4.75 4.14956684144111e-05 4.14956684143788e-05 4.14956684143757e-05
10240 5 5.70609301768428e-05 5.70609301767785e-05 5.7060930176786e-05
10752 5.25 7.48491163643501e-05 7.48491163644381e-05 7.48491163644178e-05
11264 5.5 9.46132312782815e-05 9.46132312784957e-05 9.46132312784787e-05
11776 5.75 0.000116014567013224 0.000116014567013255 0.000116014567013273
12288 6 0.000138801955170487 0.000138801955170286 0.0001388019551702
12800 6.25 0.000162963213094728 0.000162963213094598 0.000162963213094387
13312 6.5 0.000188678477514789 0.000188678477514306 0.00018867847751479
13824 6.75 0.000216052096377736 0.000216052096375444 0.000216052096378142
14336 7 0.000244832810188946 0.000244832810183823 0.000244832810189408
14848 7.25 0.000274407460410937 0.000274407460404529 0.000274407460410934
15360 7.5 0.00030414387286112 0.000304143872857735 0.000304143872860482
15872 7.75 0.000333811433195148 0.000333811433198247 0.000333811433194387
16384 8 0.000363661164925567 0.000363661164932766 0.000363661164924907
16896 8.25 0.000394035121060034 0.000394035121063185 0.000394035121057304
17408 8.5 0.000424880186010332 0.000424880186005501 0.000424880186004324
17920 8.75 0.000455692697607284 0.000455692697610522 0.00045569269761768
18432 9 0.000485961778820884 0.000485961778873925 0.000485961778913199
18944 9.25 0.000516823849082778 0.000516823849216077 0.000516823849368323
19456 9.5 0.000548145321876859 0.000548145321746942 0.000548145321655349
19968 9.75 0.000579304610879229 0.000579304610439279 0.000579304609878969
20480 10 0.000610067317502578 0.000610067317184827 0.000610067316318871
20992 10.25 0.000640410442669106 0.000640410443112385 0.000640410442536135
21504 10.5 0.000670467832579254 0.000670467833730949 0.000670467833976499
22016 10.75 0.000700288676225919 0.000700288676925211 0.000700288677952437
22528 11 0.000729780028547715 0.000729780027606603 0.000729780028889908
23040 11.25 0.000758910337083591 0.000758910334916038 0.000758910335921984
23552 11.5 0.000787814472301991 0.000787814470859778 0.00078781447135001
24064 11.75 0.000816637892624238 0.000816637893241783 0.000816637893352258
24576 12 0.000845413436565101 0.000845413438282071 0.000845413438468696
25088 12.25 0.000874146633537657 0.000874146634178515 0.000874146634799427
25600 12.5 0.00090289809621637 0.000902898094827051 0.000902898095581141
26112 12.75 0.000931743549653506 0.000931743547037435 0.000931743547008604
26624 13 0.000960770893125146 0.000960770890314304 0.000960770888626497
27136 13.25 0.000990123426555709 0.000990123424382655 0.000990123420890622
27648 13.5 0.00101989450130502 0.00101989450169624 0.00101989449769905
28160 13.75 0.0010499635827197 0.00104996358776323 0.00104996358614945
28672 14 0.00108009662698045 0.00108009663489895 0.0010800966380569
29184 14.25 0.00111022819191863 0.00111022819673422 0.00111022820327027
29696 14.5 0.00114047499764832 0.00114047499623074 0.00114047500110567
30208 14.75 0.00117086719737327 0.00117086719445202 0.00117086719358046
30720 15 0.00120129583432252 0.0012012958358633 0.00120129582959659
31232 15.25 0.00123177848185171 0.00123177848535735 0.00123177847723209
31744 15.5 0.00126253157234069 0.00126253156974623 0.00126253156378367
32256 15.75 0.00129367181868996 0.00129367180838701 0.0012936718076015
32768 16 0.00132505136575935 0.00132505135549631 0.00132505136016687
33280 16.25 0.00135649668470544 0.00135649668161394 0.00135649668847278
33792 16.5 0.00138803858005798 0.00138803858299925 0.00138803858823316
34304 16.75 0.00141982990379657 0.00141982990700776 0.00141982990962885
34816 17 0.00145200197711015 0.00145200197736816 0.0014520019780693
35328 17.25 0.00148464552435081 0.00148464552275333 0.00148464552176171
35840 17.5 0.00151774291635835 0.00151774291529268 0.00151774291371063
36352 17.75 0.00155104961010388 0.00155104960985789 0.00155104961035468
36864 18 0.00158418742652441 0.00158418742498719 0.00158418742835498
37376 18.25 0.00161690999089841 0.0016169099879331 0.00161690999030785
37888 18.5 0.00164919588982521 0.0016491958918329 0.00164919588638882
38400 18.75 0.00168112258761834 0.00168112260331201 0.00168112258523379
38912 19 0.00171279041042949 0.00171279043915074 0.00171279041194678
39424 19.25 0.00174435160804659 0.00174435163736913 0.00174435161317862
39936 19.5 0.00177596955076516 0.00177596957076297 0.00177596955784574
40448 19.75 0.00180772193508331 0.00180772194808881 0.00180772194103084
40960 20 0.00183961503244389 0.00183961504082051 0.00183961503358172
41472 20.25 0.0018716741863338 0.00187167418207854 0.00187167418271532
41984 20.5 0.0019039371449543 0.00190393712650742 0.00190393714071943
42496 20.75 0.00193636314330365 0.00193636312819045 0.00193636314030367
43008 21 0.00196882122389027 0.00196882122159507 0.0019688212190476
43520 21.25 0.00200118010537566 0.00200118009482158 0.00200118009664599
44032 21.5 0.00203334792709771 0.00203334789188945 0.00203334791771135
44544 21.75 0.00206518441332266 0.00206518437878718 0.00206518440702476
45056 22 0.00209642832274784 0.00209642831912627 0.00209642831765526
45568 22.25 0.00212683506635765 0.00212683507810843 0.00212683505717559
46080 22.5 0.00215646394695513 0.00215646394383616 0.00215646393369424
46592 22.75 0.00218577248963309 0.00218577248453585 0.00218577248208199
47104 23 0.00221531178461604 0.00221531181126958 0.00221531179538778
47616 23.25 0.00224530335420945 0.0022453034074068 0.00224530338645839
48128 23.5 0.00227555810430686 0.00227555814913256 0.00227555814836575
48640 23.75 0.00230577156322163 0.00230577158976892 0.00230577160566222
49152 24 0.00233578972337311 0.00233578975545599 0.0023357897549127
49664 24.25 0.00236557997252072 0.00236558003155854 0.00236557998533862
50176 24.5 0.00239506620223482 0.00239506628584734 0.00239506618783844
50688 24.75 0.00242408262133068 0.00242408270870258 0.00242408258066462
51200 25 0.00245247126135265 0.00245247132540155 0.00245247121442703
51712 25.25 0.00248019430818684 0.00248019433059104 0.00248019428375788
52224 25.5 0.00250736206129377 0.00250736204920623 0.00250736207493586
52736 25.75 0.00253416313270005 0.00253416312109647 0.00253416317883652
53248 26 0.00256078183744493 0.00256078186132715 0.00256078189818202
53760 26.25 0.00258741792577159 0.00258741797967101 0.00258741797896064
54272 26.5 0.00261436807045689 0.0026143681112152 0.00261436809651887
54784 26.75 0.00264196708930326 0.00264196709671984 0.00264196708841076
55296 27 0.0026703413140572 0.00267034132403712 0.00267034131609347
55808 27.25 0.00269924454743292 0.00269924459780496 0.00269924458377933
56320 27.5 0.00272821625103031 0.00272821632847806 0.0027282163103663
56832 27.75 0.00275689725279199 0.00275689732725426 0.0027568972856923
57344 28 0.00278514191966949 0.00278514198821105 0.0027851418976482
57856 28.25 0.00281286433770955 0.00281286439836135 0.00281286428860336
58368 28.5 0.0028399017025583 0.00283990173567556 0.00283990167617052
58880 28.75 0.00286609770787343 0.00286609771671743 0.00286609772592073
59392 29 0.00289148071586277 0.00289148073123263 0.0028914807643355
59904 29.25 0.00291631137487613 0.00291631139876858 0.00291631142033479
60416 29.5 0.00294096793428989 0.0029409679388359 0.00294096793866817
60928 29.75 0.00296579418464348 0.00296579417096678 0.00296579413525793
61440 30 0.00299098881380718 0.00299098880338569 0.00299098874966014
61952 30.25 0.00301653934947146 0.00301653932623437 0.00301653932516385
62464 30.5 0.00304222934814395 0.00304222928734674 0.00304222936589024
62976 30.75 0.00306775220678571 0.00306775215125249 0.00306775222263706
63488 31 0.00309286438330844 0.00309286441159236 0.00309286437944432
64000 31.25 0.0031174592564524 0.00311745937243059 0.00311745925634968
64512 31.5 0.00314155060302985 0.00314155071405113 0.00314155061713213
65024 31.75 0.00316525370365186 0.00316525371512834 0.00316525372143349
65536 32 0.00318878146793438 0.00318878137331137 0.00318878150427033
66048 32.25 0.00321237821125825 0.00321237809500793 0.00321237829570283
66560 32.5 0.0032361886594424 0.00323618862679963 0.003236188778951
67072 32.75 0.00326018379617735 0.00326018388458158 0.00326018390617058
67584 33 0.0032842107988032 0.00328421093537787 0.00328421087369796
68096 33.25 0.00330808237349724 0.00330808242774052 0.00330808238945196
68608 33.5 0.0033316717666929 0.00333167172628656 0.00333167172195295
69120 33.75 0.00335603820315961 0.00335603818292444 0.00335603812327503
69632 34 0.00338016306607293 0.00338016302826893 0.00338016306067947
70144 34.25 0.00340386056490884 0.0034038604513405 0.00340386062772288
70656 34.5 0.00342699188004907 0.00342699167981248 0.00342699192563555
71168 34.75 0.00344952820531877 0.0034495279389583 0.00344952821546929
71680 35 0.00347155223597345 0.00347155191284691 0.00347155228982281
72192 35.25 0.00349327465319324 0.00349327430627479 0.00349327483518826
72704 35.5 0.00351499713604371 0.00351499684614954 0.00351499745868732
73216 35.75 0.00353692506857364 0.0035369248887909 0.00353692546486176
73728 36 0.00355899512048833 0.00355899500041541 0.00355899548462839
74240 36.25 0.00358095228172224 0.00358095208667949 0.00358095254098771
74752 36.5 0.00360256373508203 0.00360256334377203 0.00360256391454042
75264 36.75 0.00362368372306585 0.00362368315051975 0.00362368392640765
75776 37 0.00364420439510837 0.00364420380872679 0.00364420468926552
76288 37.25 0.00366412132644306 0.00366412086321184 0.00366412166067414
76800 37.5 0.0036836351459798 0.00368363474709764 0.00368363542912941
77312 37.75 0.00370303699792055 0.00370303652713177 0.0037030372412754
77824 38 0.00372247738477318 0.00372247686999165 0.00372247771161123
78336 38.25 0.00374193293404319 0.00374193258571334 0.00374193344739239
78848 38.5 0.00376133556304336 0.00376133555789668 0.00376133623664144
79360 38.75 0.00378057673095812 0.00378057701253028 0.00378057740464578
79872 39 0.00379941418364295 0.0037994144643531 0.00379941465060523
80384 39.25 0.00381756130785283 0.00381756131789413 0.00381756147955024
80896 39.5 0.00383492976241776 0.00383492954204982 0.00383492977474419
81408 39.75 0.00385169817503843 0.00385169801033702 0.00385169823799291
81920 40 0.00386813072533095 0.00386813071730669 0.00386813085192882
82432 40.25 0.00388441491337933 0.00388441476594583 0.0038844149215868
82944 40.5 0.00390066568984595 0.00390066506357937 0.00390066548656316
83456 40.75 0.00391693435116209 0.00391693330066297 0.00391693408401648
83968 41 0.00393310385113752 0.00393310275322916 0.00393310376870181
84480 41.25 0.00394884169863458 0.00394884081792296 0.0039488419486054
84992 41.5 0.00396380196600602 0.00396380121618113 0.00396380249797958
85504 41.75 0.00397792187056 0.00397792095132013 0.00397792249578932
86016 42 0.00399144892504526 0.00399144758184998 0.00399144954987415
86528 42.25 0.00400465150185414 0.00400464967758101 0.00400465226820226
87040 42.5 0.00401760698033338 0.0040176048074975 0.00401760801816356
87552 42.75 0.00403031853764988 0.00403031618778716 0.00403031964771785
88064 43 0.00404285916043805 0.00404285665913089 0.00404285996009855
88576 43.25 0.00405521989138669 0.004055217095372 0.00405522025038998
89088 43.5 0.00406714274610867 0.00406713950709075 0.00406714293766429
89600 43.75 0.00407836522462717 0.00407836150339637 0.00407836568587926
90112 44 0.00408901792062322 0.00408901374223566 0.00408901890215486
90624 44.25 0.00409954765310549 0.00409954310593172 0.00409954901745916
91136 44.5 0.00411020135092204 0.00411019669018029 0.00411020272978324
91648 44.75 0.00412076851094696 0.00412076406599382 0.00412076970644833
92160 45 0.00413089823937995 0.0041308940350833 0.00413089935509602
92672 45.25 0.00414051177100013 0.00414050737208955 0.00414051294826786
93184 45.5 0.00414978391333644 0.00414977886847605 0.0041497851783374
93696 45.75 0.00415880445585553 0.00415879882328067 0.00415880583064526
94208 46 0.00416740707334869 0.00416740125008822 0.00416740855775986
94720 46.25 0.00417535499097863 0.00417534905219506 0.00417535644567609
95232 46.5 0.0041825984086156 0.00418259195630291 0.00418259971271645
95744 46.75 0.00418928808595388 0.0041892808496016 0.00418928934972247
96256 47 0.00419559046216881 0.00419558268379536 0.00419559186767514
96768 47.25 0.00420155779604094 0.00420154984742049 0.00420155936893108
97280 47.5 0.00420713434840655 0.00420712636771117 0.00420713609865512
97792 47.75 0.00421221226447643 0.00421220435076491 0.00421221434053168
98304 48 0.00421670006496457 0.00421669239087151 0.00421670255168497
98816 48.25 0.00422058980404999 0.00422058235305053 0.00422059255813396
99328 48.5 0.00422419653785578 0.00422419132011182 0.00422419979369636
99840 48.75 0.00422820383682932 0.00422819837554677 0.00422820692219336
100352 49 0.00423204388209406 0.00423203819399721 0.00423204675224941
100864 49.25 0.00423581094076773 0.00423580544908134 0.00423581363013433
101376 49.5 0.0042391987958454 0.00423919330411628 0.00423920109869042
101888 49.75 0.00424178064247859 0.00424177398999189 0.00424178230389411
102400 50 0.00424339206350684 0.00424338343295033 0.00424339314279337
102912 50.25 0.00424419067170843 0.00424418066316547 0.00424419153786885
103424 50.5 0.00424443057809535 0.00424442039657087 0.00424443175343065
103936 50.75 0.00424428264170842 0.00424427280973808 0.00424428467771996
104448 51 0.00424382129598634 0.00424381161193438 0.00424382434783097
104960 51.25 0.00424304092108777 0.00424303088604212 0.00424304427068841
105472 51.5 0.00424183555217226 0.0042418243362294 0.0042418379893127
105984 51.75 0.00424003649235689 0.00424002337615914 0.00424003746417604
106496 52 0.00423753574758202 0.00423752125478633 0.00423753593836245
107008 52.25 0.00423435946327419 0.0042343453127567 0.00423436004732604
107520 52.5 0.00423058757450522 0.00423057483547494 0.00423058893730194
108032 52.75 0.00422621361155187 0.00422620149351191 0.00422621494557258
108544 53 0.00422112083606052 0.00422110797542709 0.00422112116869947
109056 53.25 0.00421520665075244 0.0042151930650684 0.0042152061580575
109568 53.5 0.00420850860630459 0.00420849546911401 0.00420850840789747
110080 53.75 0.00420119218965729 0.00420117998276562 0.00420119282152439
110592 54 0.00419341828517247 0.00419340636229079 0.00419341915043893
111104 54.25 0.00418521241724947 0.00418520051595117 0.00418521293443477
111616 54.5 0.00417643056958312 0.00417641952740093 0.00417643091214228
112128 54.75 0.00416684567487781 0.00416683614564026 0.00416684599398879
112640 55 0.00415630643624681 0.0041562979272771 0.00415630628222682
113152 55.25 0.00414484030755735 0.0041448321063214 0.00414483931978059
113664 55.5 0.00413259379690684 0.00413258606001901 0.00413259229794639
114176 55.75 0.00411968915418058 0.00411968269276585 0.0041196877627773
114688 56 0.00410617747631031 0.00410617304579205 0.00410617652335347
115200 56.25 0.00409209543208804 0.00409209366154296 0.00409209479879472
115712 56.5 0.00407746475023061 0.0040774663305903 0.00407746392505945
116224 56.75 0.00406219972487527 0.00406220525864103 0.0040621981387165
116736 57 0.00404610928330892 0.00404611920076169 0.00404610695409308
117248 57.25 0.00402906384401768 0.00402907868012877 0.00402906151388365
117760 57.5 0.00401109985566024 0.00401112040079405 0.0040110981957302
118272 57.75 0.00399229783429851 0.00399232475487136 0.0039922967203457
118784 58 0.0039726310327159 0.0039726643059099 0.00397262982566391
119296 58.25 0.00395203166615256 0.00395207063446238 0.00395203001963958
119808 58.5 0.00393055759213291 0.00393060195831496 0.00393055582698735
120320 58.75 0.00390836876285873 0.00390841957412317 0.00390836751910358
120832 59 0.00388552503235912 0.00388558426969164 0.00388552457975604
121344 59.25 0.00386190498182553 0.00386197389887635 0.00386190490657164
121856 59.5 0.00383737839977893 0.00383745641130616 0.00383737813287701
122368 59.75 0.00381200655194966 0.0038120919352867 0.003812006216032
122880 60 0.00378599789905165 0.00378608956878411 0.00378599844612693
123392 60.25 0.00375945563743251 0.00375955402955013 0.00375945810582441
123904 60.5 0.00373220941919082 0.00373231548109035 0.00373221412735414
124416 60.75 0.00370393022949431 0.00370404355652935 0.00370393654321835
124928 61 0.00367440831000473 0.00367452671412629 0.00367441512848634
125440 61.25 0.00364370068379518 0.00364382179892509 0.00364370733832506
125952 61.5 0.00361202960139838 0.00361215242325308 0.00361203623572673
126464 61.75 0.00357959706274845 0.00357972162192141 0.00357960397515214
126976 62 0.00354651227057193 0.00354663827468668 0.00354651929621528
127488 62.25 0.00351282526637259 0.00351295176671727 0.00351283236672166
128000 62.5 0.00347854694070112 0.00347867324557734 0.0034785549127487
128512 62.75 0.00344363578051789 0.00344376196154425 0.00344364551348165
129024 63 0.00340800924377154 0.00340813553720362 0.00340802044896216
129536 63.25 0.00337157563965849 0.00337170105367761 0.00337158705051536
130048 63.5 0.00333424659976329 0.0033343684992181 0.00333425708779384
130560 63.75 0.00329594532679158 0.00329606097247467 0.00329595420162749
131072 64 0.00325665701610738 0.00325676526528873 0.00325666378525325
131584 64.25 0.00321647401114115 0.00321657504884865 0.0032164786434946
132096 64.5 0.00317553866959561 0.00317563225840415 0.00317554189373454
132608 64.75 0.00313391754518271 0.00313400218666601 0.00313392021542051
133120 65 0.00309157167798784 0.00309164541802135 0.00309157380161672
133632 65.25 0.00304847284676701 0.00304853413570719 0.00304847349270671
134144 65.5 0.00300469463244127 0.00300474238880074 0.00300469272793654
134656 65.75 0.00296034141742054 0.00296037488735025 0.0029603367588305
