# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Jan 13 2025 at 16:27:36+0100
# parameter filename: "./TOV_K_90_res_1_0.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_90_res_1_0-vlab1557-p0003.laboratori.local-es858465-2025.01.13-15.27.33-19198
# Run ID: run-TOV_K_90_res_1_0-vlab1557-p0003.laboratori.local-es858465-2025.01.13-15.27.33-19198
#
# HYDROBASE::vel[0] (hydrobase-vel)
# 1:iteration 2:time 3:data
# data columns: 3:vel[0] 4:vel[1] 5:vel[2]
0 0 0 0 0
512 0.25 -0.00268439061583669 -0.00268439061583669 -0.00268439061583669
1024 0.5 -0.00534434360300705 -0.00534434360300705 -0.00534434360300705
1536 0.75 -0.00796997003075166 -0.00796997003075166 -0.00796997003075166
2048 1 -0.010557843103708 -0.010557843103708 -0.010557843103708
2560 1.25 -0.0131428513606756 -0.0131428513606756 -0.0131428513606756
3072 1.5 -0.0157657728271915 -0.0157657728271915 -0.0157657728271915
3584 1.75 -0.0183909549967866 -0.0183909549967866 -0.0183909549967866
4096 2 -0.0209977398109778 -0.0209977398109779 -0.0209977398109778
4608 2.25 -0.0235823576374589 -0.023582357637459 -0.023582357637459
5120 2.5 -0.0261409487000852 -0.0261409487000854 -0.0261409487000853
5632 2.75 -0.0286702884323727 -0.0286702884323728 -0.0286702884323727
6144 3 -0.0311674076100951 -0.031167407610095 -0.0311674076100951
6656 3.25 -0.0336280667580879 -0.0336280667580866 -0.0336280667580877
7168 3.5 -0.036048591122709 -0.0360485911225006 -0.0360485911227085
7680 3.75 -0.0384261164020243 -0.0384261164011902 -0.0384261164020229
8192 4 -0.0407587481121305 -0.040758748110329 -0.0407587481121239
8704 4.25 -0.0430449721296776 -0.0430449721266895 -0.0430449721296573
9216 4.5 -0.0452829093517996 -0.0452829093475499 -0.0452829093517602
9728 4.75 -0.0475107370444406 -0.0475107370443934 -0.0475107370443796
10240 5 -0.0496937802094885 -0.0496937802094316 -0.0496937802094167
10752 5.25 -0.051825374005369 -0.0518253740052742 -0.0518253740052731
11264 5.5 -0.0539044569035419 -0.0539044569033489 -0.0539044569034179
11776 5.75 -0.05596117724461 -0.0559611772443675 -0.0559611772444912
12288 6 -0.0580960864149039 -0.0580960864146145 -0.0580960864147407
12800 6.25 -0.0601781014423709 -0.0601781014420698 -0.0601781014421828
13312 6.5 -0.0622060685529283 -0.0622060685526834 -0.0622060685528071
13824 6.75 -0.0641790301498265 -0.0641790301496823 -0.0641790301498561
14336 7 -0.0660960053142951 -0.0660960053142558 -0.0660960053144887
14848 7.25 -0.0679983903091872 -0.0679983903093607 -0.0679983903095044
15360 7.5 -0.069899014412188 -0.0698990144124466 -0.0698990144126206
15872 7.75 -0.0717629436460035 -0.0717629436462986 -0.0717629436465134
16384 8 -0.0736744553526092 -0.0736744553528354 -0.0736744553529411
16896 8.25 -0.0755321245971906 -0.0755321245972407 -0.0755321245969581
17408 8.5 -0.0773352548598552 -0.0773352548596574 -0.0773352548588712
17920 8.75 -0.0790837854359267 -0.0790837854359454 -0.0790837854348893
18432 9 -0.080777513908372 -0.0807775139092843 -0.0807775139082806
18944 9.25 -0.0824161878523183 -0.0824161878540544 -0.0824161878529613
19456 9.5 -0.0839997087530899 -0.0839997087546645 -0.0839997087532066
19968 9.75 -0.0855278745331208 -0.0855278745336372 -0.0855278745323046
20480 10 -0.0870003020889498 -0.0870003020886244 -0.0870003020881501
20992 10.25 -0.088416573323724 -0.088416573323409 -0.0884165733236002
21504 10.5 -0.0897788600271908 -0.0897788600269478 -0.0897788600272323
22016 10.75 -0.091088525462047 -0.0910885254614938 -0.0910885254617963
22528 11 -0.0923461992662045 -0.0923461992660659 -0.092346199266177
23040 11.25 -0.0935526461043859 -0.0935526461053767 -0.0935526461048414
23552 11.5 -0.0947542733969716 -0.0947660173202579 -0.0947542677205203
24064 11.75 -0.0968317854185758 -0.0968439060728306 -0.096831778912411
24576 12 -0.0988712389999822 -0.0988832882743434 -0.0988712322632333
25088 12.25 -0.100876999330941 -0.100888917989845 -0.100876992402623
25600 12.5 -0.102848859263881 -0.10286063350427 -0.102848852131705
26112 12.75 -0.104786131330081 -0.104797753880348 -0.104786123973915
26624 13 -0.106687692218054 -0.106699159416705 -0.10668768462253
27136 13.25 -0.108552576806296 -0.108563905933891 -0.108552568944305
27648 13.5 -0.110379747630387 -0.110390953242159 -0.110379739476468
28160 13.75 -0.112168012241042 -0.112179095504599 -0.112168003774899
28672 14 -0.113916480334484 -0.113927446418959 -0.113916471526059
29184 14.25 -0.115624017049177 -0.115634865289289 -0.115624007927226
29696 14.5 -0.117310185405617 -0.117310127526049 -0.117310189292702
30208 14.75 -0.11909075064609 -0.119090685628913 -0.119090754679324
30720 15 -0.120827789220545 -0.12082771737394 -0.12082779340362
31232 15.25 -0.122521867298846 -0.122521791721169 -0.122521871567357
31744 15.5 -0.12417275473733 -0.124172676401928 -0.124172759074443
32256 15.75 -0.125779850642311 -0.125779770061313 -0.125779855039523
32768 16 -0.127342731608595 -0.127342649039125 -0.127342736081815
33280 16.25 -0.128861684433432 -0.128861598397708 -0.128861689139761
33792 16.5 -0.130337112407888 -0.130337021374885 -0.130337117501575
34304 16.75 -0.131768486837759 -0.131768389362749 -0.131768492437946
34816 17 -0.133154811303861 -0.133154706084829 -0.133154817547752
35328 17.25 -0.1344942350764 -0.134494119713752 -0.134494242104971
35840 17.5 -0.13592874712003 -0.135928752164108 -0.135928784093513
36352 17.75 -0.13751416715433 -0.137514171581244 -0.137514203875933
36864 18 -0.139065253400322 -0.139065255525197 -0.139065289572843
37376 18.25 -0.140580506623633 -0.140580509460246 -0.140580527053156
37888 18.5 -0.142187909789018 -0.142188961879305 -0.142187911907221
38400 18.75 -0.1438898377447 -0.143891169587134 -0.143889838459287
38912 19 -0.145545688959782 -0.145547295633474 -0.145545688524571
39424 19.25 -0.147156069687865 -0.147157945322914 -0.147156068331979
39936 19.5 -0.148723224358897 -0.148725319438944 -0.148723222517562
40448 19.75 -0.15025026792626 -0.150252547707109 -0.15025026577539
40960 20 -0.151737663074866 -0.151740105597547 -0.151737660760212
41472 20.25 -0.153185623261189 -0.153188212373382 -0.153185620906904
41984 20.5 -0.154593957354674 -0.154596686579014 -0.15459395505659
42496 20.75 -0.155961888234358 -0.155964749095928 -0.155961886148479
43008 21 -0.157288692254912 -0.157291669339671 -0.157288690221156
43520 21.25 -0.158572987187813 -0.158576079857453 -0.158572985379562
44032 21.5 -0.159812851933107 -0.159816054638636 -0.159812850551834
44544 21.75 -0.161004779051624 -0.161008136800342 -0.1610047778845
45056 22 -0.162556724508807 -0.16255649568676 -0.162556732709237
45568 22.25 -0.164538420007048 -0.164538415017558 -0.164538404026912
46080 22.5 -0.166557916982773 -0.166557912328449 -0.166557897199896
46592 22.75 -0.168547818839415 -0.168547817398143 -0.168547817532241
47104 23 -0.170508293572997 -0.170508008126909 -0.17050833671464
47616 23.25 -0.172439511107111 -0.172438646109584 -0.17243965552644
48128 23.5 -0.17434132916165 -0.17433963868826 -0.174341669747769
48640 23.75 -0.176213258939638 -0.176210450693208 -0.176213882292609
49152 24 -0.178054922598163 -0.178050630312705 -0.178055863341521
49664 24.25 -0.179866420979109 -0.179860217519876 -0.179867688630687
50176 24.5 -0.181648227355041 -0.181639686717653 -0.181649842242828
50688 24.75 -0.183400604574946 -0.183389321330633 -0.183402546487987
51200 25 -0.185123480460554 -0.185109090473128 -0.185125697374419
51712 25.25 -0.186936371079292 -0.186944442688751 -0.186941025543802
52224 25.5 -0.188863176018485 -0.188874363199914 -0.188869257236908
52736 25.75 -0.190776584917241 -0.19078397647723 -0.19078196740085
53248 26 -0.192680589446455 -0.192673564547194 -0.192685522042827
53760 26.25 -0.194575663052336 -0.194552355892672 -0.194580687157698
54272 26.5 -0.196459884185299 -0.196427121890223 -0.196465706778498
54784 26.75 -0.198332016542235 -0.19829754961965 -0.198339271012001
55296 27 -0.200190767429615 -0.200160775932244 -0.200200175820728
55808 27.25 -0.202032741471602 -0.20201433263133 -0.202044769494034
56320 27.5 -0.203854814877524 -0.203855288440994 -0.203869928263645
56832 27.75 -0.205709828553715 -0.205677971218476 -0.205693388857165
57344 28 -0.207279318204451 -0.207480280495495 -0.207351431664275
57856 28.25 -0.209123451039958 -0.209280605357707 -0.209124495497341
58368 28.5 -0.211082047951494 -0.211019486132174 -0.211082818627217
58880 28.75 -0.213134052772072 -0.212824379609534 -0.213134616237086
59392 29 -0.214679491919179 -0.21486044016665 -0.214532939623564
59904 29.25 -0.215519696908286 -0.216881437003977 -0.215371214338129
60416 29.5 -0.217227515447026 -0.218135664109152 -0.217205065390849
60928 29.75 -0.219131570829092 -0.219030978060448 -0.219153405126034
61440 30 -0.221225444155331 -0.221052073758518 -0.221245216265476
61952 30.25 -0.223314463196568 -0.223143593229771 -0.223333080783927
62464 30.5 -0.224060304978404 -0.224774579955627 -0.223793543136455
62976 30.75 -0.224162424829675 -0.224893251557193 -0.223894686046372
63488 31 -0.224011047915715 -0.224761975359741 -0.223741753115304
64000 31.25 -0.22358207723816 -0.224350990355068 -0.223312032665519
64512 31.5 -0.22285423003329 -0.223638539967357 -0.22258423708674
65024 31.75 -0.221809105655186 -0.222605402955975 -0.221540148627025
65536 32 -0.220431891710158 -0.221236141306459 -0.220165065634601
66048 32.25 -0.218718340395743 -0.219525659796434 -0.218454924450087
66560 32.5 -0.216675662092524 -0.21748074265789 -0.216416990677168
67072 32.75 -0.214319626968153 -0.215116913297054 -0.214066828463049
67584 33 -0.211665987447067 -0.212449886907372 -0.211419185392135
68096 33.25 -0.208776714071842 -0.209535592684777 -0.208532561772403
68608 33.5 -0.206709495777248 -0.207309645197884 -0.206520031203463
69120 33.75 -0.205604936235952 -0.206146611176668 -0.205434958407259
69632 34 -0.204997799870857 -0.205490887867803 -0.204844079587225
70144 34.25 -0.204851632240029 -0.205303316332773 -0.204711651460667
70656 34.5 -0.205114494082648 -0.205534170571422 -0.204987926278161
71168 34.75 -0.205918696293519 -0.206145850979395 -0.206102208468793
71680 35 -0.207263458647902 -0.207417686859338 -0.207445065523969
72192 35.25 -0.208665966603483 -0.208938750685142 -0.208677263528251
72704 35.5 -0.21080335164826 -0.211154765543201 -0.210711119346557
73216 35.75 -0.212895004782473 -0.213331683368465 -0.212804993122666
73728 36 -0.214935064222342 -0.215462683457519 -0.214847133934976
74240 36.25 -0.21692542713666 -0.217542947215564 -0.216838121497394
74752 36.5 -0.218865551314145 -0.219569423087846 -0.218779598533129
