# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 11 2024 at 15:01:47+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-14.01.45-9991
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-14.01.45-9991
#
# HYDROBASE::rho (hydrobase-rho)
# 1:iteration 2:time 3:data
# data columns: 3:rho
36864 36 0.00125119887625574
37376 36.5 0.00125002670016679
37888 37 0.00124885360021509
38400 37.5 0.00124768571661845
38912 38 0.00124655017164857
39424 38.5 0.00124546964389613
39936 39 0.00124444517042524
40448 39.5 0.00124346355214577
40960 40 0.00124251656955671
41472 40.5 0.00124161005831163
41984 41 0.00124075573084485
42496 41.5 0.00123995772118323
43008 42 0.0012392094075124
43520 42.5 0.00123850227209263
44032 43 0.00123783466503423
44544 43.5 0.00123721086027161
45056 44 0.00123663442915864
45568 44.5 0.00123610538669055
46080 45 0.00123562269427423
46592 45.5 0.00123518601417834
47104 46 0.00123479400412871
47616 46.5 0.00123444362269054
48128 47 0.0012341336439393
48640 47.5 0.00123386791618649
49152 48 0.00123365223296448
49664 48.5 0.00123348683026933
50176 49 0.00123336359218336
50688 49.5 0.00123327245737514
51200 50 0.00123321032914539
51712 50.5 0.00123318253820291
52224 51 0.00123319580150849
52736 51.5 0.00123325083097985
53248 52 0.00123334122383505
53760 52.5 0.00123345745759616
54272 53 0.00123359179189509
54784 53.5 0.0012337423801883
55296 54 0.00123391522060116
55808 54.5 0.00123412023636534
56320 55 0.00123436085727816
56832 55.5 0.00123462584535706
57344 56 0.00123489506307469
57856 56.5 0.00123515801160424
58368 57 0.00123542663461143
58880 57.5 0.00123572488212247
59392 58 0.00123606183945212
59904 58.5 0.00123641744425788
60416 59 0.00123676025083504
60928 59.5 0.00123708073030748
61440 60 0.00123740251668915
61952 60.5 0.00123775652055989
62464 61 0.0012381455775773
62976 61.5 0.00123853958452374
63488 62 0.00123890691444003
64000 62.5 0.00123924713572845
64512 63 0.00123958975629646
65024 63.5 0.00123996201225179
65536 64 0.00124036094821267
66048 64.5 0.00124075768067249
66560 65 0.00124112677187588
67072 65.5 0.00124146970706024
67584 66 0.00124181060429552
68096 66.5 0.00124217116752379
68608 67 0.00124255062897878
69120 67.5 0.0012429286754606
69632 68 0.00124328560702055
70144 68.5 0.00124361894126224
70656 69 0.00124394249194016
71168 69.5 0.00124427216082535
71680 70 0.00124461277197348
72192 70.5 0.00124495565281671
72704 71 0.00124528646203112
73216 71.5 0.00124559656394041
73728 72 0.00124588993859178
74240 72.5 0.00124617987115988
74752 73 0.00124647686320085
75264 73.5 0.00124677830011636
75776 74 0.00124707089914245
76288 74.5 0.00124734438305249
76800 75 0.00124760186322241
77312 75.5 0.00124785561149737
77824 76 0.00124811370679862
78336 76.5 0.00124837300241739
78848 77 0.00124862496106078
79360 77.5 0.00124886539683307
79872 78 0.0012490967464529
80384 78.5 0.00124932312250402
80896 79 0.00124954677340824
81408 79.5 0.00124976932338355
81920 80 0.0012499925000782
82432 80.5 0.00125021504044823
82944 81 0.00125043125818932
83456 81.5 0.00125063672594049
83968 82 0.00125083550220977
84480 82.5 0.00125103799641968
84992 83 0.00125124956653693
85504 83.5 0.00125146358635073
86016 84 0.00125166887510963
86528 84.5 0.00125186324797796
87040 85 0.00125205647162559
87552 85.5 0.00125225895379501
88064 86 0.00125247022068638
88576 86.5 0.00125268085033916
89088 87 0.00125288433968606
89600 87.5 0.00125308392724489
90112 88 0.00125328730063463
90624 88.5 0.00125349754345808
91136 89 0.00125371161579688
91648 89.5 0.00125392622147465
92160 90 0.00125414181876679
92672 90.5 0.0012543602046877
93184 91 0.00125458100505233
93696 91.5 0.00125480292721928
94208 92 0.00125502723742759
94720 92.5 0.00125525710902554
95232 93 0.00125549301179813
95744 93.5 0.00125573101166769
96256 94 0.00125596733902411
96768 94.5 0.0012562036538808
97280 95 0.00125644583234224
97792 95.5 0.00125669726395971
98304 96 0.00125695470981889
98816 96.5 0.00125721167590101
99328 97 0.00125746530846904
99840 97.5 0.00125771911504626
100352 98 0.00125797906156391
100864 98.5 0.00125824775884202
101376 99 0.0012585225394519
101888 99.5 0.00125879839162732
102400 100 0.00125907225661689
102912 100.5 0.00125934514830924
103424 101 0.00125962117519434
103936 101.5 0.00125990449167422
104448 102 0.00126019593974819
104960 102.5 0.00126049167893388
105472 103 0.00126078569375425
105984 103.5 0.00126107516584983
106496 104 0.00126136398395493
107008 104.5 0.00126165992145411
107520 105 0.0012619669717159
108032 105.5 0.00126228042733607
108544 106 0.00126259076752006
109056 106.5 0.00126289328907035
109568 107 0.00126319337691958
110080 107.5 0.00126350116278277
110592 108 0.00126382077962969
111104 108.5 0.00126414574754399
111616 109 0.00126446561060537
112128 109.5 0.00126477667625904
112640 110 0.0012650853585904
113152 110.5 0.00126540091238974
113664 111 0.00126572572809865
114176 111.5 0.00126605334909547
114688 112 0.00126637551277223
115200 112.5 0.00126669014850209
115712 113 0.0012670022721813
116224 113.5 0.0012673179455449
116736 114 0.00126763829404919
117248 114.5 0.00126795924720481
117760 115 0.00126827599677019
118272 115.5 0.00126858697642999
118784 116 0.00126889404565708
119296 116.5 0.00126919997495243
119808 117 0.00126950615734944
120320 117.5 0.00126981195422996
120832 118 0.00127011523818762
121344 118.5 0.00127041351161304
121856 119 0.00127070537841279
122368 119.5 0.00127099165940566
122880 120 0.00127127487139974
123392 120.5 0.00127155685988727
123904 121 0.00127183657342071
124416 121.5 0.00127211050731015
124928 122 0.00127237582372707
125440 122.5 0.0012726330450917
125952 123 0.00127288532082391
126464 123.5 0.00127313489730071
126976 124 0.00127338055500603
127488 124.5 0.00127361872431504
128000 125 0.0012738469321595
128512 125.5 0.00127406584649409
129024 126 0.00127427801394405
129536 126.5 0.00127448499745986
130048 127 0.00127468591122814
130560 127.5 0.001274878410594
131072 128 0.00127506071531992
131584 128.5 0.00127523274965369
132096 129 0.00127539574275217
132608 129.5 0.0012755509262189
133120 130 0.00127569839242632
133632 130.5 0.00127583691927186
134144 131 0.00127596488886725
134656 131.5 0.00127608155922684
135168 132 0.00127618754566885
135680 132.5 0.00127628403557509
136192 133 0.00127637151978791
136704 133.5 0.00127644932167421
137216 134 0.00127651629811713
137728 134.5 0.00127657180769043
138240 135 0.00127661593302791
138752 135.5 0.00127664904639422
139264 136 0.00127667153339352
139776 136.5 0.00127668385932723
140288 137 0.00127668632788435
140800 137.5 0.00127667841016714
141312 138 0.00127665872115415
141824 138.5 0.00127662637427957
142336 139 0.00127658242411287
142848 139.5 0.00127652926939877
143360 140 0.00127646809718164
143872 140.5 0.00127639725209793
144384 141 0.00127631384813492
144896 141.5 0.00127621713051121
145408 142 0.00127610968924179
145920 142.5 0.00127599490062946
146432 143 0.0012758733865811
146944 143.5 0.0012757425004632
147456 144 0.00127559938821316
147968 144.5 0.00127544417314438
148480 145 0.00127527987202287
148992 145.5 0.00127510940331233
149504 146 0.0012749330219389
150016 146.5 0.00127474863947955
150528 147 0.00127455428288394
151040 147.5 0.00127435007695506
151552 148 0.00127413810833286
152064 148.5 0.00127392069274006
152576 149 0.00127369870366076
153088 149.5 0.00127347121161546
153600 150 0.00127323657444923
154112 150.5 0.00127299411495992
154624 151 0.00127274505081266
155136 151.5 0.00127249178629787
155648 152 0.00127223602822035
156160 152.5 0.00127197742120576
156672 153 0.0012717141152807
157184 153.5 0.00127144484105811
157696 154 0.00127117046712953
158208 154.5 0.00127089344677589
158720 155 0.00127061569633178
159232 155.5 0.00127033706292181
159744 156 0.00127005589148951
160256 156.5 0.00126977100769646
160768 157 0.00126948305682883
161280 157.5 0.00126919395864224
161792 158 0.00126890522270767
162304 158.5 0.00126861687005982
162816 159 0.0012683278577366
163328 159.5 0.00126803735367404
163840 160 0.00126774559029739
164352 160.5 0.00126745368531052
164864 161 0.00126716280958097
165376 161.5 0.00126687347014669
165888 162 0.00126658538765812
166400 162.5 0.00126629794747628
166912 163 0.00126601085330895
167424 163.5 0.00126572451824316
167936 164 0.00126543990517518
168448 164.5 0.00126515791399473
168960 165 0.00126487877891592
169472 165.5 0.00126460198730269
169984 166 0.00126432684765455
170496 166.5 0.00126405326284465
171008 167 0.00126378200160604
171520 167.5 0.0012635141476292
172032 168 0.00126325019157433
172544 168.5 0.00126298965222014
173056 169 0.00126273164258723
173568 169.5 0.00126247583656344
174080 170 0.0012622228575778
174592 170.5 0.00126197370814293
175104 171 0.0012617288545243
175616 171.5 0.00126148789688324
176128 172 0.00126125009215437
176640 172.5 0.00126101512870141
177152 173 0.00126078339174713
177664 173.5 0.00126055556293265
178176 174 0.00126033203565272
178688 174.5 0.00126011268251232
179200 175 0.00125989707808292
179712 175.5 0.00125968488978683
180224 176 0.00125947611992762
180736 176.5 0.00125927108721003
181248 177 0.00125907021269358
181760 177.5 0.00125887374388442
182272 178 0.001258681578916
182784 178.5 0.00125849333814878
183296 179 0.00125830868692831
183808 179.5 0.00125812767711461
184320 180 0.00125795078198612
184832 180.5 0.00125777853075302
185344 181 0.00125761104135447
185856 181.5 0.00125744789965243
186368 182 0.00125728854126546
186880 182.5 0.00125713281490812
187392 183 0.00125698120137497
187904 183.5 0.0012568344433886
188416 184 0.00125669288423893
188928 184.5 0.00125655613236625
189440 185 0.00125642341996476
189952 185.5 0.0012562943666382
190464 186 0.00125616941337368
190976 186.5 0.00125604945750482
191488 187 0.00125593499990079
192000 187.5 0.00125582564222583
192512 188 0.00125572047147497
193024 188.5 0.00125561898584633
193536 189 0.00125552162793741
194048 189.5 0.00125542935332276
194560 190 0.00125534266275069
195072 190.5 0.00125526110389214
195584 191 0.00125518374583586
196096 191.5 0.00125511009752357
196608 192 0.00125504052111705
197120 192.5 0.00125497578606059
197632 193 0.00125491628923925
198144 193.5 0.00125486170862732
198656 194 0.00125481134085242
199168 194.5 0.00125476472494599
199680 195 0.00125472197742346
200192 195.5 0.00125468360307485
200704 196 0.00125465000730026
201216 196.5 0.001254621134305
201728 197 0.00125459650637027
202240 197.5 0.00125457561281913
202752 198 0.00125455832653974
203264 198.5 0.00125454499300771
203776 199 0.00125453609749631
204288 199.5 0.00125453179619402
204800 200 0.00125453174700256
205312 200.5 0.00125453540730706
205824 201 0.0012545425161344
206336 201.5 0.00125455330098247
206848 202 0.00125456822430447
207360 202.5 0.00125458752742031
207872 203 0.0012546110051315
208384 203.5 0.00125463820191752
208896 204 0.00125466881799477
209408 204.5 0.00125470294215736
209920 205 0.00125474092464145
210432 205.5 0.00125478303947091
210944 206 0.0012548292416914
211456 206.5 0.00125487920754869
211968 207 0.00125493260482422
212480 207.5 0.00125498936590173
212992 208 0.00125504973372471
213504 208.5 0.00125511403163323
214016 209 0.00125518235503349
214528 209.5 0.00125525447255611
215040 210 0.00125533003491563
215552 210.5 0.00125540888893522
216064 211 0.00125549119458811
216576 211.5 0.00125557724666255
217088 212 0.00125566718793124
217600 212.5 0.0012557608831475
218112 213 0.00125585805029564
218624 213.5 0.00125595850702995
219136 214 0.00125606230464227
219648 214.5 0.00125616964532996
220160 215 0.00125628067935239
220672 215.5 0.0012563953697738
221184 216 0.0012565135267675
221696 216.5 0.00125663495660487
222208 217 0.00125675959282406
222720 217.5 0.00125688751828008
223232 218 0.00125701887571775
223744 218.5 0.00125715373294838
224256 219 0.00125729199822584
224768 219.5 0.00125743345814954
225280 220 0.00125757792252491
225792 220.5 0.00125772536015316
226304 221 0.00125787589929069
226816 221.5 0.00125802967959826
227328 222 0.00125818668051854
227840 222.5 0.00125834668178484
228352 223 0.00125850940212118
228864 223.5 0.00125867470248284
229376 224 0.00125884266795069
229888 224.5 0.00125901347723409
230400 225 0.00125918716750089
230912 225.5 0.00125936351882163
231424 226 0.00125954218076048
231936 226.5 0.00125972292721983
232448 227 0.00125990579378779
232960 227.5 0.00126009096247944
233472 228 0.00126027850131042
233984 228.5 0.00126046820499095
234496 229 0.00126065968998808
235008 229.5 0.00126085265904483
235520 230 0.00126104708584932
236032 230.5 0.00126124313941609
236544 231 0.00126144091586567
237056 231.5 0.00126164023630235
237568 232 0.00126184070902926
238080 232.5 0.001262041995747
238592 233 0.00126224402148152
239104 233.5 0.00126244692608117
239616 234 0.00126265081070674
240128 234.5 0.00126285553025963
240640 235 0.00126306072963592
241152 235.5 0.00126326607783395
241664 236 0.00126347146572767
242176 236.5 0.00126367698253102
242688 237 0.00126388271019533
243200 237.5 0.00126408854313743
243712 238 0.00126429419613608
244224 238.5 0.00126449937226055
244736 239 0.00126470392320473
245248 239.5 0.0012649078654082
245760 240 0.00126511125836515
246272 240.5 0.00126531406242621
246784 241 0.00126551609112615
247296 241.5 0.00126571708625808
247808 242 0.00126591684979986
248320 242.5 0.00126611532599966
248832 243 0.00126631256436589
249344 243.5 0.00126650859077522
249856 244 0.0012667032982627
250368 244.5 0.0012668964595659
250880 245 0.00126708785417609
251392 245.5 0.00126727739225075
251904 246 0.00126746511809886
252416 246.5 0.00126765109079138
252928 247 0.00126783525608574
253440 247.5 0.00126801742913905
253952 248 0.00126819739988256
254464 248.5 0.00126837505858183
254976 249 0.00126855042572506
255488 249.5 0.001268723565354
256000 250 0.00126889446863375
256512 250.5 0.00126906301339242
257024 251 0.00126922902709673
257536 251.5 0.00126939238842449
258048 252 0.00126955307871848
258560 252.5 0.00126971114623671
259072 253 0.00126986661869425
259584 253.5 0.00127001943737498
260096 254 0.00127016946720895
260608 254.5 0.0012703165755704
261120 255 0.00127046071226892
261632 255.5 0.00127060191764112
262144 256 0.00127074024915523
262656 256.5 0.00127087569479734
263168 257 0.00127100815485448
263680 257.5 0.00127113750621472
264192 258 0.00127126368455174
264704 258.5 0.00127138670883577
265216 259 0.00127150663292345
265728 259.5 0.00127162347416385
266240 260 0.00127173718060554
266752 260.5 0.00127184765805733
267264 261 0.00127195482908065
267776 261.5 0.00127205867567935
268288 262 0.00127215923402847
268800 262.5 0.00127225654647005
269312 263 0.00127235060775724
269824 263.5 0.00127244134858696
270336 264 0.00127252867353194
270848 264.5 0.00127261252655945
271360 265 0.00127269292823162
271872 265.5 0.00127276994580395
272384 266 0.00127284361643625
272896 266.5 0.00127291389355311
273408 267 0.00127298067197851
273920 267.5 0.00127304387307233
274432 268 0.00127310350846513
274944 268.5 0.0012731596582108
275456 269 0.00127321238330516
275968 269.5 0.00127326165812371
276480 270 0.00127330738814396
276992 270.5 0.00127334949436907
277504 271 0.00127338798302637
278016 271.5 0.00127342293625813
278528 272 0.00127345443553992
279040 272.5 0.00127348249091089
279552 273 0.00127350704088063
280064 273.5 0.00127352802088506
280576 274 0.00127354543558169
281088 274.5 0.00127355936898007
281600 275 0.00127356992529557
282112 275.5 0.00127357715637579
282624 276 0.00127358104148257
283136 276.5 0.00127358153585156
283648 277 0.0012735786423144
284160 277.5 0.00127357244062367
284672 278 0.00127356304824588
285184 278.5 0.00127355054891133
285696 279 0.00127353495475049
286208 279.5 0.00127351623667058
286720 280 0.00127349439366665
287232 280.5 0.00127346949526079
287744 281 0.001273441657763
288256 281.5 0.00127341097891515
288768 282 0.00127337749392348
289280 282.5 0.00127334119224131
289792 283 0.0012733020750061
290304 283.5 0.00127326019756108
290816 284 0.00127321566088677
291328 284.5 0.00127316856498843
291840 285 0.0012731189679303
292352 285.5 0.00127306688352204
292864 286 0.00127301231551497
293376 286.5 0.00127295529813025
293888 287 0.00127289591032492
294400 287.5 0.0012728342526901
294912 288 0.00127277040565353
295424 288.5 0.00127270440431614
295936 289 0.0012726362532832
296448 289.5 0.00127256597018022
296960 290 0.00127249361864978
297472 290.5 0.00127241929920328
297984 291 0.0012723431056894
298496 291.5 0.00127226508876512
299008 292 0.00127218526113585
299520 292.5 0.00127210363851674
300032 293 0.00127202027633974
300544 293.5 0.00127193526803811
301056 294 0.00127184870843305
301568 294.5 0.00127176065784747
302080 295 0.00127167113972627
302592 295.5 0.00127158017156191
303104 296 0.00127148779838413
303616 296.5 0.00127139409870504
304128 297 0.00127129916136838
304640 297.5 0.00127120305734884
305152 298 0.00127110583020777
305664 298.5 0.0012710075094538
306176 299 0.00127090813387003
306688 299.5 0.00127080776740997
307200 300 0.00127070649623721
307712 300.5 0.00127060440840837
308224 301 0.00127050157210217
308736 301.5 0.0012703980318647
309248 302 0.00127029382747734
309760 302.5 0.00127018901860653
310272 303 0.00127008369232415
310784 303.5 0.00126997794666128
311296 304 0.00126987186535859
311808 304.5 0.00126976550612668
312320 305 0.00126965891200836
312832 305.5 0.00126955213536487
313344 306 0.00126944525364357
313856 306.5 0.00126933836332556
314368 307 0.00126923155692887
314880 307.5 0.00126912490251948
315392 308 0.00126901844373457
315904 308.5 0.00126891222125721
316416 309 0.00126880629747336
316928 309.5 0.00126870076165362
317440 310 0.00126859570939799
317952 310.5 0.00126849121423172
318464 311 0.00126838731829675
318976 311.5 0.00126828405226092
319488 312 0.00126818146637634
320000 312.5 0.0012680796427452
320512 313 0.00126797867635082
321024 313.5 0.00126787864291573
321536 314 0.00126777958473414
322048 314.5 0.00126768152786551
322560 315 0.00126758451333521
323072 315.5 0.00126748861208066
323584 316 0.00126739391030501
324096 316.5 0.00126730048053667
324608 317 0.00126720836585827
325120 317.5 0.00126711759054288
325632 318 0.00126702818540412
326144 318.5 0.00126694020409193
326656 319 0.00126685371660788
327168 319.5 0.00126676878735402
327680 320 0.0012666854578248
328192 320.5 0.00126660374851044
328704 321 0.00126652367713975
329216 321.5 0.00126644527674111
329728 322 0.00126636859811115
330240 322.5 0.00126629369512201
330752 323 0.00126622060588893
331264 323.5 0.0012661493462397
331776 324 0.00126607992133444
332288 324.5 0.0012660123452917
332800 325 0.00126594665115501
333312 325.5 0.00126588288193103
333824 326 0.00126582107089022
334336 326.5 0.00126576122960561
334848 327 0.00126570335501569
335360 327.5 0.00126564744868632
335872 328 0.0012655935300098
336384 328.5 0.00126554163137338
336896 329 0.00126549178073588
337408 329.5 0.0012654439883694
337920 330 0.00126539824949609
338432 330.5 0.00126535455927194
338944 331 0.00126531292597878
339456 331.5 0.00126527337120203
339968 332 0.00126523591805866
340480 332.5 0.00126520057843324
340992 333 0.0012651673499577
341504 333.5 0.00126513622462604
342016 334 0.00126510720133181
342528 334.5 0.00126508029171158
343040 335 0.00126505551440678
343552 335.5 0.00126503288267283
344064 336 0.00126501239619757
344576 336.5 0.00126499404455892
345088 337 0.00126497781930517
345600 337.5 0.0012649637235569
346112 338 0.00126495177028126
346624 338.5 0.00126494197109626
347136 339 0.00126493432621294
347648 339.5 0.00126492882456684
348160 340 0.0012649254533868
348672 340.5 0.00126492420811457
349184 341 0.00126492509405797
349696 341.5 0.00126492811898966
350208 342 0.00126493328354881
350720 342.5 0.00126494057757795
351232 343 0.0012649499851637
351744 343.5 0.00126496149390313
352256 344 0.00126497510051825
352768 344.5 0.00126499080802177
353280 345 0.00126500861683992
353792 345.5 0.00126502851760645
354304 346 0.00126505049197042
354816 346.5 0.00126507452072963
355328 347 0.00126510059210285
355840 347.5 0.00126512870275542
356352 348 0.00126515885054923
356864 348.5 0.001265191025412
357376 349 0.00126522520653503
357888 349.5 0.00126526136842749
358400 350 0.00126529949028274
358912 350.5 0.00126533956016284
359424 351 0.00126538157029227
359936 351.5 0.00126542550768156
360448 352 0.0012654713483951
360960 352.5 0.00126551906069596
361472 353 0.00126556861452654
361984 353.5 0.00126561998883619
362496 354 0.00126567316985055
363008 354.5 0.00126572814174609
363520 355 0.00126578487855608
364032 355.5 0.0012658433450407
364544 356 0.00126590350567518
365056 356.5 0.00126596533330711
365568 357 0.00126602880954224
366080 357.5 0.00126609391670003
366592 358 0.00126616062891917
367104 358.5 0.00126622891067596
367616 359 0.00126629872399302
368128 359.5 0.00126637003744049
368640 360 0.00126644282845409
369152 360.5 0.00126651707701298
369664 361 0.00126659275688158
370176 361.5 0.00126666983254964
370688 362 0.00126674826426119
371200 362.5 0.00126682801602137
371712 363 0.00126690905920774
372224 363.5 0.00126699136891918
372736 364 0.00126707491679869
373248 364.5 0.00126715966678168
373760 365 0.00126724557714708
374272 365.5 0.00126733260665694
374784 366 0.00126742071937192
375296 366.5 0.00126750988421102
375808 367 0.00126760006983616
376320 367.5 0.00126769123927562
376832 368 0.00126778334890722
377344 368.5 0.00126787635278593
377856 369 0.00126797020864678
378368 369.5 0.00126806488024594
378880 370 0.00126816033382878
379392 370.5 0.00126825653190832
379904 371 0.00126835343016602
380416 371.5 0.001268450980409
380928 372 0.00126854913676679
381440 372.5 0.00126864785931856
381952 373 0.0012687471119646
382464 373.5 0.00126884685678235
382976 374 0.00126894705009842
383488 374.5 0.00126904764369803
384000 375 0.00126914859001251
384512 375.5 0.00126924984667396
385024 376 0.00126935137632701
385536 376.5 0.00126945314187654
386048 377 0.00126955510171716
386560 377.5 0.00126965720946573
387072 378 0.00126975941813884
387584 378.5 0.00126986168452711
388096 379 0.00126996396994038
388608 379.5 0.001270066237252
389120 380 0.00127016844708987
389632 380.5 0.00127027055617124
390144 381 0.00127037251896536
390656 381.5 0.00127047429138117
391168 382 0.00127057583341787
391680 382.5 0.0012706771083525
392192 383 0.00127077807909462
392704 383.5 0.00127087870505794
393216 384 0.00127097894242933
393728 384.5 0.00127107874749599
394240 385 0.00127117807994064
394752 385.5 0.00127127690321975
395264 386 0.00127137518183804
395776 386.5 0.00127147287800014
396288 387 0.00127156995055341
396800 387.5 0.00127166635712669
397312 388 0.00127176205764986
397824 388.5 0.00127185701624728
398336 389 0.00127195119986813
398848 389.5 0.00127204457488688
399360 390 0.00127213710478092
399872 390.5 0.00127222875107498
400384 391 0.001272319476776
400896 391.5 0.00127240924922906
401408 392 0.00127249803982403
401920 392.5 0.00127258582084654
402432 393 0.00127267256240044
402944 393.5 0.00127275823221145
403456 394 0.00127284279829541
403968 394.5 0.00127292623185558
404480 395 0.00127300850796969
404992 395.5 0.00127308960381827
405504 396 0.00127316949582013
406016 396.5 0.00127324815756178
406528 397 0.00127332556049557
407040 397.5 0.00127340167780794
407552 398 0.00127347648818457
408064 398.5 0.00127354997484412
408576 399 0.00127362212001829
409088 399.5 0.00127369290094734
409600 400 0.00127376229197269
