# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 11 2024 at 15:01:47+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-14.01.45-9991
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-14.01.45-9991
#
# ADMBASE::alp (admbase-lapse)
# 1:iteration 2:time 3:data
# data columns: 3:alp
0 0 0.66986122441249
512 0.5 0.669863193281614
1024 1 0.669874499150091
1536 1.5 0.669901125503202
2048 2 0.669937581703603
2560 2.5 0.6699723071142
3072 3 0.669996583487584
3584 3.5 0.670010049766932
4096 4 0.670018933880071
4608 4.5 0.670030026534733
5120 5 0.67004473704545
5632 5.5 0.670057754107204
6144 6 0.670061088150897
6656 6.5 0.670049820943121
7168 7 0.670025004626677
7680 7.5 0.669993010045288
8192 8 0.669965242476902
8704 8.5 0.669961787484483
9216 9 0.670017255073351
9728 9.5 0.670183957608487
10240 10 0.670530188209083
10752 10.5 0.671131764832464
11264 11 0.672047379299471
11776 11.5 0.673269292339844
12288 12 0.674671822841048
12800 12.5 0.676017096835536
13312 13 0.677055639743957
13824 13.5 0.677666542649966
14336 14 0.67791771363065
14848 14.5 0.677989958432764
15360 15 0.678038820478853
15872 15.5 0.678109711073177
16384 16 0.678145327208185
16896 16.5 0.678050024020049
17408 17 0.677772784470046
17920 17.5 0.677375634195842
18432 18 0.677028335952411
18944 18.5 0.676891047571932
19456 19 0.676960118776753
19968 19.5 0.677038891951406
20480 20 0.67690779076493
20992 20.5 0.676553911271842
21504 21 0.676214414117644
22016 21.5 0.676150768052802
22528 22 0.676365197390957
23040 22.5 0.67657320539773
23552 23 0.676499499631867
24064 23.5 0.676190826614425
24576 24 0.675974654062692
25088 24.5 0.676085721035191
25600 25 0.676394160558231
26112 25.5 0.676564481000414
26624 26 0.67645032085079
27136 26.5 0.676240682849993
27648 27 0.676201168894897
28160 27.5 0.676363439964082
28672 28 0.676537091673441
29184 28.5 0.676574981506269
29696 29 0.676532530030201
30208 29.5 0.676556739673381
30720 30 0.676693689177868
31232 30.5 0.676854558605421
31744 31 0.676940136471925
32256 31.5 0.676944697217093
32768 32 0.676929964969256
33280 32.5 0.676935448530409
33792 33 0.676947590556216
34304 33.5 0.676948973072
34816 34 0.676961341395137
35328 34.5 0.677017742066435
35840 35 0.677107528070337
36352 35.5 0.677178450777214
36864 36 0.677198162684405
37376 36.5 0.677193142829504
37888 37 0.677215030159948
38400 37.5 0.677281496397294
38912 38 0.677365115404881
39424 38.5 0.677434913131747
39936 39 0.67749318669618
40448 39.5 0.677567302639061
40960 40 0.677674563919744
41472 40.5 0.6778035826191
41984 41 0.677929333300074
42496 41.5 0.678040076455799
43008 42 0.678145011890634
43520 42.5 0.678257312507067
44032 43 0.678375875416154
44544 43.5 0.678487240150313
45056 44 0.678581755080839
45568 44.5 0.678661906501108
46080 45 0.678734817478001
46592 45.5 0.678802523760599
47104 46 0.678862993538122
47616 46.5 0.67891672894649
48128 47 0.678966567607441
48640 47.5 0.679011219158701
49152 48 0.679044693838644
49664 48.5 0.67906545116098
50176 49 0.679082904689203
50688 49.5 0.679109892625344
51200 50 0.679148328508231
51712 50.5 0.679185483260208
52224 51 0.679205503981162
52736 51.5 0.679202953417735
53248 52 0.679185882182259
53760 52.5 0.679170055243902
54272 53 0.679171253182356
54784 53.5 0.679196394987363
55296 54 0.679234379989478
55808 54.5 0.67925738950609
56320 55 0.679241799771918
56832 55.5 0.679194831008257
57344 56 0.679155430802453
57856 56.5 0.679158117305225
58368 57 0.679193338643262
58880 57.5 0.679212453827613
59392 58 0.679180419060025
59904 58.5 0.679119506145863
60416 59 0.679088728329879
60928 59.5 0.679115998501588
61440 60 0.679160791249783
61952 60.5 0.679155343245142
62464 61 0.679081039200851
62976 61.5 0.678992288765117
63488 62 0.678958863727995
64000 62.5 0.678990765314295
64512 63 0.679028145505816
65024 63.5 0.679004948237885
65536 64 0.678916099108874
66048 64.5 0.678819253252555
66560 65 0.678774464736593
67072 65.5 0.678786669261099
67584 66 0.678806289931387
68096 66.5 0.678781180621792
68608 67 0.67870503015806
69120 67.5 0.678617520217267
69632 68 0.67856295182402
70144 68.5 0.678551471196134
70656 69 0.678556478606974
71168 69.5 0.678542675060698
71680 70 0.678494985582889
72192 70.5 0.678426597096281
72704 71 0.678365666806676
73216 71.5 0.678332994291747
73728 72 0.678325595179996
74240 72.5 0.678318721826733
74752 73 0.678287576000099
75264 73.5 0.678230972644158
75776 74 0.678172519066235
76288 74.5 0.67813596856884
76800 75 0.678120858442214
77312 75.5 0.678105424162422
77824 76 0.678071934981208
78336 76.5 0.678023975811051
78848 77 0.677977804143236
79360 77.5 0.677942686519727
79872 78 0.677914917681883
80384 78.5 0.677887683742064
80896 79 0.677858625906051
81408 79.5 0.677826130327759
81920 80 0.677785974163305
82432 80.5 0.677738331867044
82944 81 0.67769431072061
83456 81.5 0.677666520542501
83968 82 0.677651456752067
84480 82.5 0.677628772739714
84992 83 0.677583685510811
85504 83.5 0.677526150563104
86016 84 0.677480794772528
86528 84.5 0.677458232079238
87040 85 0.677443101558293
87552 85.5 0.677413270686708
88064 86 0.677365538222517
88576 86.5 0.677316699975126
89088 87 0.677281467729271
89600 87.5 0.677256466838029
90112 88 0.677228177198101
90624 88.5 0.677190855714802
91136 89 0.677150748484676
91648 89.5 0.677114579324481
92160 90 0.677080852508662
92672 90.5 0.677044972950558
93184 91 0.677007823295816
93696 91.5 0.676973916040661
94208 92 0.676942696236935
94720 92.5 0.676907526563843
95232 93 0.676865122274942
95744 93.5 0.676821808480081
96256 94 0.676786478073201
96768 94.5 0.676758732336307
97280 95 0.676728077542174
97792 95.5 0.676686003271584
98304 96 0.676636270478412
98816 96.5 0.676591045905674
99328 97 0.676557684113339
99840 97.5 0.676531224535456
100352 98 0.676499979129521
100864 98.5 0.676457044559086
101376 99 0.676405953033457
101888 99.5 0.676356572976549
102400 100 0.676316700663874
102912 100.5 0.676286463134857
103424 101 0.676258498426769
103936 101.5 0.676223105005794
104448 102 0.676175637673513
104960 102.5 0.676121427680701
105472 103 0.676072959311014
105984 103.5 0.676039150409993
106496 104 0.67601547517692
107008 104.5 0.675986165839032
107520 105 0.675939164195833
108032 105.5 0.675879651207438
108544 106 0.675826538934146
109056 106.5 0.675793374309357
109568 107 0.67577331709255
110080 107.5 0.675745368843924
110592 108 0.675696345129837
111104 108.5 0.675635057223365
111616 109 0.675583031005079
112128 109.5 0.675551771748734
112640 110 0.675531175468259
113152 110.5 0.675500977783957
113664 111 0.675452006290233
114176 111.5 0.675394488748755
114688 112 0.675346021143842
115200 112.5 0.675313546324116
115712 113 0.675288147330463
116224 113.5 0.675255968973033
116736 114 0.675211954329546
117248 114.5 0.675162672660879
117760 115 0.67511793378382
118272 115.5 0.675081692696326
118784 116 0.67505056121196
119296 116.5 0.67501866196752
119808 117 0.674982448852385
120320 117.5 0.674942038391997
120832 118 0.674900234717046
121344 118.5 0.674860990639249
121856 119 0.674827223180416
122368 119.5 0.674798266103045
122880 120 0.674769453706595
123392 120.5 0.67473577121906
123904 121 0.674697002059686
124416 121.5 0.674658738646147
124928 122 0.674627140673063
125440 122.5 0.674602460404473
125952 123 0.674578529671576
126464 123.5 0.674549162957803
126976 124 0.674514610662813
127488 124.5 0.674481066259404
