# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 11 2024 at 15:01:47+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-14.01.45-9991
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-14.01.45-9991
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.5 4.99984755072221e-06 4.99984755072213e-06 4.99984755072202e-06
1024 1 1.31377963142892e-05 1.31377963142893e-05 1.31377963142893e-05
1536 1.5 2.16944984898892e-05 2.16944984898892e-05 2.16944984898893e-05
2048 2 2.598151872987e-05 2.59815187298699e-05 2.59815187298694e-05
2560 2.5 2.52588642450465e-05 2.52588642450464e-05 2.52588642450465e-05
3072 3 2.35422394646392e-05 2.35422394646388e-05 2.35422394646411e-05
3584 3.5 2.28900064068682e-05 2.28900064068683e-05 2.28900064068708e-05
4096 4 2.38136978411992e-05 2.38136978411991e-05 2.38136978411929e-05
4608 4.5 2.28130380174089e-05 2.28130380174088e-05 2.28130380174053e-05
5120 5 2.04818157946411e-05 2.04818157946389e-05 2.04818157946388e-05
5632 5.5 2.14497810937451e-05 2.14497810937458e-05 2.14497810937484e-05
6144 6 2.00905272770918e-05 2.00905272770914e-05 2.00905272770939e-05
6656 6.5 1.92604797011706e-05 1.92604797011709e-05 1.92604797011596e-05
7168 7 1.98788091483954e-05 1.98788091484042e-05 1.98788091484037e-05
7680 7.5 1.98915358982451e-05 1.98915358982369e-05 1.98915358982476e-05
8192 8 2.01579678405571e-05 2.01579678405552e-05 2.01579678405433e-05
8704 8.5 1.9952501731231e-05 1.99525017312339e-05 1.99525017312195e-05
9216 9 1.98484532086802e-05 1.98484532086723e-05 1.98484532086947e-05
9728 9.5 1.91988344259634e-05 1.91988344259628e-05 1.91988344259227e-05
10240 10 1.90825048913058e-05 1.90825048912834e-05 1.90825048912496e-05
10752 10.5 1.95965049005507e-05 1.95965049005458e-05 1.95965049005317e-05
11264 11 2.09530766004897e-05 2.09530766004847e-05 2.09530766004788e-05
11776 11.5 2.14301086775656e-05 2.14301086775467e-05 2.14301086775146e-05
12288 12 2.10071609738997e-05 2.10071609739114e-05 2.10071609738749e-05
12800 12.5 1.99156020612138e-05 1.99156020612095e-05 1.9915602061191e-05
13312 13 1.84786135997716e-05 1.84786135997778e-05 1.84786135997119e-05
13824 13.5 1.69674159766237e-05 1.69674159766096e-05 1.69674159765579e-05
14336 14 1.57499044101602e-05 1.57499044101689e-05 1.57499044101511e-05
14848 14.5 1.55720751626654e-05 1.55720751626589e-05 1.55720751626676e-05
15360 15 1.54120205794557e-05 1.54120205794115e-05 1.54120205794466e-05
15872 15.5 1.50045867671189e-05 1.50045867671105e-05 1.50045867670969e-05
16384 16 1.50065938249374e-05 1.50065938249414e-05 1.50065938248731e-05
16896 16.5 1.58521850277034e-05 1.58521850277042e-05 1.5852185027669e-05
17408 17 1.58187000811841e-05 1.58187000812054e-05 1.5818700081163e-05
17920 17.5 1.56931021980371e-05 1.56931021980508e-05 1.56931021980387e-05
18432 18 1.57041527032752e-05 1.57041527033119e-05 1.57041527032877e-05
18944 18.5 1.5567651432993e-05 1.55676514330023e-05 1.5567651432972e-05
19456 19 1.58441160513948e-05 1.58441160514227e-05 1.58441160514084e-05
19968 19.5 1.64698012173293e-05 1.64698012173407e-05 1.64698012173461e-05
20480 20 1.62349608219516e-05 1.62349608219978e-05 1.62349608219937e-05
20992 20.5 1.60495201127729e-05 1.60495201127834e-05 1.60495201127835e-05
21504 21 1.50427164074669e-05 1.50427164074848e-05 1.50427164074714e-05
22016 21.5 1.36888386663777e-05 1.36888386663849e-05 1.36888386663715e-05
22528 22 1.26907296527062e-05 1.26907296527286e-05 1.26907296526948e-05
23040 22.5 1.2530336266355e-05 1.25303362663885e-05 1.25303362663863e-05
23552 23 1.29529793475436e-05 1.29529793475954e-05 1.29529793476032e-05
24064 23.5 1.33611300378643e-05 1.33611300378923e-05 1.33611300379098e-05
24576 24 1.41638839587038e-05 1.41638839587191e-05 1.41638839586891e-05
25088 24.5 1.41453587877554e-05 1.4145358787798e-05 1.41453587877413e-05
25600 25 1.45265477631765e-05 1.45265477631987e-05 1.45265477631682e-05
26112 25.5 1.61391305681208e-05 1.61391305681049e-05 1.61391305681428e-05
26624 26 1.59879957457076e-05 1.59879957457319e-05 1.59879957457269e-05
27136 26.5 1.45948997215892e-05 1.45948997216192e-05 1.45948997215802e-05
27648 27 1.40975224613171e-05 1.40975224613091e-05 1.40975224612403e-05
28160 27.5 1.37414879175814e-05 1.37414879175521e-05 1.37414879175474e-05
28672 28 1.32247737895512e-05 1.32247737895598e-05 1.32247737894985e-05
29184 28.5 1.29309230726468e-05 1.29309230726871e-05 1.29309230726359e-05
29696 29 1.2444371325217e-05 1.24443713252599e-05 1.2444371325204e-05
30208 29.5 1.1704359219891e-05 1.17043592199323e-05 1.1704359219899e-05
30720 30 1.10352393227011e-05 1.10352393227227e-05 1.10352393227216e-05
31232 30.5 1.12949914400095e-05 1.12949914400544e-05 1.12949914400437e-05
31744 31 1.16866052072611e-05 1.16866052072231e-05 1.16866052072642e-05
32256 31.5 1.20932054766119e-05 1.20932054766057e-05 1.20932054766246e-05
32768 32 1.23659804291319e-05 1.23659804291444e-05 1.23659804291629e-05
33280 32.5 1.26244744597049e-05 1.26244744597325e-05 1.26244744596929e-05
33792 33 1.37779249081392e-05 1.37779249081287e-05 1.37779249081238e-05
34304 33.5 1.47166060372135e-05 1.47166060371728e-05 1.47166060372047e-05
34816 34 1.50249240837612e-05 1.50249240837109e-05 1.50249240837712e-05
35328 34.5 1.56057797411712e-05 1.56057797411065e-05 1.56057797411848e-05
35840 35 1.56652927190735e-05 1.56652927190608e-05 1.5665292719073e-05
36352 35.5 1.54415284031181e-05 1.54415284030722e-05 1.54415284031094e-05
36864 36 1.4892585124818e-05 1.48925851248286e-05 1.48925851247772e-05
37376 36.5 1.44971865051065e-05 1.44971865050699e-05 1.44971865050809e-05
37888 37 1.41437055632595e-05 1.41437055632768e-05 1.41437055632868e-05
38400 37.5 1.4734850656969e-05 1.4734850656976e-05 1.47348506569507e-05
38912 38 1.50815683648273e-05 1.5081568364797e-05 1.5081568364807e-05
39424 38.5 1.48995736454195e-05 1.4899573645388e-05 1.48995736454083e-05
39936 39 1.47832655623446e-05 1.47832655623821e-05 1.4783265562412e-05
40448 39.5 1.46950458713778e-05 1.46950458714824e-05 1.46950458714742e-05
40960 40 1.45524448945615e-05 1.45524448945898e-05 1.45524448946566e-05
41472 40.5 1.43086278376825e-05 1.43086278377146e-05 1.43086278377254e-05
41984 41 1.35528048604135e-05 1.35528048604526e-05 1.35528048604519e-05
42496 41.5 1.27597429509509e-05 1.27597429509505e-05 1.27597429510113e-05
43008 42 1.24067881369775e-05 1.24067881369728e-05 1.2406788137003e-05
43520 42.5 1.20100563409659e-05 1.20100563409066e-05 1.20100563409101e-05
44032 43 1.2147596680489e-05 1.21475966804594e-05 1.21475966805208e-05
44544 43.5 1.26236155298783e-05 1.2623615529859e-05 1.26236155299132e-05
45056 44 1.22521689483244e-05 1.22521689483267e-05 1.22521689483422e-05
45568 44.5 1.1804774817373e-05 1.18047748174025e-05 1.18047748173737e-05
46080 45 1.18903125792232e-05 1.18903125792214e-05 1.18903125792842e-05
46592 45.5 1.13274322605346e-05 1.13274322605486e-05 1.13274322606041e-05
47104 46 1.05122817163806e-05 1.05122817164351e-05 1.05122817164554e-05
47616 46.5 9.9645896834986e-06 9.9645896834807e-06 9.96458968348975e-06
48128 47 9.29894355961753e-06 9.29894355963427e-06 9.29894355958565e-06
48640 47.5 8.75815911582017e-06 8.75815911581743e-06 8.75815911586853e-06
49152 48 8.64697845511233e-06 8.64697845511954e-06 8.64697845502302e-06
49664 48.5 8.91194206335568e-06 8.91194206336093e-06 8.91194206329088e-06
50176 49 8.91856635682743e-06 8.91856635685999e-06 8.91856635685892e-06
50688 49.5 8.78576959820361e-06 8.78576959817705e-06 8.78576959818062e-06
51200 50 8.57253798677708e-06 8.57253798684498e-06 8.57253798681202e-06
51712 50.5 8.06965567680108e-06 8.06965567682553e-06 8.0696556768083e-06
52224 51 8.01134296256097e-06 8.01134296260437e-06 8.01134296256687e-06
52736 51.5 8.40241873216236e-06 8.40241873209843e-06 8.40241873209142e-06
53248 52 8.34471154094878e-06 8.34471154085646e-06 8.34471154090447e-06
53760 52.5 7.67830020803337e-06 7.67830020791166e-06 7.67830020796174e-06
54272 53 7.67233066064443e-06 7.67233066065656e-06 7.67233066062972e-06
54784 53.5 7.59582447630104e-06 7.59582447628759e-06 7.59582447625406e-06
55296 54 7.660785305186e-06 7.66078530518778e-06 7.66078530517621e-06
55808 54.5 7.32517029571205e-06 7.3251702957285e-06 7.32517029571786e-06
56320 55 7.11827054855122e-06 7.11827054854854e-06 7.11827054858268e-06
56832 55.5 7.3928873414419e-06 7.39288734142726e-06 7.3928873414729e-06
57344 56 7.633551990123e-06 7.63355199010997e-06 7.63355199015534e-06
57856 56.5 7.48377536991884e-06 7.48377536991821e-06 7.4837753699607e-06
58368 57 6.73942485668904e-06 6.73942485662859e-06 6.73942485655378e-06
58880 57.5 6.152027648183e-06 6.15202764815347e-06 6.15202764813458e-06
59392 58 6.23968771637923e-06 6.2396877163645e-06 6.23968771634787e-06
59904 58.5 6.40524821805543e-06 6.40524821804856e-06 6.40524821803265e-06
60416 59 6.46877061582551e-06 6.4687706157655e-06 6.46877061576884e-06
60928 59.5 6.406156557056e-06 6.40615655709629e-06 6.4061565570741e-06
61440 60 6.13313750449295e-06 6.1331375044515e-06 6.13313750444551e-06
61952 60.5 5.91017410348895e-06 5.91017410338536e-06 5.91017410342228e-06
62464 61 6.00710338910245e-06 6.00710338905635e-06 6.00710338906441e-06
62976 61.5 6.08172413401815e-06 6.0817241339782e-06 6.08172413393776e-06
63488 62 5.67057937145345e-06 5.67057937151754e-06 5.67057937138745e-06
