# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Jan 10 2025 at 18:27:23+0100
# parameter filename: "./TOV_K_105_res_1_5.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_105_res_1_5-vlab1557-p0003.laboratori.local-es858465-2025.01.10-17.27.20-8277
# Run ID: run-TOV_K_105_res_1_5-vlab1557-p0003.laboratori.local-es858465-2025.01.10-17.27.20-8277
#
# ADMBASE::betax (admbase-shift)
# 1:iteration 2:time 3:data
# data columns: 3:betax 4:betay 5:betaz
0 0 0 0 0
512 0.375 -3.31791461342744e-07 -3.31791461342743e-07 -3.31791461342741e-07
1024 0.75 -1.15596116778232e-06 -1.15596116778233e-06 -1.15596116778233e-06
1536 1.125 -1.18701004335872e-06 -1.18701004335875e-06 -1.18701004335874e-06
2048 1.5 -1.06650925449625e-06 -1.06650925449625e-06 -1.06650925443745e-06
2560 1.875 -1.8070397409907e-06 -1.80703974099085e-06 -1.80703974099133e-06
3072 2.25 -1.85512593394892e-06 -1.85512593394902e-06 -1.85512593395248e-06
3584 2.625 -1.38908041263724e-06 -1.38908041264019e-06 -1.38908041264109e-06
4096 3 -1.24444752051804e-06 -1.24444752051616e-06 -1.24444752055033e-06
4608 3.375 -1.60644737318865e-06 -1.60644737318851e-06 -1.60644737318779e-06
5120 3.75 -3.13506221371857e-06 -3.1350622137234e-06 -3.1350622137219e-06
5632 4.125 -6.41349256903864e-06 -6.41349256906043e-06 -6.4134925690347e-06
6144 4.5 -1.10043121917054e-05 -1.10043121917289e-05 -1.10043121918291e-05
6656 4.875 -1.84754701998884e-05 -1.84754701998658e-05 -1.84754701998736e-05
7168 5.25 -2.85878553090347e-05 -2.85878553091416e-05 -2.85878553093467e-05
7680 5.625 -4.21025298571175e-05 -4.21025298570989e-05 -4.21025298571825e-05
8192 6 -5.84474263684866e-05 -5.84474263687457e-05 -5.84474263687234e-05
8704 6.375 -7.57991688184219e-05 -7.5799168817675e-05 -7.57991688165713e-05
9216 6.75 -9.34870319065482e-05 -9.34870319024052e-05 -9.34870318981539e-05
9728 7.125 -0.00011206001792426 -0.000112060017917717 -0.000112060017911337
10240 7.5 -0.000132277460375855 -0.000132277460376168 -0.000132277460376718
10752 7.875 -0.000153985845909477 -0.000153985845926539 -0.000153985845943656
11264 8.25 -0.000176314087827342 -0.000176314087853411 -0.000176314087879568
11776 8.625 -0.000198704613853557 -0.00019870461386693 -0.000198704613881155
12288 9 -0.00022122018247072 -0.000221220182471052 -0.000221220182472882
12800 9.375 -0.000243831574021863 -0.000243831574036034 -0.000243831574053268
13312 9.75 -0.000266047785754258 -0.000266047785779182 -0.000266047785815944
13824 10.125 -0.00028756486853239 -0.000287564868510903 -0.000287564868515652
14336 10.5 -0.00030869922170362 -0.000308699221611789 -0.000308699221536362
14848 10.875 -0.000329740804016238 -0.000329740803938162 -0.000329740803805444
15360 11.25 -0.000350441595076652 -0.000350441595112514 -0.000350441594996672
15872 11.625 -0.000370629805966906 -0.000370629806073286 -0.000370629806050819
16384 12 -0.000390727341286299 -0.000390727341277103 -0.000390727341411349
16896 12.375 -0.000411085945772353 -0.000411085945505759 -0.000411085945792676
17408 12.75 -0.000431352625482212 -0.000431352625030133 -0.00043135262530359
17920 13.125 -0.000451088707449024 -0.00045108870704974 -0.000451088707031888
18432 13.5 -0.000470564998123395 -0.000470564997939601 -0.000470564997503543
18944 13.875 -0.000490358594768308 -0.000490358594748889 -0.000490358594117455
19456 14.25 -0.00051053017579536 -0.00051053017585569 -0.000510530175422378
19968 14.625 -0.000530795048665551 -0.000530795048880443 -0.00053079504877257
20480 15 -0.000551237896062053 -0.000551237896482915 -0.000551237896399739
20992 15.375 -0.000572173300425658 -0.000572173300821817 -0.000572173300434072
21504 15.75 -0.000593333362361945 -0.000593333362380895 -0.000593333361815317
22016 16.125 -0.000613867424667122 -0.000613867424213232 -0.000613867424003617
22528 16.5 -0.000633369504456246 -0.000633369503923514 -0.000633369504728404
23040 16.875 -0.000652395724425788 -0.000652395724739528 -0.000652395727514773
23552 17.25 -0.000671663084747105 -0.000671663086722145 -0.000671663092829656
24064 17.625 -0.000691183522264103 -0.00069118352504773 -0.00069118353513326
24576 18 -0.000710605459330031 -0.000710605459868003 -0.000710605472152765
25088 18.375 -0.000730449377581278 -0.000730449371213852 -0.000730449373896776
25600 18.75 -0.000751426767972168 -0.00075142676190976 -0.000751426759583592
26112 19.125 -0.000772197734307101 -0.00077219772919522 -0.000772197722622497
26624 19.5 -0.000792831137023493 -0.000792831133392628 -0.000792831126547299
27136 19.875 -0.000813523277707689 -0.000813523280370992 -0.000813523285206364
27648 20.25 -0.000834493070867935 -0.000834493081567033 -0.000834493110420029
28160 20.625 -0.000855721988388602 -0.000855721988777013 -0.000855722020820191
28672 21 -0.0008768296943887 -0.000876829660097317 -0.000876829636280962
29184 21.375 -0.000897379839361722 -0.000897379785882725 -0.000897379692314134
29696 21.75 -0.000917375907379544 -0.000917375883857291 -0.000917375812942008
30208 22.125 -0.000937450023601699 -0.000937450040968197 -0.000937450084998414
30720 22.5 -0.000958923518591288 -0.000958923478710532 -0.000958923430987451
31232 22.875 -0.000981543473521249 -0.000981543454660233 -0.000981543506857526
31744 23.25 -0.00100420622778732 -0.00100420620923052 -0.00100420633711594
32256 23.625 -0.00102669346531297 -0.00102669343687725 -0.00102669355974552
32768 24 -0.00104910762472218 -0.00104910760392461 -0.00104910763857631
33280 24.375 -0.00107161083138917 -0.00107161085610242 -0.00107161077901927
33792 24.75 -0.00109419492810968 -0.0010941950106065 -0.00109419489648358
34304 25.125 -0.00111676930986339 -0.00111676938564041 -0.00111676933292115
34816 25.5 -0.00113938236723104 -0.00113938234918137 -0.00113938236309249
35328 25.875 -0.00116213070735976 -0.00116213061172063 -0.00116213062789362
35840 26.25 -0.00118482897251111 -0.00118482890161851 -0.00118482889294402
36352 26.625 -0.00120701584581107 -0.00120701582382433 -0.00120701580365587
36864 27 -0.00122838930400021 -0.00122838924210725 -0.00122838921238048
37376 27.375 -0.0012490253414285 -0.00124902519102326 -0.00124902515452273
37888 27.75 -0.00126904507022647 -0.0012690448965233 -0.00126904486830009
38400 28.125 -0.00128829540738164 -0.00128829528913888 -0.00128829526945533
38912 28.5 -0.00130659064431553 -0.00130659060050154 -0.00130659059003758
39424 28.875 -0.00132416590125001 -0.00132416592780368 -0.0013241659552849
39936 29.25 -0.0013416714372344 -0.00134167152784733 -0.00134167160710774
40448 29.625 -0.00135970101871384 -0.00135970113598857 -0.00135970122308302
40960 30 -0.00137839561254723 -0.00137839570268887 -0.00137839573627146
41472 30.375 -0.00139741676784437 -0.00139741681637525 -0.00139741678054182
41984 30.75 -0.00141614544335764 -0.001416145479186 -0.00141614541706275
42496 31.125 -0.00143394097290737 -0.00143394101858587 -0.00143394100074197
43008 31.5 -0.00145041712380148 -0.00145041717460081 -0.00145041725016665
43520 31.875 -0.00146559970180406 -0.00146559975452942 -0.00146559992971836
44032 32.25 -0.00147980698381924 -0.00147980706005185 -0.00147980732374023
44544 32.625 -0.00149338961416456 -0.00149338974615451 -0.00149339008956611
45056 33 -0.00150664134551113 -0.00150664154385867 -0.00150664194990233
45568 33.375 -0.00151987516426563 -0.00151987539984217 -0.0015198758483425
46080 33.75 -0.00153334938910408 -0.00153334961717232 -0.00153335009928153
