# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Jan 10 2025 at 18:27:23+0100
# parameter filename: "./TOV_K_105_res_1_5.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_105_res_1_5-vlab1557-p0003.laboratori.local-es858465-2025.01.10-17.27.20-8277
# Run ID: run-TOV_K_105_res_1_5-vlab1557-p0003.laboratori.local-es858465-2025.01.10-17.27.20-8277
#
# HYDROBASE::eps (hydrobase-eps)
# 1:iteration 2:time 3:data
# data columns: 3:eps
0 0 1.05e-08
512 0.375 1.05e-08
1024 0.75 1.05e-08
1536 1.125 1.05e-08
2048 1.5 1.05e-08
2560 1.875 1.05e-08
3072 2.25 1.05e-08
3584 2.625 1.05e-08
4096 3 1.05e-08
4608 3.375 1.05e-08
5120 3.75 1.05e-08
5632 4.125 1.05e-08
6144 4.5 1.05e-08
6656 4.875 1.05e-08
7168 5.25 1.05e-08
7680 5.625 1.05e-08
8192 6 1.05e-08
8704 6.375 1.05e-08
9216 6.75 1.05e-08
9728 7.125 1.05e-08
10240 7.5 1.05e-08
10752 7.875 1.05e-08
11264 8.25 1.05e-08
11776 8.625 1.05e-08
12288 9 1.05e-08
12800 9.375 1.05e-08
13312 9.75 1.05e-08
13824 10.125 1.05e-08
14336 10.5 1.05e-08
14848 10.875 1.05e-08
15360 11.25 1.05e-08
15872 11.625 1.05e-08
16384 12 1.05e-08
16896 12.375 1.05e-08
17408 12.75 1.05e-08
17920 13.125 1.05e-08
18432 13.5 1.05e-08
18944 13.875 1.05e-08
19456 14.25 1.05e-08
19968 14.625 1.05e-08
20480 15 1.05e-08
20992 15.375 1.05e-08
21504 15.75 1.05e-08
22016 16.125 1.05e-08
22528 16.5 1.05e-08
23040 16.875 1.05e-08
23552 17.25 1.05e-08
24064 17.625 1.05e-08
24576 18 1.05e-08
25088 18.375 1.05e-08
25600 18.75 1.05e-08
26112 19.125 1.05e-08
26624 19.5 1.05e-08
27136 19.875 1.05e-08
27648 20.25 1.05e-08
28160 20.625 1.05e-08
28672 21 1.05e-08
29184 21.375 1.05e-08
29696 21.75 1.05e-08
30208 22.125 1.05e-08
30720 22.5 1.05e-08
31232 22.875 1.05e-08
31744 23.25 1.05e-08
32256 23.625 1.05e-08
32768 24 1.05e-08
33280 24.375 1.05e-08
33792 24.75 1.05e-08
34304 25.125 1.05e-08
34816 25.5 1.05e-08
35328 25.875 1.05e-08
35840 26.25 1.05e-08
36352 26.625 1.05e-08
36864 27 1.05e-08
37376 27.375 1.05e-08
37888 27.75 1.05e-08
38400 28.125 1.05e-08
38912 28.5 1.05e-08
39424 28.875 1.05e-08
39936 29.25 1.05e-08
40448 29.625 1.05e-08
40960 30 1.05e-08
41472 30.375 1.05e-08
41984 30.75 1.05e-08
42496 31.125 1.05e-08
43008 31.5 1.05e-08
43520 31.875 1.05e-08
44032 32.25 1.05e-08
44544 32.625 1.05e-08
45056 33 1.05e-08
45568 33.375 1.05e-08
46080 33.75 1.05e-08
46592 34.125 1.05e-08
47104 34.5 1.05e-08
47616 34.875 1.05e-08
48128 35.25 1.05e-08
48640 35.625 1.05e-08
49152 36 1.05e-08
49664 36.375 1.05e-08
50176 36.75 1.05e-08
50688 37.125 1.05e-08
51200 37.5 1.05e-08
51712 37.875 1.05e-08
52224 38.25 1.05e-08
52736 38.625 1.05e-08
53248 39 1.05e-08
53760 39.375 1.05e-08
54272 39.75 1.05e-08
54784 40.125 1.05e-08
55296 40.5 1.05e-08
55808 40.875 1.05e-08
56320 41.25 1.05e-08
56832 41.625 1.05e-08
57344 42 1.05e-08
57856 42.375 1.05e-08
58368 42.75 1.05e-08
58880 43.125 1.05e-08
59392 43.5 1.05e-08
59904 43.875 1.05e-08
60416 44.25 1.05e-08
60928 44.625 1.05e-08
61440 45 1.05e-08
61952 45.375 1.05e-08
62464 45.75 1.05e-08
62976 46.125 1.05e-08
63488 46.5 1.05e-08
64000 46.875 1.05e-08
64512 47.25 1.05e-08
65024 47.625 1.05e-08
65536 48 1.05e-08
66048 48.375 1.05e-08
66560 48.75 1.05e-08
67072 49.125 1.05e-08
67584 49.5 1.05e-08
68096 49.875 1.05e-08
68608 50.25 1.05e-08
69120 50.625 1.05e-08
69632 51 1.05e-08
70144 51.375 1.05e-08
70656 51.75 1.05e-08
71168 52.125 1.05e-08
71680 52.5 1.05e-08
72192 52.875 1.05e-08
72704 53.25 1.05e-08
73216 53.625 1.05e-08
73728 54 1.05e-08
74240 54.375 1.05e-08
74752 54.75 1.05e-08
75264 55.125 1.05e-08
75776 55.5 1.05e-08
76288 55.875 1.05e-08
76800 56.25 1.05e-08
77312 56.625 1.05e-08
77824 57 1.05e-08
78336 57.375 1.05e-08
78848 57.75 1.05e-08
79360 58.125 1.05e-08
79872 58.5 1.05e-08
80384 58.875 1.05e-08
80896 59.25 1.05e-08
81408 59.625 1.05e-08
81920 60 1.05e-08
82432 60.375 1.05e-08
82944 60.75 1.05e-08
83456 61.125 1.05e-08
83968 61.5 1.05e-08
84480 61.875 1.05e-08
84992 62.25 1.05e-08
85504 62.625 1.05e-08
86016 63 1.05e-08
86528 63.375 1.05e-08
87040 63.75 1.05e-08
87552 64.125 1.05e-08
88064 64.5 1.05e-08
88576 64.875 1.05e-08
89088 65.25 1.05e-08
89600 65.625 1.05e-08
90112 66 1.05e-08
90624 66.375 1.05e-08
91136 66.75 1.05e-08
91648 67.125 1.05e-08
92160 67.5 1.05e-08
92672 67.875 1.05e-08
93184 68.25 1.05e-08
93696 68.625 1.05e-08
94208 69 1.05e-08
94720 69.375 1.05e-08
95232 69.75 1.05e-08
95744 70.125 1.05e-08
96256 70.5 1.05e-08
96768 70.875 1.05e-08
97280 71.25 1.05e-08
97792 71.625 1.05e-08
98304 72 1.05e-08
98816 72.375 1.05e-08
99328 72.75 1.05e-08
99840 73.125 1.05e-08
100352 73.5 1.05e-08
100864 73.875 1.05e-08
101376 74.25 1.05e-08
101888 74.625 1.05e-08
102400 75 1.05e-08
102912 75.375 1.05e-08
103424 75.75 1.05e-08
103936 76.125 1.05e-08
104448 76.5 1.05e-08
104960 76.875 1.05e-08
105472 77.25 1.05e-08
105984 77.625 1.05e-08
106496 78 1.05e-08
107008 78.375 1.05e-08
107520 78.75 1.05e-08
108032 79.125 1.05e-08
108544 79.5 1.05e-08
109056 79.875 1.05e-08
109568 80.25 1.05e-08
110080 80.625 1.05e-08
110592 81 1.05e-08
111104 81.375 1.05e-08
111616 81.75 1.05e-08
112128 82.125 1.05e-08
112640 82.5 1.05e-08
113152 82.875 1.05e-08
113664 83.25 1.05e-08
114176 83.625 1.05e-08
114688 84 1.05e-08
115200 84.375 1.05e-08
115712 84.75 1.05e-08
116224 85.125 1.05e-08
116736 85.5 1.05e-08
117248 85.875 1.05e-08
117760 86.25 1.05e-08
118272 86.625 1.05e-08
118784 87 1.05e-08
119296 87.375 1.05e-08
119808 87.75 1.05e-08
120320 88.125 1.05e-08
120832 88.5 1.05e-08
121344 88.875 1.05e-08
121856 89.25 1.05e-08
122368 89.625 1.05e-08
122880 90 1.05e-08
123392 90.375 1.05e-08
123904 90.75 1.05e-08
124416 91.125 1.05e-08
124928 91.5 1.05e-08
125440 91.875 1.05e-08
125952 92.25 1.05e-08
126464 92.625 1.05e-08
126976 93 1.05e-08
127488 93.375 1.05e-08
128000 93.75 1.05e-08
128512 94.125 1.05e-08
129024 94.5 1.05e-08
129536 94.875 1.05e-08
130048 95.25 1.05e-08
130560 95.625 1.05e-08
131072 96 1.05e-08
131584 96.375 1.05e-08
132096 96.75 1.05e-08
132608 97.125 1.05e-08
133120 97.5 1.05e-08
133632 97.875 1.05e-08
134144 98.25 1.05e-08
134656 98.625 1.05e-08
135168 99 1.05e-08
135680 99.375 1.05e-08
136192 99.75 1.05e-08
136704 100.125 1.05e-08
137216 100.5 1.05e-08
137728 100.875 1.05e-08
138240 101.25 1.05e-08
138752 101.625 1.05e-08
139264 102 1.05e-08
139776 102.375 1.05e-08
140288 102.75 1.05e-08
140800 103.125 1.05e-08
141312 103.5 1.05e-08
141824 103.875 1.05e-08
142336 104.25 1.05e-08
142848 104.625 1.05e-08
143360 105 1.05e-08
143872 105.375 1.05e-08
144384 105.75 1.05e-08
144896 106.125 1.05e-08
145408 106.5 1.05e-08
145920 106.875 1.05e-08
146432 107.25 1.05e-08
146944 107.625 1.05e-08
147456 108 1.05e-08
147968 108.375 1.05e-08
148480 108.75 1.05e-08
148992 109.125 1.05e-08
149504 109.5 1.05e-08
150016 109.875 1.05e-08
150528 110.25 1.05e-08
151040 110.625 1.05e-08
151552 111 1.05e-08
152064 111.375 1.05e-08
152576 111.75 1.05e-08
153088 112.125 1.05e-08
153600 112.5 1.05e-08
154112 112.875 1.05e-08
154624 113.25 1.05e-08
155136 113.625 1.05e-08
155648 114 1.05e-08
156160 114.375 1.05e-08
156672 114.75 1.05e-08
157184 115.125 1.05e-08
157696 115.5 1.05e-08
158208 115.875 1.05e-08
158720 116.25 1.05e-08
159232 116.625 1.05e-08
159744 117 1.05e-08
160256 117.375 1.05e-08
160768 117.75 1.05e-08
161280 118.125 1.05e-08
161792 118.5 1.05e-08
162304 118.875 1.05e-08
162816 119.25 1.05e-08
163328 119.625 1.05e-08
163840 120 1.05e-08
164352 120.375 1.05e-08
164864 120.75 1.05e-08
165376 121.125 1.05e-08
165888 121.5 1.05e-08
166400 121.875 1.05e-08
166912 122.25 1.05e-08
167424 122.625 1.05e-08
167936 123 1.05e-08
168448 123.375 1.05e-08
168960 123.75 1.05e-08
169472 124.125 1.05e-08
169984 124.5 1.05e-08
170496 124.875 1.05e-08
171008 125.25 1.05e-08
171520 125.625 1.05e-08
172032 126 1.05e-08
172544 126.375 1.05e-08
173056 126.75 1.05e-08
173568 127.125 1.05e-08
174080 127.5 1.05e-08
174592 127.875 1.05e-08
175104 128.25 1.05e-08
175616 128.625 1.05e-08
176128 129 1.05e-08
176640 129.375 1.05e-08
177152 129.75 1.05e-08
177664 130.125 1.05e-08
178176 130.5 1.05e-08
178688 130.875 1.05e-08
179200 131.25 1.05e-08
179712 131.625 1.05e-08
180224 132 1.05e-08
180736 132.375 1.05e-08
181248 132.75 1.05e-08
181760 133.125 1.05e-08
182272 133.5 1.05e-08
182784 133.875 1.05e-08
183296 134.25 1.05e-08
183808 134.625 1.05e-08
184320 135 1.05e-08
184832 135.375 1.05e-08
185344 135.75 1.05e-08
185856 136.125 1.05e-08
186368 136.5 1.05e-08
186880 136.875 1.05e-08
187392 137.25 1.05e-08
187904 137.625 1.05e-08
188416 138 1.05e-08
188928 138.375 1.05e-08
189440 138.75 1.05e-08
189952 139.125 1.05e-08
190464 139.5 1.05e-08
190976 139.875 1.05e-08
191488 140.25 1.05e-08
192000 140.625 1.05e-08
192512 141 1.05e-08
193024 141.375 1.05e-08
193536 141.75 1.05e-08
194048 142.125 1.05e-08
194560 142.5 1.05e-08
195072 142.875 1.05e-08
195584 143.25 1.05e-08
196096 143.625 1.05e-08
196608 144 1.05e-08
197120 144.375 1.05e-08
197632 144.75 1.05e-08
198144 145.125 1.05e-08
198656 145.5 1.05e-08
