# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Jan 10 2025 at 18:27:23+0100
# parameter filename: "./TOV_K_105_res_1_5.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_105_res_1_5-vlab1557-p0003.laboratori.local-es858465-2025.01.10-17.27.20-8277
# Run ID: run-TOV_K_105_res_1_5-vlab1557-p0003.laboratori.local-es858465-2025.01.10-17.27.20-8277
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.375 1.4951925014718e-05 1.49519250147187e-05 1.49519250147187e-05
1024 0.75 1.73482441536307e-05 1.73482441536451e-05 1.73482441536247e-05
1536 1.125 2.00567787038725e-05 2.00567787038732e-05 2.00567787038739e-05
2048 1.5 2.67643780030689e-05 2.67643780030737e-05 2.67643780030823e-05
2560 1.875 3.25799821443984e-05 3.25799821443519e-05 3.25799821443465e-05
3072 2.25 3.61506151979027e-05 3.61506151978012e-05 3.615061519777e-05
3584 2.625 4.1877882772323e-05 4.18778827723687e-05 4.18778827723381e-05
4096 3 4.68610854169956e-05 4.686108541713e-05 4.68610854170894e-05
4608 3.375 5.00166593726187e-05 5.00166593727861e-05 5.00166593727541e-05
5120 3.75 5.14122134764516e-05 5.1412213476517e-05 5.14122134765346e-05
5632 4.125 5.16759439536028e-05 5.16759439535666e-05 5.16759439534612e-05
6144 4.5 5.14892801197829e-05 5.1489280119626e-05 5.14892801197098e-05
6656 4.875 5.10321438337531e-05 5.10321438334955e-05 5.10321438336537e-05
7168 5.25 4.9677089872145e-05 4.96770898721702e-05 4.96770898717797e-05
7680 5.625 4.66723451912932e-05 4.66723451919405e-05 4.66723451908527e-05
8192 6 4.27356388933512e-05 4.2735638893852e-05 4.27356388934164e-05
8704 6.375 4.02523823054064e-05 4.02523823047731e-05 4.02523823055061e-05
9216 6.75 4.08030525000406e-05 4.08030524985588e-05 4.08030524999673e-05
9728 7.125 4.25894852360193e-05 4.25894852332396e-05 4.25894852328028e-05
10240 7.5 4.18803054550597e-05 4.18803054539418e-05 4.18803054507925e-05
10752 7.875 3.76093667475767e-05 3.76093667565822e-05 3.76093667579796e-05
11264 8.25 3.42941119944505e-05 3.42941131997582e-05 3.42941125679378e-05
11776 8.625 3.40205712146393e-05 3.40205712230174e-05 3.40205712299752e-05
12288 9 4.41009061996521e-05 4.41009061992041e-05 4.41009062003281e-05
12800 9.375 4.76155670520523e-05 4.76155670653734e-05 4.76155670798586e-05
13312 9.75 4.23009402528835e-05 4.23009402652924e-05 4.2300940281305e-05
13824 10.125 4.0422736916416e-05 4.04227369135201e-05 4.04227369109825e-05
14336 10.5 3.71332789910183e-05 3.71332790022373e-05 3.71332790187152e-05
14848 10.875 3.52985573523829e-05 3.5298557371527e-05 3.52985573928728e-05
15360 11.25 3.65593331449638e-05 3.65593331443053e-05 3.65593331351872e-05
15872 11.625 3.92708490048419e-05 3.92708489713651e-05 3.9270848917527e-05
16384 12 4.13371685322521e-05 4.13371685114249e-05 4.13371684737639e-05
16896 12.375 4.36815514393731e-05 4.36815514889757e-05 4.36815515528431e-05
17408 12.75 4.83242038090469e-05 4.83242038986783e-05 4.83242040458341e-05
17920 13.125 5.38710736331259e-05 5.38710736625508e-05 5.38710737685656e-05
18432 13.5 5.68530139659501e-05 5.68530138943939e-05 5.68530140302154e-05
18944 13.875 6.04577863135514e-05 6.04577862813599e-05 6.04577864107214e-05
19456 14.25 5.2825798174237e-05 5.28257983412301e-05 5.28257983920258e-05
19968 14.625 4.06459514126361e-05 4.06459517354074e-05 4.0645951860095e-05
20480 15 4.29901118477228e-05 4.29901120730487e-05 4.29901121789194e-05
20992 15.375 4.48043617793943e-05 4.48043617552865e-05 4.48043617419045e-05
21504 15.75 4.16926933606054e-05 4.16926931316864e-05 4.16926929796989e-05
22016 16.125 4.0166387170298e-05 4.01663855238621e-05 4.01663855659372e-05
22528 16.5 3.95063870867079e-05 3.95063862470693e-05 3.9506385916527e-05
23040 16.875 4.01439435400053e-05 4.0143943629095e-05 4.01439434345525e-05
23552 17.25 4.32177103848452e-05 4.32177100924472e-05 4.32177100838004e-05
24064 17.625 4.74840319013289e-05 4.74840313385668e-05 4.74840314429376e-05
24576 18 4.79815389134837e-05 4.7981537954196e-05 4.79815383596727e-05
25088 18.375 4.59388885723211e-05 4.59388872679538e-05 4.5938888100959e-05
25600 18.75 4.31761020478034e-05 4.31761008416731e-05 4.317610156355e-05
26112 19.125 4.05482695326739e-05 4.05482692383476e-05 4.05482686902277e-05
26624 19.5 3.84333106967735e-05 3.84333119491286e-05 3.84333096537059e-05
27136 19.875 3.74028468712413e-05 3.74028495690581e-05 3.74028465646467e-05
27648 20.25 3.82550529470539e-05 3.82550722479106e-05 3.82551057765475e-05
28160 20.625 3.82941367914484e-05 3.8294138408974e-05 3.82941365888269e-05
28672 21 4.23840001297678e-05 4.23840268942257e-05 4.23840297531763e-05
29184 21.375 4.63116259723445e-05 4.63116477338272e-05 4.63116495859785e-05
29696 21.75 4.15160281389889e-05 4.15160217977411e-05 4.15160257459099e-05
30208 22.125 3.96549466523803e-05 3.96549444515372e-05 3.96549519529954e-05
30720 22.5 4.23759381647034e-05 4.23759280452945e-05 4.23759258247041e-05
31232 22.875 4.06615792787894e-05 4.06615546459602e-05 4.06615389625772e-05
31744 23.25 3.43508401472337e-05 3.43507354903169e-05 3.43513231395338e-05
32256 23.625 3.31349504683536e-05 3.31352120323439e-05 3.31347538904435e-05
32768 24 3.65932174478365e-05 3.65931757467871e-05 3.65929202228688e-05
33280 24.375 3.48652613245163e-05 3.48652861858085e-05 3.48654540921433e-05
33792 24.75 3.59633731634976e-05 3.59634143649399e-05 3.59633871257455e-05
34304 25.125 3.67576664626751e-05 3.67576466497549e-05 3.67575980972618e-05
34816 25.5 3.35750226459192e-05 3.35750236039647e-05 3.35749696291448e-05
35328 25.875 3.01491716635794e-05 3.01492684416731e-05 3.01492466917321e-05
35840 26.25 3.1053621380497e-05 3.10536647077609e-05 3.10536988720107e-05
36352 26.625 3.50041105241869e-05 3.50041247302546e-05 3.50042373407036e-05
36864 27 3.70955617312421e-05 3.70955456155335e-05 3.70955138009204e-05
37376 27.375 3.66194916718152e-05 3.6619506803812e-05 3.66195149963468e-05
37888 27.75 3.60746171740656e-05 3.60748023762066e-05 3.60748174722735e-05
38400 28.125 3.7000630000034e-05 3.70008227491471e-05 3.70008466052512e-05
38912 28.5 4.06720861910466e-05 4.06719718842872e-05 4.06718829518351e-05
39424 28.875 4.46457757529654e-05 4.46453145075289e-05 4.46451993715035e-05
39936 29.25 4.5539093820752e-05 4.55385514928667e-05 4.55386792154364e-05
40448 29.625 4.28252090228209e-05 4.28247961893619e-05 4.28251722360624e-05
40960 30 3.86363268413761e-05 3.86360861040538e-05 3.86363996780016e-05
41472 30.375 3.46474760394352e-05 3.46475044506366e-05 3.4647577250002e-05
41984 30.75 3.12649291475359e-05 3.12654806435149e-05 3.12651009945422e-05
42496 31.125 2.95826049769506e-05 2.95826110955289e-05 2.95822162092862e-05
43008 31.5 3.06164482329745e-05 3.06165892071581e-05 3.06163252230104e-05
43520 31.875 3.05964268682584e-05 3.05966804703639e-05 3.05969558694289e-05
44032 32.25 2.95875734967168e-05 2.95879457801135e-05 2.95885882745519e-05
44544 32.625 3.12347976111224e-05 3.12340980718794e-05 3.12346598835533e-05
45056 33 3.68805685127426e-05 3.68798620297978e-05 3.68799547985608e-05
45568 33.375 3.68121924992087e-05 3.68117393375832e-05 3.68113995983765e-05
46080 33.75 4.02737778282987e-05 4.02737051063647e-05 4.0273944798841e-05
46592 34.125 4.28334449932237e-05 4.28334198202434e-05 4.28335436727897e-05
47104 34.5 4.43510863977201e-05 4.43511324456297e-05 4.43511530101472e-05
47616 34.875 4.55376777774625e-05 4.55379945370549e-05 4.55379489543162e-05
48128 35.25 4.6199547573447e-05 4.62001719271615e-05 4.62000725111783e-05
48640 35.625 4.60757819962309e-05 4.60764190716592e-05 4.60762839111525e-05
49152 36 4.52297761760992e-05 4.52300786249349e-05 4.52299648430086e-05
49664 36.375 4.80671374357153e-05 4.80667963899352e-05 4.80670792389756e-05
50176 36.75 5.10544256975243e-05 5.10542916116522e-05 5.10540909911231e-05
50688 37.125 4.77534997399724e-05 4.77533032694372e-05 4.77528870689342e-05
51200 37.5 4.04380802102311e-05 4.04383005627493e-05 4.04381207061447e-05
51712 37.875 3.80461320915829e-05 3.80454710608428e-05 3.80449980607156e-05
52224 38.25 3.77350381729268e-05 3.77346059845127e-05 3.77338604933693e-05
52736 38.625 3.8137737879083e-05 3.81375872364322e-05 3.81361210304347e-05
53248 39 4.04922556980432e-05 4.04923345730528e-05 4.04903182825661e-05
53760 39.375 4.37883511079031e-05 4.37885269453035e-05 4.37868877769321e-05
54272 39.75 4.52115874959746e-05 4.52116209002801e-05 4.52110205280525e-05
54784 40.125 4.30588940397271e-05 4.30584060578914e-05 4.30585979776215e-05
55296 40.5 3.76462469966821e-05 3.76447525834489e-05 3.76452778144108e-05
55808 40.875 3.58545552129567e-05 3.5854657131279e-05 3.58515093759967e-05
56320 41.25 3.65583912341631e-05 3.6557108597045e-05 3.65522624409098e-05
56832 41.625 3.70267307732101e-05 3.70225499808721e-05 3.7016793972167e-05
57344 42 3.77402901350784e-05 3.77309749496766e-05 3.773035766782e-05
57856 42.375 3.73260517765504e-05 3.73201073743392e-05 3.7329145531204e-05
58368 42.75 3.60928719194094e-05 3.60941737350298e-05 3.60989518131234e-05
58880 43.125 3.44537332717447e-05 3.44485923428098e-05 3.4458380935267e-05
59392 43.5 4.28113751485665e-05 4.28184295724936e-05 4.28139968212844e-05
59904 43.875 4.61745354400901e-05 4.61839988700778e-05 4.61797579752552e-05
60416 44.25 4.39040138689135e-05 4.39114067297226e-05 4.39092757220014e-05
60928 44.625 4.47813021709901e-05 4.47834430227628e-05 4.47654764596424e-05
61440 45 4.46675953555204e-05 4.46746739524959e-05 4.46572998513615e-05
61952 45.375 4.27700240397325e-05 4.27665821531308e-05 4.27822786687573e-05
62464 45.75 3.991899205535e-05 3.99232029910958e-05 3.99290751757986e-05
62976 46.125 4.73995882204243e-05 4.7391117806907e-05 4.73490952412531e-05
63488 46.5 4.62230260883486e-05 4.62366439394803e-05 4.62049701494039e-05
64000 46.875 3.62250640019134e-05 3.62208261546501e-05 3.62192036602595e-05
64512 47.25 3.83971300690246e-05 3.83940599441593e-05 3.83943831763745e-05
65024 47.625 4.50107304050852e-05 4.50228214815919e-05 4.50186431790234e-05
65536 48 4.70644274421525e-05 4.70532989214748e-05 4.70527143274107e-05
66048 48.375 4.61527542456094e-05 4.61524516890584e-05 4.61517235307168e-05
66560 48.75 4.36145410243411e-05 4.36105997096511e-05 4.36073250467585e-05
67072 49.125 4.11170733450223e-05 4.11067642416525e-05 4.109923777924e-05
67584 49.5 4.33552436232133e-05 4.33526021917535e-05 4.33466534798681e-05
68096 49.875 4.77582947947675e-05 4.77460375063006e-05 4.77576771110396e-05
68608 50.25 4.64963554149354e-05 4.64871210505036e-05 4.64989005324976e-05
69120 50.625 3.87145890624411e-05 3.87140165026869e-05 3.87182411310875e-05
69632 51 3.44197000042794e-05 3.44483769288818e-05 3.44435918854333e-05
70144 51.375 3.85519188458056e-05 3.85514284383288e-05 3.85673584718998e-05
70656 51.75 4.67602616026721e-05 4.67746749651501e-05 4.67897803045457e-05
71168 52.125 4.37232978143568e-05 4.37403298569903e-05 4.37480374335491e-05
71680 52.5 3.9579985329418e-05 3.96092091576537e-05 3.96223371279456e-05
72192 52.875 4.16577494632506e-05 4.16866031254285e-05 4.170308956851e-05
72704 53.25 3.84021373823731e-05 3.84367877460974e-05 3.84353984167929e-05
73216 53.625 3.20486694905605e-05 3.20547397424644e-05 3.20494286989695e-05
73728 54 3.39055970736841e-05 3.39165504423741e-05 3.39066523905798e-05
74240 54.375 3.03886305950037e-05 3.03931107318166e-05 3.03990267753112e-05
74752 54.75 2.97715754115833e-05 2.97781731162124e-05 2.97814656482343e-05
75264 55.125 2.72785244511916e-05 2.72890893172369e-05 2.72879816702793e-05
75776 55.5 2.77104508592221e-05 2.77135136000451e-05 2.77129581316144e-05
76288 55.875 2.92510428992753e-05 2.92561980723811e-05 2.92566871457239e-05
