# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Jan 10 2025 at 18:27:23+0100
# parameter filename: "./TOV_K_105_res_1_5.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_105_res_1_5-vlab1557-p0003.laboratori.local-es858465-2025.01.10-17.27.20-8277
# Run ID: run-TOV_K_105_res_1_5-vlab1557-p0003.laboratori.local-es858465-2025.01.10-17.27.20-8277
#
# HYDROBASE::w_lorentz (hydrobase-w_lorentz)
# 1:iteration 2:time 3:data
# data columns: 3:w_lorentz
0 0 1
512 0.375 1.00050902009037
1024 0.75 1.00044446922788
1536 1.125 1.00038550413745
2048 1.5 1.00033198586132
2560 1.875 1.00028368750485
3072 2.25 1.00036739662489
3584 2.625 1.00049045157433
4096 3 1.00062878534074
4608 3.375 1.00078095693004
5120 3.75 1.0009463674718
5632 4.125 1.00112504389671
6144 4.5 1.00131679008259
6656 4.875 1.00152115904109
7168 5.25 1.00174250106161
7680 5.625 1.00197901089131
8192 6 1.00222599924176
8704 6.375 1.00248185753589
9216 6.75 1.00276571886142
9728 7.125 1.00306873429783
10240 7.5 1.00338065642777
10752 7.875 1.00370012502447
11264 8.25 1.00402578962048
11776 8.625 1.0043563595102
12288 9 1.00469066133235
12800 9.375 1.00502762232885
13312 9.75 1.00538074051062
13824 10.125 1.00575442351949
14336 10.5 1.00612924087466
14848 10.875 1.00650411292103
15360 11.25 1.00687816028447
15872 11.625 1.00725065903474
16384 12 1.00762093755669
16896 12.375 1.00798835745472
17408 12.75 1.00835238075594
17920 13.125 1.00871171503279
18432 13.5 1.00906391145256
18944 13.875 1.00940767419271
19456 14.25 1.00974165056522
19968 14.625 1.01006363993254
20480 15 1.0103709260249
20992 15.375 1.01066208616324
21504 15.75 1.01093591415431
22016 16.125 1.01119114693733
22528 16.5 1.01142557200429
23040 16.875 1.0116365956985
23552 17.25 1.01182240880759
24064 17.625 1.01198191155986
24576 18 1.01211469911187
25088 18.375 1.01222092830742
25600 18.75 1.01230119631843
26112 19.125 1.01235612373141
26624 19.5 1.01238612693862
27136 19.875 1.01238939041927
27648 20.25 1.01236697285999
28160 20.625 1.01236045916672
28672 21 1.01232330960132
29184 21.375 1.01225416147677
29696 21.75 1.01214820380517
30208 22.125 1.01200396652439
30720 22.5 1.01181601397918
31232 22.875 1.01172200183442
31744 23.25 1.01185457235679
32256 23.625 1.01198616357434
32768 24 1.01211707483475
33280 24.375 1.0122475360337
33792 24.75 1.01237789473333
34304 25.125 1.01250870873368
34816 25.5 1.01264000124243
35328 25.875 1.01277170771408
35840 26.25 1.01290390625148
36352 26.625 1.01303660391037
36864 27 1.01316960348826
37376 27.375 1.01330273314734
37888 27.75 1.01343613130704
38400 28.125 1.01356977659564
38912 28.5 1.01370364191367
39424 28.875 1.01383840362456
39936 29.25 1.01397509100552
40448 29.625 1.01411397743191
40960 30 1.01425468277534
41472 30.375 1.01439763202499
41984 30.75 1.01477252703131
42496 31.125 1.01525183718636
43008 31.5 1.01572549329096
43520 31.875 1.01619361499111
44032 32.25 1.01665614059483
44544 32.625 1.01711341367487
45056 33 1.01756461400597
45568 33.375 1.01800876353909
46080 33.75 1.01844494979907
46592 34.125 1.01887238950701
47104 34.5 1.01929039707031
47616 34.875 1.01969826800621
48128 35.25 1.02009467163822
48640 35.625 1.02046022687993
49152 36 1.02078340741313
49664 36.375 1.02106049959626
50176 36.75 1.02148466813501
50688 37.125 1.02195348231901
51200 37.5 1.02238945323921
51712 37.875 1.02281171180666
52224 38.25 1.02321890976427
52736 38.625 1.02371026140742
53248 39 1.02412340165188
53760 39.375 1.02436032939748
54272 39.75 1.02442920497445
54784 40.125 1.02403279906997
55296 40.5 1.02364471820241
55808 40.875 1.02326914046035
56320 41.25 1.02291154420253
56832 41.625 1.02257487537264
57344 42 1.02225453478648
57856 42.375 1.0219514994542
58368 42.75 1.02192990930123
58880 43.125 1.02203201066562
59392 43.5 1.02223770452271
59904 43.875 1.02242963873001
60416 44.25 1.02260829336442
60928 44.625 1.02277441753919
61440 45 1.02292880983711
61952 45.375 1.0230720133483
62464 45.75 1.02320442231093
62976 46.125 1.02332641746345
63488 46.5 1.02343841343853
64000 46.875 1.02354100691612
64512 47.25 1.0236350722321
65024 47.625 1.02372155553471
65536 48 1.02380102051549
66048 48.375 1.02387366948615
66560 48.75 1.02393972456025
67072 49.125 1.02399947851124
67584 49.5 1.02405260360751
68096 49.875 1.02409850235506
68608 50.25 1.02413739474883
69120 50.625 1.02416994717636
69632 51 1.02419665351079
70144 51.375 1.02421773602509
70656 51.75 1.02423355313015
71168 52.125 1.02424478999704
71680 52.5 1.02425218631656
72192 52.875 1.02425631661352
72704 53.25 1.02425773036564
73216 53.625 1.02425708958841
73728 54 1.02425499516197
74240 54.375 1.02425182046463
74752 54.75 1.02424786175365
75264 55.125 1.02424351689017
75776 55.5 1.02423916921339
76288 55.875 1.02423503080052
76800 56.25 1.02423124451551
77312 56.625 1.02422715625883
77824 57 1.02421640644025
78336 57.375 1.02419323245978
78848 57.75 1.02415494382525
79360 58.125 1.0241005772876
79872 58.5 1.02403018144967
80384 58.875 1.02394492645417
80896 59.25 1.02384687025604
81408 59.625 1.02373833296813
81920 60 1.02362156416132
82432 60.375 1.02349864399476
82944 60.75 1.02337164967138
83456 61.125 1.02324265597093
83968 61.5 1.02311358584472
84480 61.875 1.02298627150591
84992 62.25 1.02338892030592
85504 62.625 1.0241483080595
86016 63 1.02488375695435
86528 63.375 1.02559039532935
87040 63.75 1.02627130707827
87552 64.125 1.02692483901952
88064 64.5 1.02752495219787
88576 64.875 1.02805195006645
89088 65.25 1.02849483389643
89600 65.625 1.02885337208683
90112 66 1.02910238212788
90624 66.375 1.02922948317179
91136 66.75 1.02827570300571
91648 67.125 1.02718069071626
92160 67.5 1.02612549203
92672 67.875 1.02514492199434
93184 68.25 1.02507508073816
93696 68.625 1.02451570168559
94208 69 1.02392074529294
94720 69.375 1.02346619040775
95232 69.75 1.02308955667491
95744 70.125 1.02299817078332
96256 70.5 1.0232533678273
96768 70.875 1.02347186770854
97280 71.25 1.02410886351368
97792 71.625 1.02471874476932
98304 72 1.02434011167546
98816 72.375 1.02329583731621
99328 72.75 1.02348923953095
99840 73.125 1.023698464884
100352 73.5 1.02392351154782
100864 73.875 1.02416475015806
101376 74.25 1.02442266754255
101888 74.625 1.02469746040701
102400 75 1.02498916682608
102912 75.375 1.02529806690206
103424 75.75 1.02562463106789
103936 76.125 1.02596867519406
104448 76.5 1.026328182555
104960 76.875 1.02670149584898
105472 77.25 1.02708791231375
105984 77.625 1.02748547463641
106496 78 1.02788254611069
107008 78.375 1.02826723210569
107520 78.75 1.02863975905794
108032 79.125 1.02900120876699
108544 79.5 1.02935281199058
109056 79.875 1.02969590180045
109568 80.25 1.03003200848841
110080 80.625 1.03036255586275
110592 81 1.03068850980445
111104 81.375 1.03101052892204
111616 81.75 1.03132939502233
112128 82.125 1.03164604236447
112640 82.5 1.03196125595878
113152 82.875 1.03227559488092
113664 83.25 1.03258947080001
114176 83.625 1.03290313227254
114688 84 1.03321671163541
115200 84.375 1.03353040752539
115712 84.75 1.0338445320021
116224 85.125 1.03415927853846
116736 85.5 1.03447453641606
117248 85.875 1.03479001398304
117760 86.25 1.03510552666667
118272 86.625 1.03542114497328
118784 87 1.03573705957105
119296 87.375 1.03605329864843
119808 87.75 1.03636963409971
120320 88.125 1.03668581894526
120832 88.5 1.0370018486979
121344 88.875 1.03731776122626
121856 89.25 1.03763339861551
122368 89.625 1.0379484867019
122880 90 1.03826287051565
123392 90.375 1.03857653174327
123904 90.75 1.03888942477194
124416 91.125 1.03920145429676
124928 91.5 1.0395125542802
125440 91.875 1.03982268507662
125952 92.25 1.04013174199512
126464 92.625 1.04043952075835
126976 93 1.0407458132951
127488 93.375 1.04105048694588
128000 93.75 1.04135340633381
128512 94.125 1.04165432715121
129024 94.5 1.04195286478345
129536 94.875 1.04224884037022
130048 95.25 1.04254220528854
130560 95.625 1.04283266957675
131072 96 1.04311978940623
131584 96.375 1.04340327931881
132096 96.75 1.0436830647797
132608 97.125 1.04395907926045
133120 97.5 1.04423115221937
133632 97.875 1.04449898371408
134144 98.25 1.04476218826404
134656 98.625 1.04502047861704
135168 99 1.04527391191041
135680 99.375 1.04552263429693
136192 99.75 1.04576654303439
136704 100.125 1.04600524454827
137216 100.5 1.04623829602119
137728 100.875 1.04646519541803
138240 101.25 1.04668606577551
138752 101.625 1.04690091270689
139264 102 1.0471095006294
139776 102.375 1.04731158095277
140288 102.75 1.04750702135449
140800 103.125 1.0476955656407
141312 103.5 1.047876779385
141824 103.875 1.04805030122197
142336 104.25 1.0482160070511
142848 104.625 1.04837379321174
143360 105 1.0485232689222
143872 105.375 1.04866375948479
144384 105.75 1.04879453467488
144896 106.125 1.04891504647574
145408 106.5 1.04902485580075
145920 106.875 1.04912328050004
146432 107.25 1.04920853665809
146944 107.625 1.04927888566656
147456 108 1.0493339903565
147968 108.375 1.04937312032268
148480 108.75 1.04939323788674
148992 109.125 1.04939497194444
149504 109.5 1.04937577083168
150016 109.875 1.04933337540287
150528 110.25 1.04926619323765
151040 110.625 1.04917233706117
151552 111 1.04904933607377
152064 111.375 1.04889105691183
152576 111.75 1.04869194550303
153088 112.125 1.04844782760576
153600 112.5 1.0481568974056
154112 112.875 1.04781733192663
154624 113.25 1.0476291089059
155136 113.625 1.04795452253942
155648 114 1.04764438708222
156160 114.375 1.04723544901881
156672 114.75 1.04697939894327
157184 115.125 1.04656423586466
157696 115.5 1.0456850623077
158208 115.875 1.04510062938788
158720 116.25 1.04525591149693
159232 116.625 1.0451940529558
159744 117 1.04489449728042
160256 117.375 1.04460973341955
160768 117.75 1.04405328238594
161280 118.125 1.04148221277094
161792 118.5 1.04110392988561
162304 118.875 1.04220315745725
162816 119.25 1.04325783557241
163328 119.625 1.04424546688059
163840 120 1.04516027001104
164352 120.375 1.04598022636308
164864 120.75 1.04641530558761
165376 121.125 1.04629937964284
165888 121.5 1.04591590499753
166400 121.875 1.04529188663332
166912 122.25 1.04487204174171
167424 122.625 1.04452655991366
167936 123 1.04427658505605
168448 123.375 1.04408340994205
168960 123.75 1.04391798448619
169472 124.125 1.04376326835589
169984 124.5 1.04360915199086
170496 124.875 1.04344804816986
171008 125.25 1.04327597823638
171520 125.625 1.04309096033849
172032 126 1.04287981504469
172544 126.375 1.04262826280589
173056 126.75 1.042535117021
173568 127.125 1.04347311247835
174080 127.5 1.04440651112733
174592 127.875 1.04489384008594
175104 128.25 1.04475682677558
175616 128.625 1.04570392952688
176128 129 1.04697318252507
176640 129.375 1.04805304379065
177152 129.75 1.05025061329619
177664 130.125 1.05236428681075
178176 130.5 1.05428683327645
178688 130.875 1.05585124638906
179200 131.25 1.0570054283999
179712 131.625 1.05794371560174
180224 132 1.05879856326723
180736 132.375 1.05950980119057
181248 132.75 1.06009114769401
181760 133.125 1.06030950960239
182272 133.5 1.0592504434022
182784 133.875 1.0546090349173
183296 134.25 1.05012694867786
183808 134.625 1.04899222162469
184320 135 1.0469901329218
184832 135.375 1.04659225908558
185344 135.75 1.04655306195482
185856 136.125 1.04642124125806
186368 136.5 1.04610661305777
186880 136.875 1.04552620250638
187392 137.25 1.04483953511171
187904 137.625 1.04377847751665
188416 138 1.04443391950493
188928 138.375 1.04491239313875
189440 138.75 1.04541984951644
189952 139.125 1.04592398051898
190464 139.5 1.04639473109111
190976 139.875 1.04662017188966
191488 140.25 1.0468871983546
192000 140.625 1.04710217700869
192512 141 1.04714314016656
193024 141.375 1.04715565937379
193536 141.75 1.04713927462412
194048 142.125 1.04703152312261
194560 142.5 1.04806588945716
195072 142.875 1.0490782885395
195584 143.25 1.04997667812978
196096 143.625 1.0507749872464
196608 144 1.0508463691145
197120 144.375 1.04951923172737
197632 144.75 1.04801888448352
198144 145.125 1.04726973796675
198656 145.5 1.04744767914553
199168 145.875 1.04802500280491
199680 146.25 1.04869380201918
200192 146.625 1.04900719973664
200704 147 1.04798237913482
201216 147.375 1.04807690753659
201728 147.75 1.0481594910654
202240 148.125 1.04823044835861
202752 148.5 1.04828984489852
203264 148.875 1.04856961281794
203776 149.25 1.04882919723171
204288 149.625 1.05034185472005
204800 150 1.05165013875915
