# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Dec 28 2024 at 17:50:57+0100
# parameter filename: "./TOV_K_105.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_105-vlab1557-p0003.laboratori.local-es858465-2024.12.28-16.50.55-8594
# Run ID: run-TOV_K_105-vlab1557-p0003.laboratori.local-es858465-2024.12.28-16.50.55-8594
#
# HYDROBASE::eps (hydrobase-eps)
# 1:iteration 2:time 3:data
# data columns: 3:eps
0 0 1.05e-08
512 0.5 1.05e-08
1024 1 1.05e-08
1536 1.5 1.05e-08
2048 2 1.05e-08
2560 2.5 1.05e-08
3072 3 1.05e-08
3584 3.5 1.05e-08
4096 4 1.05e-08
4608 4.5 1.05e-08
5120 5 1.05e-08
5632 5.5 1.05e-08
6144 6 1.05e-08
6656 6.5 1.05e-08
7168 7 1.05e-08
7680 7.5 1.05e-08
8192 8 1.05e-08
8704 8.5 1.05e-08
9216 9 1.05e-08
9728 9.5 1.05e-08
10240 10 1.05e-08
10752 10.5 1.05e-08
11264 11 1.05e-08
11776 11.5 1.05e-08
12288 12 1.05e-08
12800 12.5 1.05e-08
13312 13 1.05e-08
13824 13.5 1.05e-08
14336 14 1.05e-08
14848 14.5 1.05e-08
15360 15 1.05e-08
15872 15.5 1.05e-08
16384 16 1.05e-08
16896 16.5 1.05e-08
17408 17 1.05e-08
17920 17.5 1.05e-08
18432 18 1.05e-08
18944 18.5 1.05e-08
19456 19 1.05e-08
19968 19.5 1.05e-08
20480 20 1.05e-08
20992 20.5 1.05e-08
21504 21 1.05e-08
22016 21.5 1.05e-08
22528 22 1.05e-08
23040 22.5 1.05e-08
23552 23 1.05e-08
24064 23.5 1.05e-08
24576 24 1.05e-08
25088 24.5 1.05e-08
25600 25 1.05e-08
26112 25.5 1.05e-08
26624 26 1.05e-08
27136 26.5 1.05e-08
27648 27 1.05e-08
28160 27.5 1.05e-08
28672 28 1.05e-08
29184 28.5 1.05e-08
29696 29 1.05e-08
30208 29.5 1.05e-08
30720 30 1.05e-08
31232 30.5 1.05e-08
31744 31 1.05e-08
32256 31.5 1.05e-08
32768 32 1.05e-08
33280 32.5 1.05e-08
33792 33 1.05e-08
34304 33.5 1.05e-08
34816 34 1.05e-08
35328 34.5 1.05e-08
35840 35 1.05e-08
36352 35.5 1.05e-08
36864 36 1.05e-08
37376 36.5 1.05e-08
37888 37 1.05e-08
38400 37.5 1.05e-08
38912 38 1.05e-08
39424 38.5 1.05e-08
39936 39 1.05e-08
40448 39.5 1.05e-08
40960 40 1.05e-08
41472 40.5 1.05e-08
41984 41 1.05e-08
42496 41.5 1.05e-08
43008 42 1.05e-08
43520 42.5 1.05e-08
44032 43 1.05e-08
44544 43.5 1.05e-08
45056 44 1.05e-08
45568 44.5 1.05e-08
46080 45 1.05e-08
46592 45.5 1.05e-08
47104 46 1.05e-08
47616 46.5 1.05e-08
48128 47 1.05e-08
48640 47.5 1.05e-08
49152 48 1.05e-08
49664 48.5 1.05e-08
50176 49 1.05e-08
50688 49.5 1.05e-08
51200 50 1.05e-08
51712 50.5 1.05e-08
52224 51 1.05e-08
52736 51.5 1.05e-08
53248 52 1.05e-08
53760 52.5 1.05e-08
54272 53 1.05e-08
54784 53.5 1.05e-08
55296 54 1.05e-08
55808 54.5 1.05e-08
56320 55 1.05e-08
56832 55.5 1.05e-08
57344 56 1.05e-08
57856 56.5 1.05e-08
58368 57 1.05e-08
58880 57.5 1.05e-08
59392 58 1.05e-08
59904 58.5 1.05e-08
60416 59 1.05e-08
60928 59.5 1.05e-08
61440 60 1.05e-08
61952 60.5 1.05e-08
62464 61 1.05e-08
62976 61.5 1.05e-08
63488 62 1.05e-08
64000 62.5 1.05e-08
64512 63 1.05e-08
65024 63.5 1.05e-08
65536 64 1.05e-08
66048 64.5 1.05e-08
66560 65 1.05e-08
67072 65.5 1.05e-08
67584 66 1.05e-08
68096 66.5 1.05e-08
68608 67 1.05e-08
69120 67.5 1.05e-08
69632 68 1.05e-08
70144 68.5 1.05e-08
70656 69 1.05e-08
71168 69.5 1.05e-08
71680 70 1.05e-08
72192 70.5 1.05e-08
72704 71 1.05e-08
73216 71.5 1.05e-08
73728 72 1.05e-08
74240 72.5 1.05e-08
74752 73 1.05e-08
75264 73.5 1.05e-08
75776 74 1.05e-08
76288 74.5 1.05e-08
76800 75 1.05e-08
77312 75.5 1.05e-08
77824 76 1.05e-08
78336 76.5 1.05e-08
78848 77 1.05e-08
79360 77.5 1.05e-08
79872 78 1.05e-08
80384 78.5 1.05e-08
80896 79 1.05e-08
81408 79.5 1.05e-08
81920 80 1.05e-08
82432 80.5 1.05e-08
82944 81 1.05e-08
83456 81.5 1.05e-08
83968 82 1.05e-08
84480 82.5 1.05e-08
84992 83 1.05e-08
85504 83.5 1.05e-08
86016 84 1.05e-08
86528 84.5 1.05e-08
87040 85 1.05e-08
87552 85.5 1.05e-08
88064 86 1.05e-08
