# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Dec 28 2024 at 17:50:57+0100
# parameter filename: "./TOV_K_105.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_105-vlab1557-p0003.laboratori.local-es858465-2024.12.28-16.50.55-8594
# Run ID: run-TOV_K_105-vlab1557-p0003.laboratori.local-es858465-2024.12.28-16.50.55-8594
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 2.59054677198985e-06
512 0.5 1.09449824649073e-05
1024 1 1.58109075223993e-05
1536 1.5 1.80810098004164e-05
2048 2 1.82674156141485e-05
2560 2.5 1.80303183009716e-05
3072 3 1.87396758947128e-05
3584 3.5 1.97614135359332e-05
4096 4 2.00245863626376e-05
4608 4.5 1.98315690622697e-05
5120 5 1.98716286066003e-05
5632 5.5 2.06175037952708e-05
6144 6 2.09967073290029e-05
6656 6.5 2.09747982981732e-05
7168 7 2.09701965716537e-05
7680 7.5 2.13680200951484e-05
8192 8 2.17741686992539e-05
8704 8.5 2.18532357423161e-05
9216 9 2.18728652422967e-05
9728 9.5 2.20715985847794e-05
10240 10 2.24965623080363e-05
10752 10.5 2.25838674104654e-05
11264 11 2.26819181156419e-05
11776 11.5 2.28266457791884e-05
12288 12 2.31204675312756e-05
12800 12.5 2.33231029812055e-05
13312 13 2.34026877250131e-05
13824 13.5 2.35560681410193e-05
14336 14 2.38354057691821e-05
14848 14.5 2.40250501364461e-05
15360 15 2.41893163214146e-05
15872 15.5 2.43320782917486e-05
16384 16 2.45261202730274e-05
16896 16.5 2.4745979365166e-05
17408 17 2.48807486961883e-05
17920 17.5 2.51354302595119e-05
18432 18 2.52829446071152e-05
18944 18.5 2.55232040169893e-05
19456 19 2.56296151646439e-05
19968 19.5 2.57388185851662e-05
20480 20 2.59683209638179e-05
20992 20.5 2.61153789119394e-05
21504 21 2.63494365222419e-05
22016 21.5 2.64677539166655e-05
22528 22 2.65618712412184e-05
23040 22.5 2.67554605781092e-05
23552 23 2.68649930152857e-05
24064 23.5 2.71070875991158e-05
24576 24 2.71991073033933e-05
25088 24.5 2.73317427772153e-05
25600 25 2.74531402518792e-05
26112 25.5 2.75713831437195e-05
26624 26 2.77881715294063e-05
27136 26.5 2.78871999307123e-05
27648 27 2.80527036640895e-05
28160 27.5 2.80997633075217e-05
28672 28 2.82673252068357e-05
29184 28.5 2.8418166161974e-05
29696 29 2.85718869700991e-05
30208 29.5 2.8693776089983e-05
30720 30 2.87860376741304e-05
31232 30.5 2.89179347834132e-05
31744 31 2.9043980470072e-05
32256 31.5 2.92221696309328e-05
32768 32 2.93572775864994e-05
33280 32.5 2.95004613681227e-05
33792 33 2.96048937468291e-05
34304 33.5 2.97168272613435e-05
34816 34 2.98335496922443e-05
35328 34.5 2.99947442729707e-05
35840 35 3.01649996621144e-05
36352 35.5 3.03421409605452e-05
36864 36 3.04802267901623e-05
37376 36.5 3.0560980767298e-05
37888 37 3.06686768204087e-05
38400 37.5 3.08112751339079e-05
38912 38 3.10225787704967e-05
39424 38.5 3.11827350035348e-05
39936 39 3.12623834510897e-05
40448 39.5 3.13593308651111e-05
40960 40 3.14253359496825e-05
41472 40.5 3.16136511327569e-05
41984 41 3.17162539797938e-05
42496 41.5 3.17880888774143e-05
43008 42 3.18746554123157e-05
43520 42.5 3.19514572884584e-05
44032 43 3.21825776409728e-05
44544 43.5 3.22550348631509e-05
45056 44 3.23678124425373e-05
45568 44.5 3.24086915635851e-05
46080 45 3.25253764174512e-05
46592 45.5 3.27410096439399e-05
47104 46 3.28171798853521e-05
47616 46.5 3.29396840862666e-05
48128 47 3.29463219672005e-05
48640 47.5 3.30810832518164e-05
49152 48 3.32225147526743e-05
49664 48.5 3.33176744331652e-05
50176 49 3.34608134589096e-05
50688 49.5 3.34892419327358e-05
51200 50 3.36287682213173e-05
51712 50.5 3.37147729752592e-05
52224 51 3.38348425256329e-05
52736 51.5 3.39549543224741e-05
53248 52 3.40305262745434e-05
53760 52.5 3.41561397978177e-05
54272 53 3.42319436552096e-05
54784 53.5 3.43936416673234e-05
55296 54 3.44807268330033e-05
55808 54.5 3.46095258060389e-05
56320 55 3.47199553381856e-05
56832 55.5 3.48673745472151e-05
57344 56 3.50177249303389e-05
57856 56.5 3.51131382777779e-05
58368 57 3.5247085353345e-05
58880 57.5 3.53478575526479e-05
59392 58 3.55232208050456e-05
59904 58.5 3.5634657783182e-05
60416 59 3.57418567889698e-05
60928 59.5 3.58613524650002e-05
61440 60 3.59724620150086e-05
61952 60.5 3.61287723743832e-05
62464 61 3.62368398456972e-05
62976 61.5 3.63307151054648e-05
63488 62 3.64608935552402e-05
64000 62.5 3.65501201633121e-05
64512 63 3.67007277763562e-05
65024 63.5 3.67885170791621e-05
65536 64 3.69002878424083e-05
66048 64.5 3.69938125812671e-05
66560 65 3.70797349511297e-05
67072 65.5 3.71942007648687e-05
67584 66 3.7289534204879e-05
68096 66.5 3.74089453798664e-05
68608 67 3.74899170923565e-05
69120 67.5 3.75763168304003e-05
69632 68 3.76708551154526e-05
70144 68.5 3.77685310402212e-05
70656 69 3.78725170728137e-05
71168 69.5 3.79524236207653e-05
71680 70 3.8036435233142e-05
72192 70.5 3.81430310222705e-05
72704 71 3.82330845426205e-05
73216 71.5 3.83412199751703e-05
73728 72 3.84024403984054e-05
74240 72.5 3.85023082963985e-05
74752 73 3.85849954863305e-05
75264 73.5 3.86980020458243e-05
75776 74 3.87954225757267e-05
76288 74.5 3.88905969048467e-05
76800 75 3.89784060696296e-05
77312 75.5 3.90472953381634e-05
77824 76 3.91525284650126e-05
78336 76.5 3.92370631489722e-05
78848 77 3.93608182185873e-05
79360 77.5 3.94246456265331e-05
79872 78 3.95178955346302e-05
80384 78.5 3.95922007367171e-05
80896 79 3.97033759376562e-05
81408 79.5 3.97984276558389e-05
81920 80 3.98814488483036e-05
82432 80.5 3.99623944495545e-05
82944 81 4.00428402618949e-05
83456 81.5 4.01476123476937e-05
83968 82 4.02264202925975e-05
84480 82.5 4.03168502621625e-05
84992 83 4.040525527358e-05
85504 83.5 4.05059760693659e-05
86016 84 4.05956666732274e-05
86528 84.5 4.06841161160325e-05
87040 85 4.07706141548876e-05
87552 85.5 4.08924845926259e-05
88064 86 4.09937852799983e-05
88576 86.5 4.11181555497052e-05
89088 87 4.12059608164785e-05
89600 87.5 4.13335385050946e-05
90112 88 4.14480268873728e-05
90624 88.5 4.15699710644948e-05
91136 89 4.16828244476218e-05
91648 89.5 4.17778481391811e-05
92160 90 4.1921466857081e-05
92672 90.5 4.2033016807503e-05
93184 91 4.21883777224963e-05
93696 91.5 4.22805048767355e-05
94208 92 4.2425156884001e-05
94720 92.5 4.25414676539673e-05
95232 93 4.26951605289262e-05
95744 93.5 4.28264728446014e-05
96256 94 4.29626360872585e-05
96768 94.5 4.31131116452034e-05
97280 95 4.32577905065482e-05
97792 95.5 4.34354716281162e-05
98304 96 4.35583444382499e-05
98816 96.5 4.37307107591083e-05
99328 97 4.38613184560557e-05
99840 97.5 4.40505921085104e-05
100352 98 4.42028289008388e-05
100864 98.5 4.43746674450133e-05
101376 99 4.45384216710757e-05
101888 99.5 4.46990663489971e-05
102400 100 4.48767949891434e-05
102912 100.5 4.50248346652819e-05
103424 101 4.52063272492413e-05
103936 101.5 4.53726095160574e-05
104448 102 4.55677522471845e-05
104960 102.5 4.57444805401658e-05
105472 103 4.59226897201024e-05
105984 103.5 4.61005053761564e-05
106496 104 4.62821451217489e-05
107008 104.5 4.64817807904344e-05
107520 105 4.6664731301252e-05
108032 105.5 4.68627484482355e-05
108544 106 4.70300742953909e-05
109056 106.5 4.72199639955634e-05
109568 107 4.74041851409365e-05
110080 107.5 4.7605018362745e-05
110592 108 4.77951247055256e-05
111104 108.5 4.79727262320202e-05
111616 109 4.81652534056725e-05
112128 109.5 4.83439820367135e-05
112640 110 4.85512151591381e-05
113152 110.5 4.8733231939578e-05
113664 111 4.8931371903241e-05
114176 111.5 4.91135059482301e-05
114688 112 4.92979181893088e-05
115200 112.5 4.94845737795815e-05
115712 113 4.96616158034445e-05
116224 113.5 4.98617820434837e-05
116736 114 5.00332874026778e-05
117248 114.5 5.02270417457401e-05
117760 115 5.0410268307744e-05
118272 115.5 5.06100151338187e-05
118784 116 5.08128198469279e-05
119296 116.5 5.09959124786971e-05
119808 117 5.11780281605488e-05
120320 117.5 5.13562633277594e-05
120832 118 5.15555820168563e-05
121344 118.5 5.17563935859307e-05
121856 119 5.19445084148729e-05
122368 119.5 5.21332603088029e-05
122880 120 5.23282526463013e-05
123392 120.5 5.25267090443278e-05
123904 121 5.27155051637624e-05
124416 121.5 5.28900608578375e-05
124928 122 5.30715788489143e-05
125440 122.5 5.32575713209137e-05
125952 123 5.34427101317821e-05
126464 123.5 5.361730368234e-05
126976 124 5.3802018625546e-05
127488 124.5 5.39937094710464e-05
128000 125 5.41907217973893e-05
128512 125.5 5.43711115321994e-05
129024 126 5.45513484395477e-05
129536 126.5 5.47427942925622e-05
130048 127 5.49319955533933e-05
130560 127.5 5.51183309313561e-05
131072 128 5.52825587596821e-05
131584 128.5 5.54617437342546e-05
132096 129 5.5637409908065e-05
132608 129.5 5.58236217986612e-05
133120 130 5.59883205528967e-05
133632 130.5 5.61548323230386e-05
134144 131 5.6327555171878e-05
134656 131.5 5.64975077588194e-05
135168 132 5.66731100142161e-05
135680 132.5 5.68292937621081e-05
136192 133 5.69989620975148e-05
136704 133.5 5.71652402813863e-05
137216 134 5.73343235465254e-05
137728 134.5 5.75042759102109e-05
138240 135 5.76707440399143e-05
138752 135.5 5.78443584706321e-05
139264 136 5.80137165897345e-05
139776 136.5 5.81858885346749e-05
140288 137 5.83619337104894e-05
140800 137.5 5.85414184366579e-05
141312 138 5.87213423586878e-05
141824 138.5 5.89002592847426e-05
142336 139 5.90795405536278e-05
142848 139.5 5.92670966634344e-05
143360 140 5.94484441204031e-05
143872 140.5 5.96315643231312e-05
144384 141 5.98181080616687e-05
144896 141.5 6.0007982272096e-05
145408 142 6.02041913964136e-05
145920 142.5 6.03879915413993e-05
146432 143 6.05808804741037e-05
