# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Dec 28 2024 at 17:50:57+0100
# parameter filename: "./TOV_K_105.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_105-vlab1557-p0003.laboratori.local-es858465-2024.12.28-16.50.55-8594
# Run ID: run-TOV_K_105-vlab1557-p0003.laboratori.local-es858465-2024.12.28-16.50.55-8594
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 -0.000486715400768778
512 0.5 -0.000451969681924651
1024 1 -0.000550131356692789
1536 1.5 -0.000655265847686279
2048 2 -0.000757288257377204
2560 2.5 -0.00084637662557437
3072 3 -0.000920381642099274
3584 3.5 -0.000983806926516902
4096 4 -0.00104591096256009
4608 4.5 -0.00112036718700639
5120 5 -0.00120593249287589
5632 5.5 -0.00129450417208691
6144 6 -0.00137541206366107
6656 6.5 -0.00144869098350188
7168 7 -0.00151901784545632
7680 7.5 -0.00158889043135588
8192 8 -0.00165988728910919
8704 8.5 -0.00173358889259006
9216 9 -0.00180689664998982
9728 9.5 -0.00187263278044546
10240 10 -0.00193191753664509
10752 10.5 -0.00199774750842805
11264 11 -0.00207588210008253
11776 11.5 -0.00215207768192742
12288 12 -0.00221295643627621
12800 12.5 -0.00227046666503134
13312 13 -0.00234784002734825
13824 13.5 -0.00244594615889207
14336 14 -0.00254052899924416
14848 14.5 -0.00261375883480003
15360 15 -0.00267636450649414
15872 15.5 -0.00275292773656772
16384 16 -0.0028505160451632
16896 16.5 -0.00295059240705805
17408 17 -0.00302951613289469
17920 17.5 -0.0030919960933946
18432 18 -0.00315647404430433
18944 18.5 -0.00322341135653563
19456 19 -0.0032775528696182
19968 19.5 -0.00331895898389666
20480 20 -0.0033680295133263
20992 20.5 -0.00343127433285271
21504 21 -0.00348559826829171
22016 21.5 -0.0035120001839411
22528 22 -0.00352687693702573
23040 22.5 -0.00355990877830311
23552 23 -0.00361307328013711
24064 23.5 -0.003661335365239
24576 24 -0.00368829812767139
25088 24.5 -0.0037028503643784
25600 25 -0.00371841005126581
26112 25.5 -0.00373463431768891
26624 26 -0.00374794551047532
27136 26.5 -0.0037647439723871
27648 27 -0.00379041436727079
28160 27.5 -0.00381394038047291
28672 28 -0.00381837050263855
29184 28.5 -0.0038045988235027
29696 29 -0.0037928297916872
30208 29.5 -0.0037997038914863
30720 30 -0.0038213124195196
31232 30.5 -0.00383907997742039
31744 31 -0.00383959687876886
32256 31.5 -0.0038250666000351
32768 32 -0.00380974369997479
33280 32.5 -0.00380772876148771
33792 33 -0.0038207149368405
34304 33.5 -0.00383750783753577
34816 34 -0.00384447089476148
35328 34.5 -0.00383749463570211
35840 35 -0.00382498481300725
36352 35.5 -0.0038220547745376
36864 36 -0.00383766975997721
37376 36.5 -0.00386368405014769
37888 37 -0.00388059415635096
38400 37.5 -0.00387917130972701
38912 38 -0.0038727291511449
39424 38.5 -0.00388121230976496
39936 39 -0.00390648104912646
40448 39.5 -0.00393209093932906
40960 40 -0.00394585849510384
41472 40.5 -0.00395254015494369
41984 41 -0.00396275363300176
42496 41.5 -0.00397880768622945
43008 42 -0.0039965640751335
43520 42.5 -0.00401405424320724
44032 43 -0.00403196358859633
44544 43.5 -0.0040483542203275
45056 44 -0.00405997768998071
45568 44.5 -0.00406811156633302
46080 45 -0.00408042325322404
46592 45.5 -0.00410233036384797
47104 46 -0.0041293302062268
47616 46.5 -0.00415153858131519
48128 47 -0.0041655681546169
48640 47.5 -0.00417864868954583
49152 48 -0.0042001550745779
49664 48.5 -0.0042318116567975
50176 49 -0.00426561500068143
50688 49.5 -0.00429276502170317
51200 50 -0.00431393569126892
51712 50.5 -0.00433814401448693
52224 51 -0.00437070797452515
52736 51.5 -0.00440720942042519
53248 52 -0.00444121702918552
53760 52.5 -0.00447314933592214
54272 53 -0.00450770836002186
54784 53.5 -0.00454508213129183
55296 54 -0.00458110726021636
55808 54.5 -0.00461544340975554
56320 55 -0.00465384019412874
56832 55.5 -0.00469980505774482
57344 56 -0.0047476631745658
57856 56.5 -0.00478749331245965
58368 57 -0.00481670814610947
58880 57.5 -0.00484598933445468
59392 58 -0.00488222243060358
59904 58.5 -0.00491744505363457
60416 59 -0.00493905612699454
60928 59.5 -0.00494886447125762
61440 60 -0.00496212188750233
61952 60.5 -0.00498555548871081
62464 61 -0.00500921350016969
62976 61.5 -0.00502272308474426
63488 62 -0.00503083331946325
64000 62.5 -0.0050443262562169
64512 63 -0.00506329619619531
65024 63.5 -0.00507922305087989
65536 64 -0.00508964994367573
66048 64.5 -0.00510049858811104
66560 65 -0.0051144803111637
67072 65.5 -0.00512690618184492
67584 66 -0.0051355156183768
68096 66.5 -0.00514623063796663
68608 67 -0.00516368922850022
69120 67.5 -0.0051817064153785
69632 68 -0.00519074949185526
70144 68.5 -0.00519283668716657
70656 69 -0.00520071831091192
71168 69.5 -0.005220492777683
71680 70 -0.00524238208571258
72192 70.5 -0.00525366497156128
72704 71 -0.00525547930928369
73216 71.5 -0.00525992040283765
73728 72 -0.00527335060542505
74240 72.5 -0.00529042560629002
74752 73 -0.00530416593963415
75264 73.5 -0.00531388901251487
75776 74 -0.00532140700545349
76288 74.5 -0.00532693971419207
76800 75 -0.00533250337981763
77312 75.5 -0.0053428829718124
77824 76 -0.0053581246070688
78336 76.5 -0.00537016458622775
78848 77 -0.00537294682336453
79360 77.5 -0.00537211463241328
79872 78 -0.00537785242060741
80384 78.5 -0.00539046276685496
80896 79 -0.00540063980212996
81408 79.5 -0.00540361082297163
81920 80 -0.00540499992779042
82432 80.5 -0.00541060933530441
82944 81 -0.00541777193250089
83456 81.5 -0.00542139053252868
83968 82 -0.00542301794532353
84480 82.5 -0.00542771162039415
84992 83 -0.00543481745711415
85504 83.5 -0.00543858572494074
86016 84 -0.00543764667564586
86528 84.5 -0.00543773057948795
87040 85 -0.00544317228114291
87552 85.5 -0.00545052089206106
88064 86 -0.00545391975130245
88576 86.5 -0.00545340842373645
89088 87 -0.00545399485979794
89600 87.5 -0.00545790698359965
90112 88 -0.0054622843681293
90624 88.5 -0.00546473220072676
91136 89 -0.00546769931192464
91648 89.5 -0.00547318985024836
92160 90 -0.00547985859212542
92672 90.5 -0.00548595103966836
93184 91 -0.00549298112723991
93696 91.5 -0.00550345042305074
94208 92 -0.00551584845836013
94720 92.5 -0.00552536210219147
95232 93 -0.00553021914682941
95744 93.5 -0.00553461934210727
96256 94 -0.00554345961175568
96768 94.5 -0.00555560822050373
97280 95 -0.00556495958266284
97792 95.5 -0.00556818281273334
98304 96 -0.00556901908239436
98816 96.5 -0.0055736205212443
99328 97 -0.00558323181037462
99840 97.5 -0.00559336874920121
100352 98 -0.00559960631614836
100864 98.5 -0.00560227893904021
101376 99 -0.00560527270689964
