# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 10 2024 at 15:32:15+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.10-14.32.12-95617
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.10-14.32.12-95617
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 5.71220492992554e-07
512 0.25 5.52545053514608e-06
1024 0.5 9.02553302844674e-06
1536 0.75 1.17178663820042e-05
2048 1 1.38466364070815e-05
2560 1.25 1.53957640687491e-05
3072 1.5 1.63140447932968e-05
3584 1.75 1.6686288968466e-05
4096 2 1.66027572671398e-05
4608 2.25 1.63991440841874e-05
5120 2.5 1.62849671822147e-05
5632 2.75 1.6408430106585e-05
6144 3 1.68723289445934e-05
6656 3.25 1.73862051652399e-05
7168 3.5 1.77826960578823e-05
7680 3.75 1.79886265810476e-05
8192 4 1.79897098046558e-05
8704 4.25 1.78634345377617e-05
9216 4.5 1.76977052274857e-05
9728 4.75 1.75829401452004e-05
10240 5 1.76089614204925e-05
10752 5.25 1.78972741460153e-05
11264 5.5 1.82193707282223e-05
11776 5.75 1.84248096815962e-05
12288 6 1.84726706765785e-05
12800 6.25 1.8432980898416e-05
13312 6.5 1.83574423841938e-05
13824 6.75 1.82751591976803e-05
14336 7 1.82378463495234e-05
14848 7.25 1.82900944305986e-05
15360 7.5 1.85107438167482e-05
15872 7.75 1.87136811628679e-05
16384 8 1.8795093607104e-05
16896 8.25 1.87753074896827e-05
17408 8.5 1.87373630971705e-05
17920 8.75 1.87150885783295e-05
18432 9 1.8687414753807e-05
18944 9.25 1.86910915773525e-05
19456 9.5 1.87718627479394e-05
19968 9.75 1.89158174595079e-05
20480 10 1.90212088205495e-05
20992 10.25 1.90404920695953e-05
21504 10.5 1.90238757996185e-05
22016 10.75 1.90010274055526e-05
22528 11 1.8986474767788e-05
23040 11.25 1.89686414700667e-05
23552 11.5 1.89957489858543e-05
24064 11.75 1.90985812904909e-05
24576 12 1.92235416387859e-05
25088 12.25 1.92711020194598e-05
25600 12.5 1.92420010021574e-05
26112 12.75 1.9196543606314e-05
26624 13 1.92033318827065e-05
27136 13.25 1.92375660378822e-05
27648 13.5 1.92642905124218e-05
28160 13.75 1.92973136824069e-05
28672 14 1.93678053038911e-05
29184 14.25 1.9447938468683e-05
29696 14.5 1.94795533522578e-05
30208 14.75 1.94643624655441e-05
30720 15 1.94406918524271e-05
31232 15.25 1.94466321429955e-05
31744 15.5 1.94718355915523e-05
32256 15.75 1.95196928080323e-05
32768 16 1.95806304456702e-05
33280 16.25 1.96413559705394e-05
33792 16.5 1.96801196494563e-05
34304 16.75 1.96905981493665e-05
34816 17 1.97056086757313e-05
35328 17.25 1.97196139391118e-05
35840 17.5 1.97235555933968e-05
36352 17.75 1.97290853017463e-05
36864 18 1.97758679800769e-05
37376 18.25 1.98448619845024e-05
37888 18.5 1.98954231922866e-05
38400 18.75 1.9914859459365e-05
38912 19 1.99421033637436e-05
39424 19.25 1.99696553280241e-05
39936 19.5 1.99990039556879e-05
40448 19.75 2.0005312151177e-05
40960 20 2.00206786743186e-05
41472 20.25 2.00759812233167e-05
41984 20.5 2.01192823988093e-05
42496 20.75 2.01397331380129e-05
43008 21 2.0141208937001e-05
43520 21.25 2.01758731125751e-05
44032 21.5 2.02229108008922e-05
44544 21.75 2.02512398593056e-05
45056 22 2.02699435871129e-05
45568 22.25 2.03109732905807e-05
46080 22.5 2.03654414363408e-05
