# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Jan 13 2025 at 16:48:22+0100
# parameter filename: "./TOV_K_90_res_1_5.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_90_res_1_5-vlab1557-p0003.laboratori.local-es858465-2025.01.13-15.48.17-20081
# Run ID: run-TOV_K_90_res_1_5-vlab1557-p0003.laboratori.local-es858465-2025.01.13-15.48.17-20081
#
# HYDROBASE::press (hydrobase-press)
# 1:iteration 2:time 3:data
# data columns: 3:press
0 0 0.000147455998260305
512 0.375 0.000147108548674004
1024 0.75 0.000146791712118064
1536 1.125 0.000146501192830982
2048 1.5 0.00014624137235041
2560 1.875 0.000146020520167704
3072 2.25 0.000145846092925283
3584 2.625 0.000145724509143326
4096 3 0.000145661121164332
4608 3.375 0.000145660352842665
5120 3.75 0.000145739483469574
5632 4.125 0.000145924931282185
6144 4.5 0.000146218724304197
6656 4.875 0.000146609786698574
7168 5.25 0.000147082595105233
7680 5.625 0.0001476189611937
8192 6 0.000148199731878513
8704 6.375 0.000148806463123322
9216 6.75 0.000149422667772618
9728 7.125 0.000150034263006528
10240 7.5 0.000150630377175751
10752 7.875 0.00015120394600952
11264 8.25 0.000151751836159689
11776 8.625 0.000152275245653613
12288 9 0.000152787696242533
12800 9.375 0.000153295846435386
13312 9.75 0.000153809244265003
13824 10.125 0.000154345498337083
14336 10.5 0.000154909516940325
14848 10.875 0.000155503516345002
15360 11.25 0.000156129536112221
15872 11.625 0.00015679021424912
16384 12 0.000157488816880239
16896 12.375 0.000158228296403183
17408 12.75 0.000159010513646952
17920 13.125 0.000159845230281929
18432 13.5 0.000160733734577341
18944 13.875 0.000161672407911184
19456 14.25 0.000162656874025789
19968 14.625 0.000163681639732325
20480 15 0.000164740369545175
20992 15.375 0.000165826323274231
21504 15.75 0.000166933032663169
22016 16.125 0.000168054595698303
22528 16.5 0.000169185496704195
23040 16.875 0.000170320806778553
23552 17.25 0.000171456903334096
24064 17.625 0.000172591818389424
24576 18 0.000173724678467176
25088 18.375 0.000174855043992558
25600 18.75 0.000175983212463825
26112 19.125 0.000177115331618977
26624 19.5 0.000178258839320287
27136 19.875 0.000179415820348243
27648 20.25 0.00018058705793031
28160 20.625 0.000181772247362418
28672 21 0.000182971533715714
29184 21.375 0.000184186527181759
29696 21.75 0.000185419767371589
30208 22.125 0.00018667346228167
30720 22.5 0.000187948831943597
31232 22.875 0.000189246390272873
31744 23.25 0.000190566567236181
32256 23.625 0.000191910083475094
32768 24 0.000193277934772106
33280 24.375 0.000194671071190318
33792 24.75 0.000196089893366315
34304 25.125 0.000197533811837879
34816 25.5 0.000199004251495152
35328 25.875 0.00020050537418284
35840 26.25 0.000202033615383219
36352 26.625 0.000203585345781071
36864 27 0.000205156566601724
37376 27.375 0.000206742252972643
37888 27.75 0.000208336641082308
38400 28.125 0.000209934482810435
38912 28.5 0.000211532205559883
39424 28.875 0.000213127859604315
39936 29.25 0.000214720023677624
40448 29.625 0.000216306974565211
40960 30 0.000217886989897174
41472 30.375 0.000219459287498606
41984 30.75 0.000221024476507592
42496 31.125 0.000222584089969388
43008 31.5 0.000224139782887352
43520 31.875 0.000225692931859675
44032 32.25 0.000227244761784481
44544 32.625 0.000228796690731403
45056 33 0.000230350534046692
45568 33.375 0.000231908353037561
46080 33.75 0.000233471968528435
46592 34.125 0.000235042424225234
47104 34.5 0.000236619868052978
47616 34.875 0.000238203989416861
48128 35.25 0.000239794570308975
48640 35.625 0.000241391511027668
49152 36 0.000242994353772019
49664 36.375 0.00024460201693764
50176 36.75 0.000246213245851582
50688 37.125 0.000247827246067215
51200 37.5 0.000249443668324579
51712 37.875 0.000251062082058836
52224 38.25 0.000252681843087863
52736 38.625 0.000254302683311664
53248 39 0.00025592523514504
53760 39.375 0.000257550711211517
54272 39.75 0.000259180126835726
54784 40.125 0.000260814105575055
55296 40.5 0.000262453464379539
55808 40.875 0.000264099639627757
56320 41.25 0.000265754247207072
56832 41.625 0.000267418307701627
57344 42 0.000269092144603509
57856 42.375 0.000270776042036276
58368 42.75 0.000272470765788964
58880 43.125 0.000274177363582717
59392 43.5 0.000275896718580092
59904 43.875 0.000277629546875036
60416 44.25 0.000279376692304796
60928 44.625 0.000281139090417916
61440 45 0.000282917409588228
61952 45.375 0.000284712010509293
62464 45.75 0.000286523406709696
62976 46.125 0.000288352534962328
63488 46.5 0.000290200395612668
64000 46.875 0.000292067571786946
64512 47.25 0.000293954288576019
65024 47.625 0.000295860844945646
65536 48 0.000297787712461103
66048 48.375 0.000299735219658416
66560 48.75 0.000301703362702328
67072 49.125 0.000303692037847469
67584 49.5 0.000305701206532934
68096 49.875 0.000307730599003368
68608 50.25 0.000309779359508707
69120 50.625 0.000311846186215839
69632 51 0.00031392975721161
70144 51.375 0.000316028763941846
70656 51.75 0.000318141517111751
71168 52.125 0.000320265721300478
71680 52.5 0.000322398642346629
72192 52.875 0.000324537648208826
72704 53.25 0.000326680195579805
73216 53.625 0.000328823840237245
73728 54 0.000330966555789237
74240 54.375 0.000333106798835134
74752 54.75 0.000335242967605757
75264 55.125 0.000337372951493325
75776 55.5 0.000339494961469734
76288 55.875 0.000341607599983524
76800 56.25 0.000343709391777172
77312 56.625 0.00034579820082075
77824 57 0.000347871044103765
78336 57.375 0.0003499296772049
78848 57.75 0.00035197510980133
79360 58.125 0.000354001649929982
79872 58.5 0.000356002305068891
80384 58.875 0.000357969962131403
80896 59.25 0.000359898690472434
81408 59.625 0.000361784855990391
81920 60 0.000363627073096304
82432 60.375 0.000365423717686248
82944 60.75 0.000367172894226843
83456 61.125 0.000368870220555332
83968 61.5 0.000370510733374197
84480 61.875 0.000372094209456645
84992 62.25 0.000373621311698236
85504 62.625 0.00037509311263875
86016 63 0.000376510140199358
86528 63.375 0.000377871880935638
87040 63.75 0.00037917738677571
87552 64.125 0.000380426202717036
88064 64.5 0.000381618319151468
88576 64.875 0.000382753078423601
89088 65.25 0.000383828430438622
89600 65.625 0.000384842374320809
90112 66 0.000385792763149367
90624 66.375 0.000386676226235171
91136 66.75 0.000387447230794973
91648 67.125 0.000388072087590126
92160 67.5 0.000388550637003768
92672 67.875 0.0003888850058994
93184 68.25 0.000389078679573843
93696 68.625 0.00038913591073518
94208 69 0.000389062141600912
94720 69.375 0.000388864801188616
95232 69.75 0.000388553000702849
95744 70.125 0.000388135794260569
96256 70.5 0.000387620597351152
96768 70.875 0.000387013449924805
97280 71.25 0.000386320672137971
97792 71.625 0.000385549763843469
