# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Jan 13 2025 at 16:48:22+0100
# parameter filename: "./TOV_K_90_res_1_5.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_90_res_1_5-vlab1557-p0003.laboratori.local-es858465-2025.01.13-15.48.17-20081
# Run ID: run-TOV_K_90_res_1_5-vlab1557-p0003.laboratori.local-es858465-2025.01.13-15.48.17-20081
#
# ADMBASE::alp (admbase-lapse)
# 1:iteration 2:time 3:data
# data columns: 3:alp
0 0 0.66986122441249
512 0.375 0.669913885035203
1024 0.75 0.670070902921541
1536 1.125 0.670327303624818
2048 1.5 0.670671026578905
2560 1.875 0.671084804105476
3072 2.25 0.671549167870176
3584 2.625 0.672044946067728
4096 3 0.672554124967863
4608 3.375 0.673059260401789
5120 3.75 0.673542669420143
5632 4.125 0.673986516893334
6144 4.5 0.674374294009405
6656 4.875 0.674693248743303
7168 5.25 0.674936153755127
7680 5.625 0.67510123286179
8192 6 0.675190458749582
8704 6.375 0.675207540392716
9216 6.75 0.675156947176114
9728 7.125 0.675044378593418
10240 7.5 0.674878018563579
10752 7.875 0.67466940281312
11264 8.25 0.674432784492043
11776 8.625 0.674182281490625
12288 9 0.673927141003351
12800 9.375 0.6736675950154
13312 9.75 0.673395527467946
13824 10.125 0.673101693365073
14336 10.5 0.672785112309102
14848 10.875 0.672456093138338
15360 11.25 0.672128344905351
15872 11.625 0.671806712425603
16384 12 0.671483116007239
16896 12.375 0.671145536602629
17408 12.75 0.670790523107084
17920 13.125 0.67042534906628
18432 13.5 0.670057711680324
18944 13.875 0.669685604634746
19456 14.25 0.669299464270562
19968 14.625 0.66889364005908
20480 15 0.668473179250085
20992 15.375 0.66804826861093
21504 15.75 0.667624008144429
22016 16.125 0.667197802023235
22528 16.5 0.66676545144205
23040 16.875 0.666326035540331
23552 17.25 0.665879673344317
24064 17.625 0.665424137295722
24576 18 0.664957670190726
25088 18.375 0.66448422949326
25600 18.75 0.664011539953623
26112 19.125 0.663542162859656
26624 19.5 0.663069287613615
27136 19.875 0.662584327181828
27648 20.25 0.662087924478586
28160 20.625 0.661591127173744
28672 21 0.661105782161311
29184 21.375 0.660635536186894
29696 21.75 0.660176169960536
30208 22.125 0.659722307950243
30720 22.5 0.659272133898657
31232 22.875 0.658826485530308
31744 23.25 0.658385113849622
32256 23.625 0.657944137482339
32768 24 0.657496279488441
33280 24.375 0.657033422403761
33792 24.75 0.656550270565971
34304 25.125 0.656047335151533
34816 25.5 0.655531087308778
35328 25.875 0.655010229441829
35840 26.25 0.654490029981425
36352 26.625 0.653969197679709
36864 27 0.653442373293618
37376 27.375 0.652906246073342
37888 27.75 0.652363141489979
38400 28.125 0.651818052730463
38912 28.5 0.651272237920823
39424 28.875 0.650720685558226
39936 29.25 0.65015659454586
40448 29.625 0.649578101929285
40960 30 0.648990124887702
41472 30.375 0.648399808052274
41984 30.75 0.647810640497223
42496 31.125 0.647220673565557
43008 31.5 0.646625398519154
43520 31.875 0.646021845179808
44032 32.25 0.64541055298028
44544 32.625 0.644794524473856
45056 33 0.64417651856487
45568 33.375 0.643557101978961
46080 33.75 0.642935231235867
46592 34.125 0.642310654537835
47104 34.5 0.641685190600104
47616 34.875 0.641061017276658
48128 35.25 0.64043791693674
48640 35.625 0.639813148649418
49152 36 0.639184451048303
49664 36.375 0.638552551761021
50176 36.75 0.637920209834129
50688 37.125 0.637289454065325
51200 37.5 0.636660750439738
51712 37.875 0.636034513308192
52224 38.25 0.635411811238483
52736 38.625 0.634792731005187
53248 39 0.634175099448696
53760 39.375 0.633556370052728
54272 39.75 0.632936837636283
54784 40.125 0.632319761145386
55296 40.5 0.631707710917924
55808 40.875 0.631099619297355
56320 41.25 0.630492278320119
56832 41.625 0.629884191474255
57344 42 0.629276772333138
57856 42.375 0.628671829437164
58368 42.75 0.628069312158413
58880 43.125 0.627468284922489
59392 43.5 0.626868944351935
59904 43.875 0.626272145653116
60416 44.25 0.625677217131676
60928 44.625 0.625081765537994
61440 45 0.624483969327565
61952 45.375 0.623883791756106
62464 45.75 0.6232813970591
62976 46.125 0.62267582496515
63488 46.5 0.622066619892998
64000 46.875 0.621455985151591
64512 47.25 0.620847682432415
65024 47.625 0.620243878310733
65536 48 0.619644417189865
66048 48.375 0.619049093403351
66560 48.75 0.618458725386694
67072 49.125 0.617873040299184
67584 49.5 0.617288973287055
68096 49.875 0.616702823207402
68608 50.25 0.616113969775249
69120 50.625 0.615525511092107
69632 51 0.614941455347572
70144 51.375 0.61436407599293
70656 51.75 0.613793491491052
71168 52.125 0.613228399545292
71680 52.5 0.612667039607742
72192 52.875 0.612108639514474
72704 53.25 0.611554360867713
73216 53.625 0.611005892962835
73728 54 0.610462829646574
74240 54.375 0.609922754288821
74752 54.75 0.609384802654136
75264 55.125 0.608851967775291
75776 55.5 0.608328377319564
76288 55.875 0.607814770651778
76800 56.25 0.607308173115764
77312 56.625 0.606805988200807
77824 57 0.606308960084488
78336 57.375 0.605819796213965
78848 57.75 0.60534029087214
79360 58.125 0.604870735281139
79872 58.5 0.604411195261507
80384 58.875 0.603962148700806
80896 59.25 0.603524189848126
81408 59.625 0.60309801891524
81920 60 0.602684591012938
82432 60.375 0.602284596917026
82944 60.75 0.60189804040377
83456 61.125 0.601525147074233
83968 61.5 0.601167521940195
84480 61.875 0.600827149956969
84992 62.25 0.60050367076219
85504 62.625 0.600193611410406
86016 63 0.599893380554894
86528 63.375 0.599602846822448
87040 63.75 0.599325234689134
87552 64.125 0.599063630913152
88064 64.5 0.598818438360618
88576 64.875 0.598588419805621
89088 65.25 0.59837336364068
89600 65.625 0.598175077790303
90112 66 0.597996215864818
90624 66.375 0.597838742000129
91136 66.75 0.597703039266144
91648 67.125 0.59758753841983
92160 67.5 0.597488868675847
92672 67.875 0.597403616639499
93184 68.25 0.597331454337422
93696 68.625 0.597276235859959
94208 69 0.597242600020954
94720 69.375 0.597230966664769
95232 69.75 0.597236875053622
95744 70.125 0.597256179270728
96256 70.5 0.597290270771131
96768 70.875 0.597344808399628
97280 71.25 0.597423085668342
97792 71.625 0.597521756302838
98304 72 0.597633725322786
98816 72.375 0.59775442298681
99328 72.75 0.597884408002221
99840 73.125 0.598026720173437
100352 73.5 0.598183510539429
100864 73.875 0.598355589570169
101376 74.25 0.598543445079719
101888 74.625 0.598746844880119
102400 75 0.598963689512865
102912 75.375 0.599191109651888
103424 75.75 0.59942837817995
103936 76.125 0.599677595019014
104448 76.5 0.599940681993208
104960 76.875 0.600216431464539
105472 77.25 0.60050166695257
105984 77.625 0.600795280637368
106496 78 0.601100117283523
107008 78.375 0.601420341806719
107520 78.75 0.601757309899776
108032 79.125 0.60210829686854
108544 79.5 0.602468868383568
109056 79.875 0.602836111996357
109568 80.25 0.603209998671486
110080 80.625 0.603592504932677
110592 81 0.603985781639676
111104 81.375 0.604390735146069
111616 81.75 0.604806738780475
112128 82.125 0.60523243737884
112640 82.5 0.605666919732079
113152 82.875 0.606110305367631
113664 83.25 0.606563333374211
114176 83.625 0.607026422801295
114688 84 0.607499085503496
115200 84.375 0.607980194538254
115712 84.75 0.608468819415357
116224 85.125 0.608964827405835
116736 85.5 0.609468753014993
117248 85.875 0.609981069386384
117760 86.25 0.610501586671472
118272 86.625 0.611029718749717
118784 87 0.611565077763944
119296 87.375 0.612107322646543
119808 87.75 0.612655410016456
120320 88.125 0.613207654220106
120832 88.5 0.613763110584202
121344 88.875 0.614322666955264
121856 89.25 0.6148880583054
122368 89.625 0.615459638173003
122880 90 0.616035694902648
123392 90.375 0.616614306469419
123904 90.75 0.617195305182647
124416 91.125 0.617779680163248
124928 91.5 0.61836728917635
125440 91.875 0.618956214775429
125952 92.25 0.619544877567524
126464 92.625 0.620134091319029
126976 93 0.620726161362524
127488 93.375 0.621322109235856
128000 93.75 0.62192062454655
128512 94.125 0.622519934389164
129024 94.5 0.623119885968742
129536 94.875 0.623721509087116
130048 95.25 0.624324929319028
130560 95.625 0.624928614709649
131072 96 0.625530928870688
131584 96.375 0.62613195791082
132096 96.75 0.626733518064716
132608 97.125 0.627337588668295
133120 97.5 0.627944790077547
133632 97.875 0.62855384736406
134144 98.25 0.62916209100729
134656 98.625 0.629766970684032
135168 99 0.630368103846546
135680 99.375 0.630968153380669
136192 99.75 0.631570916104997
136704 100.125 0.632177677651853
137216 100.5 0.632785444913256
137728 100.875 0.633389355398934
138240 101.25 0.633987157128259
138752 101.625 0.634581230535446
139264 102 0.635176163158492
139776 102.375 0.635774450670998
140288 102.75 0.636374483004326
140800 103.125 0.636972385088778
141312 103.5 0.63756562028678
141824 103.875 0.638154927794615
142336 104.25 0.638742944296449
142848 104.625 0.639331030234551
143360 105 0.639917575149787
143872 105.375 0.640499585779611
144384 105.75 0.641075910713387
144896 106.125 0.641648670991692
145408 106.5 0.642221391143899
145920 106.875 0.642795751586833
146432 107.25 0.643370034441807
146944 107.625 0.643940423489172
147456 108 0.644503831347978
147968 108.375 0.645060045805648
148480 108.75 0.645611690829959
148992 109.125 0.646161957366148
149504 109.5 0.646711731516391
150016 109.875 0.647258605076243
150528 110.25 0.647798954286095
151040 110.625 0.648331333375574
151552 111 0.648857820033381
152064 111.375 0.649381871979202
152576 111.75 0.649904894198693
153088 112.125 0.6504249830781
153600 112.5 0.65093884302844
154112 112.875 0.651444662216408
154624 113.25 0.651943265057733
155136 113.625 0.652436979324112
155648 114 0.652927578864911
156160 114.375 0.653414862519861
156672 114.75 0.65389670156672
157184 115.125 0.654370589786859
157696 115.5 0.654835727172531
158208 115.875 0.655293850436473
158720 116.25 0.655747741883258
159232 116.625 0.656198622618626
159744 117 0.656645044795733
160256 117.375 0.657084443802146
160768 117.75 0.657515615974523
161280 118.125 0.657939445841957
161792 118.5 0.658357325681319
162304 118.875 0.658769310135303
162816 119.25 0.659174109943106
163328 119.625 0.6595707206248
163840 120 0.659959698508192
164352 120.375 0.660342748301993
164864 120.75 0.660721191443555
165376 121.125 0.661094766589727
165888 121.5 0.66146163778473
166400 121.875 0.661819604208725
166912 122.25 0.662167798500562
167424 122.625 0.662507465121145
167936 123 0.662840688719715
168448 123.375 0.663168059956724
168960 123.75 0.663488101831969
169472 124.125 0.663799560222911
169984 124.5 0.66410367025899
170496 124.875 0.664402937001241
171008 125.25 0.664697602716997
171520 125.625 0.664984620099344
172032 126 0.665260977384748
172544 126.375 0.665527219465258
173056 126.75 0.665786562387507
173568 127.125 0.666040954937254
174080 127.5 0.666289341947204
174592 127.875 0.666529883726165
175104 128.25 0.666762434096861
175616 128.625 0.666987929768132
176128 129 0.667206249889563
176640 129.375 0.667416039652952
177152 129.75 0.667616648227507
177664 130.125 0.667809181415854
178176 130.5 0.667995108021264
178688 130.875 0.668174290040777
179200 131.25 0.668344955644581
179712 131.625 0.668505674344256
180224 132 0.668657129865537
180736 132.375 0.668801648174813
181248 132.75 0.668940655492986
181760 133.125 0.669072643554713
182272 133.5 0.66919430035246
182784 133.875 0.669304100945905
183296 134.25 0.669404247745348
183808 134.625 0.669498226480529
184320 135 0.669586550681364
184832 135.375 0.669666207305764
185344 135.75 0.669734752440551
185856 136.125 0.66979368669234
186368 136.5 0.669846569124847
186880 136.875 0.66989445272742
187392 137.25 0.669934742578548
187904 137.625 0.669964672908094
188416 138 0.669984403835444
188928 138.375 0.669995863061266
189440 138.75 0.669999759135318
189952 139.125 0.669995338721892
190464 139.5 0.669982714508435
190976 139.875 0.669963513775898
191488 140.25 0.669938429520588
192000 140.625 0.669905478392093
192512 141 0.669862103876361
193024 141.375 0.669808496414953
193536 141.75 0.66974741748716
194048 142.125 0.669680712243373
194560 142.5 0.669607313368438
195072 142.875 0.669525186108768
195584 143.25 0.669434146770543
196096 143.625 0.669335805152822
196608 144 0.669231280995243
197120 144.375 0.669120008889154
197632 144.75 0.669000734867917
198144 145.125 0.66887287108614
