# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Dec 28 2024 at 17:51:11+0100
# parameter filename: "./TOV_K_90.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_90-vlab1557-p0003.laboratori.local-es858465-2024.12.28-16.51.03-8609
# Run ID: run-TOV_K_90-vlab1557-p0003.laboratori.local-es858465-2024.12.28-16.51.03-8609
#
# HYDROBASE::eps (hydrobase-eps)
# 1:iteration 2:time 3:data
# data columns: 3:eps
0 0 0.115199999320431
512 0.5 0.114950297579749
1024 1 0.114724508755015
1536 1.5 0.114525796282965
2048 2 0.114352633683782
2560 2.5 0.114206410728744
3072 3 0.114092427048941
3584 3.5 0.11401506786022
4096 4 0.113977885998607
4608 4.5 0.113983877110518
5120 5 0.114039086934331
5632 5.5 0.114169280008793
6144 6 0.114378827090843
6656 6.5 0.114656882750269
7168 7 0.114992017169486
7680 7.5 0.115371231678541
8192 8 0.115781681135448
8704 8.5 0.116211267510036
9216 9 0.116648232855577
9728 9.5 0.117081308711661
10240 10 0.11750145071643
10752 10.5 0.117903594321375
11264 11 0.118282967158025
11776 11.5 0.118637997848869
12288 12 0.118982984770553
12800 12.5 0.119324813097134
13312 13 0.11966968879214
13824 13.5 0.1200279543653
14336 14 0.120402854247069
14848 14.5 0.120795457159216
15360 15 0.121207728159084
15872 15.5 0.121641576073192
16384 16 0.12209890785653
16896 16.5 0.122585256040628
17408 17 0.123101613414926
17920 17.5 0.123647891411979
18432 18 0.124222423739704
18944 18.5 0.124821561359136
19456 19 0.125440787760342
19968 19.5 0.126077844354749
20480 20 0.126728577636906
20992 20.5 0.127387168282968
21504 21 0.128047953629944
22016 21.5 0.128706038701925
22528 22 0.129358984507546
23040 22.5 0.13000594817275
23552 23 0.130645006615187
24064 23.5 0.131274784414404
24576 24 0.131894871660159
25088 24.5 0.132505894630132
25600 25 0.133109025974838
26112 25.5 0.133705365915527
26624 26 0.134295817795892
27136 26.5 0.134881501193648
27648 27 0.135464046399981
28160 27.5 0.136045225721079
