# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Dec 28 2024 at 17:51:11+0100
# parameter filename: "./TOV_K_90.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_90-vlab1557-p0003.laboratori.local-es858465-2024.12.28-16.51.03-8609
# Run ID: run-TOV_K_90-vlab1557-p0003.laboratori.local-es858465-2024.12.28-16.51.03-8609
#
# GRHYDRO::dens (grhydro-dens)
# 1:iteration 2:time 3:data
# data columns: 3:dens
0 0 0.00370720323063203
512 0.5 0.0036993130820532
1024 1 0.00369252521610944
1536 1.5 0.00368690186160699
2048 2 0.00368231993890241
2560 2.5 0.0036787354719786
3072 3 0.00367623800187384
3584 3.5 0.00367490862493496
4096 4 0.00367482269890928
4608 4.5 0.0036760501346051
5120 5 0.00367876448464702
5632 5.5 0.00368378173043252
6144 6 0.00369124154228539
6656 6.5 0.00370081732141855
7168 7 0.00371219392742945
7680 7.5 0.00372502688536546
8192 8 0.00373897566431052
8704 8.5 0.00375369673670456
9216 9 0.00376881364092016
9728 9.5 0.0037839260553433
10240 10 0.00379869529827054
10752 10.5 0.00381294272735923
11264 11 0.00382655131529187
11776 11.5 0.00383953189323671
12288 12 0.00385237470214445
12800 12.5 0.00386526964048785
13312 13 0.00387836826519754
13824 13.5 0.00389200312782189
14336 14 0.00390632221241149
14848 14.5 0.00392138709861793
15360 15 0.00393724393992497
15872 15.5 0.00395393868382208
16384 16 0.00397156400824712
16896 16.5 0.00399034568890385
17408 17 0.00401031516773905
17920 17.5 0.00403142713012014
18432 18 0.00405360917380265
18944 18.5 0.00407677807617638
19456 19 0.00410083197713872
19968 19.5 0.00412570396546209
20480 20 0.00415123670913929
20992 20.5 0.00417723273232391
21504 21 0.00420352863673424
22016 21.5 0.00422999152526404
22528 22 0.00425654983275122
23040 22.5 0.00428316344878584
23552 23 0.0043097459127251
24064 23.5 0.00433622198092387
24576 24 0.00436253913004445
25088 24.5 0.00438867664495616
25600 25 0.00441465310447575
26112 25.5 0.00444052839788897
26624 26 0.00446638955183684
27136 26.5 0.00449231771917251
27648 27 0.00451835581108469
28160 27.5 0.0045445040174685
28672 28 0.00457074756954384
29184 28.5 0.00459708783464594
29696 29 0.0046235472049084
30208 29.5 0.00465014832707123
30720 30 0.00467688800896911
31232 30.5 0.00470373431407905
31744 31 0.00473063622405429
32256 31.5 0.00475754040780172
32768 32 0.00478440599159743
33280 32.5 0.00481117982884656
33792 33 0.00483787194727419
34304 33.5 0.00486450482941759
34816 34 0.00489108820557375
35328 34.5 0.00491762725720328
35840 35 0.00494414068661308
36352 35.5 0.00497066953275816
36864 36 0.00499726632340392
37376 36.5 0.00502397346301255
37888 37 0.00505081122127991
38400 37.5 0.00507778743798053
38912 38 0.00510491912228187
39424 38.5 0.00513224188285777
39936 39 0.00515979901295153
40448 39.5 0.00518761997561808
40960 40 0.00521571184829873
41472 40.5 0.00524407404144196
41984 41 0.00527272028794458
42496 41.5 0.00530168288805957
43008 42 0.00533099326970228
