# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Dec 28 2024 at 17:51:11+0100
# parameter filename: "./TOV_K_90.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_90-vlab1557-p0003.laboratori.local-es858465-2024.12.28-16.51.03-8609
# Run ID: run-TOV_K_90-vlab1557-p0003.laboratori.local-es858465-2024.12.28-16.51.03-8609
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.5 1.05566049138863e-06 1.05566049138865e-06 1.05566049138866e-06
1024 1 1.86749707344407e-06 1.86749707344406e-06 1.86749707344408e-06
1536 1.5 2.71122156221889e-06 2.71122156221885e-06 2.71122156221883e-06
2048 2 3.0466623210317e-06 3.04666232103174e-06 3.04666232103159e-06
2560 2.5 3.1810075671388e-06 3.18100756713913e-06 3.18100756713887e-06
3072 3 3.49299285792229e-06 3.49299285792256e-06 3.49299285792244e-06
3584 3.5 3.60501360556819e-06 3.60501360556829e-06 3.60501360556843e-06
4096 4 3.6407157149597e-06 3.64071571496043e-06 3.64071571496024e-06
4608 4.5 3.75804729355736e-06 3.75804729355759e-06 3.75804729355739e-06
5120 5 3.83744246658235e-06 3.83744246658268e-06 3.83744246658307e-06
5632 5.5 3.88996001321765e-06 3.88996001321744e-06 3.88996001321751e-06
6144 6 3.93462484572286e-06 3.93462484572228e-06 3.93462484572225e-06
6656 6.5 3.94228518498382e-06 3.94228518498136e-06 3.94228518498381e-06
7168 7 3.88928109794636e-06 3.88928109794388e-06 3.88928109794595e-06
7680 7.5 3.83049349034e-06 3.83049349033899e-06 3.83049349033962e-06
8192 8 3.80373050327104e-06 3.80373050327148e-06 3.8037305032723e-06
8704 8.5 3.804898797487e-06 3.8048987974853e-06 3.80489879748774e-06
9216 9 3.8035109913134e-06 3.80351099131419e-06 3.80351099131298e-06
9728 9.5 3.78787063179365e-06 3.78787063179462e-06 3.787870631797e-06
10240 10 3.75022529373842e-06 3.75022529373464e-06 3.75022529374095e-06
10752 10.5 3.6790221131586e-06 3.67902211316323e-06 3.67902211315614e-06
11264 11 3.5969184781271e-06 3.59691847813477e-06 3.59691847812559e-06
11776 11.5 3.54755422932796e-06 3.54755422932213e-06 3.54755422932564e-06
12288 12 3.47496615902038e-06 3.47496615901131e-06 3.47496615901234e-06
12800 12.5 3.34063240126201e-06 3.34063240125967e-06 3.34063240125691e-06
13312 13 3.26115825661015e-06 3.26115825661119e-06 3.2611582566126e-06
13824 13.5 3.22416076566437e-06 3.22416076566729e-06 3.2241607656644e-06
14336 14 3.1315339862163e-06 3.13153398622025e-06 3.13153398621373e-06
14848 14.5 3.03212349291396e-06 3.03212349291869e-06 3.03212349291933e-06
15360 15 3.01256115772953e-06 3.01256115773393e-06 3.01256115773632e-06
15872 15.5 3.05820777634754e-06 3.05820777634453e-06 3.05820777634497e-06
16384 16 3.12892301188418e-06 3.12892301188272e-06 3.12892301187649e-06
16896 16.5 3.20824675791807e-06 3.20824675790921e-06 3.2082467579076e-06
17408 17 3.29797375933395e-06 3.29797375931863e-06 3.29797375931855e-06
17920 17.5 3.4191751611552e-06 3.41917516114166e-06 3.41917516114115e-06
18432 18 3.51935663263763e-06 3.51935663263573e-06 3.51935663263489e-06
18944 18.5 3.56911040426854e-06 3.56911040426838e-06 3.56911040426455e-06
19456 19 3.66807917812313e-06 3.66807917811698e-06 3.66807917812129e-06
19968 19.5 3.80046501310593e-06 3.80046501309767e-06 3.8004650131016e-06
20480 20 3.87863858238829e-06 3.87863858239266e-06 3.87863858238552e-06
20992 20.5 3.93589092183262e-06 3.93589092183826e-06 3.93589092183175e-06
21504 21 3.98982272237488e-06 3.98982272237265e-06 3.98982272237738e-06
22016 21.5 4.03380026806372e-06 4.03380026805668e-06 4.03380026806432e-06
22528 22 4.06431893285156e-06 4.06431893285315e-06 4.0643189328522e-06
23040 22.5 4.0603062965149e-06 4.06030629650495e-06 4.06030629650781e-06
23552 23 4.02603588900616e-06 4.02603588899206e-06 4.02603588899233e-06
24064 23.5 3.94881287457393e-06 3.94881287457593e-06 3.9488128745717e-06
24576 24 3.8262645758441e-06 3.8262645758493e-06 3.82626457584578e-06
25088 24.5 3.72760636946258e-06 3.72760636945661e-06 3.72760636945709e-06
25600 25 3.71164360690035e-06 3.7116436068913e-06 3.71164360689604e-06
26112 25.5 3.69770385958782e-06 3.69770385958562e-06 3.69770385958649e-06
26624 26 3.65102698766566e-06 3.65102698766694e-06 3.65102698766349e-06
27136 26.5 3.66015982061933e-06 3.6601598206207e-06 3.66015982062076e-06
27648 27 3.6989912341894e-06 3.69899123419473e-06 3.69899123419163e-06
28160 27.5 3.72957112431555e-06 3.72957112431818e-06 3.72957112431534e-06
28672 28 3.78994688682376e-06 3.78994688681835e-06 3.78994688681053e-06
29184 28.5 3.87705165333343e-06 3.8770516533262e-06 3.87705165331707e-06
29696 29 3.94344530972686e-06 3.94344530973112e-06 3.94344530972765e-06
30208 29.5 3.98302090964546e-06 3.9830209096526e-06 3.98302090966196e-06
30720 30 4.03450581133741e-06 4.03450581134126e-06 4.03450581135319e-06
31232 30.5 4.1285420905789e-06 4.12854209057646e-06 4.12854209058902e-06
31744 31 4.23074466414226e-06 4.23074466414413e-06 4.23074466414914e-06
32256 31.5 4.30351453409846e-06 4.30351453410739e-06 4.3035145341063e-06
32768 32 4.36078818149575e-06 4.36078818149597e-06 4.36078818149393e-06
33280 32.5 4.39544108945977e-06 4.39544108945956e-06 4.39544108945711e-06
33792 33 4.39730827594402e-06 4.39730827595151e-06 4.39730827594147e-06
34304 33.5 4.37246005671562e-06 4.37246005671753e-06 4.37246005671359e-06
34816 34 4.30871407857594e-06 4.30871407856642e-06 4.30871407857449e-06
35328 34.5 4.21899959752899e-06 4.2189995975309e-06 4.21899959753927e-06
35840 35 4.13876081675923e-06 4.13876081676583e-06 4.13876081676836e-06
36352 35.5 4.09062837989734e-06 4.09062837989363e-06 4.09062837990564e-06
36864 36 4.06635185878103e-06 4.06635185877813e-06 4.06635185878879e-06
37376 36.5 4.03230742401314e-06 4.03230742402034e-06 4.0323074240199e-06
37888 37 3.99234986911489e-06 3.99234986912347e-06 3.99234986912325e-06
38400 37.5 3.95556472633085e-06 3.95556472633673e-06 3.95556472634031e-06
38912 38 3.9105717996805e-06 3.91057179968709e-06 3.91057179969244e-06
39424 38.5 3.87621898278019e-06 3.87621898279343e-06 3.87621898279863e-06
39936 39 3.86042853549752e-06 3.86042853551697e-06 3.86042853551275e-06
40448 39.5 3.85468978110443e-06 3.85468978112168e-06 3.85468978111176e-06
40960 40 3.87324709207386e-06 3.87324709208801e-06 3.87324709207815e-06
41472 40.5 3.91139728844285e-06 3.91139728844874e-06 3.91139728844214e-06
41984 41 3.93853531010522e-06 3.93853531010976e-06 3.93853531010844e-06
42496 41.5 3.93789031699391e-06 3.93789031699935e-06 3.93789031700656e-06
43008 42 3.91884084402053e-06 3.91884084403014e-06 3.9188408440325e-06
43520 42.5 3.90081875570505e-06 3.90081875572171e-06 3.90081875571363e-06
44032 43 3.89663907551648e-06 3.89663907552753e-06 3.89663907551927e-06
44544 43.5 3.9128615390835e-06 3.91286153908029e-06 3.91286153907468e-06
45056 44 3.92766115485528e-06 3.92766115484925e-06 3.92766115485104e-06
45568 44.5 3.93646473784722e-06 3.93646473784669e-06 3.9364647378511e-06
46080 45 3.93991300304927e-06 3.93991300305136e-06 3.93991300305107e-06
46592 45.5 3.92487354800666e-06 3.92487354801608e-06 3.92487354800519e-06
47104 46 3.90706802536365e-06 3.90706802537544e-06 3.90706802535716e-06
47616 46.5 3.91881699125398e-06 3.91881699126188e-06 3.91881699124477e-06
48128 47 3.93721002013795e-06 3.93721002014788e-06 3.93721002013722e-06
48640 47.5 3.91681168783884e-06 3.91681168785762e-06 3.9168116878528e-06
49152 48 3.88426401217637e-06 3.88426401218778e-06 3.88426401218832e-06
49664 48.5 3.86517953702498e-06 3.86517953702461e-06 3.86517953702899e-06
50176 49 3.85330799638881e-06 3.853307996381e-06 3.8533079963886e-06
50688 49.5 3.85644845961681e-06 3.85644845960619e-06 3.85644845961481e-06
