# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Dec 28 2024 at 17:51:11+0100
# parameter filename: "./TOV_K_90.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_90-vlab1557-p0003.laboratori.local-es858465-2024.12.28-16.51.03-8609
# Run ID: run-TOV_K_90-vlab1557-p0003.laboratori.local-es858465-2024.12.28-16.51.03-8609
#
# ADMBASE::betax (admbase-shift)
# 1:iteration 2:time 3:data
# data columns: 3:betax 4:betay 5:betaz
0 0 0 0 0
512 0.5 7.65956182903221e-07 7.65956182903233e-07 7.6595618290323e-07
1024 1 2.52846333240742e-06 2.5284633324074e-06 2.52846333240738e-06
1536 1.5 2.90964087337491e-06 2.90964087337492e-06 2.90964087337491e-06
2048 2 4.26960098168934e-06 4.26960098168934e-06 4.26960098168933e-06
2560 2.5 5.14289712297096e-06 5.14289712297096e-06 5.14289712297095e-06
3072 3 5.88851120384726e-06 5.88851120384725e-06 5.88851120384725e-06
3584 3.5 6.57217175905109e-06 6.57217175905108e-06 6.57217175905108e-06
4096 4 1.46603150864056e-05 1.46603150864034e-05 1.46603150864029e-05
4608 4.5 3.56278617095442e-05 3.56278617095412e-05 3.56278617095419e-05
5120 5 6.48721822152928e-05 6.48721822152886e-05 6.48721822152934e-05
5632 5.5 0.000102835138609296 0.000102835138609309 0.000102835138609288
6144 6 0.000148761162865799 0.000148761162865842 0.000148761162865816
6656 6.5 0.000200452402129757 0.000200452402129749 0.000200452402129814
7168 7 0.00025548284229518 0.000255482842295122 0.000255482842295181
7680 7.5 0.000312814455116895 0.000312814455116912 0.00031281445511677
8192 8 0.00037233510724536 0.000372335107245394 0.000372335107245217
8704 8.5 0.000433077571826432 0.000433077571826314 0.000433077571826441
9216 9 0.000493207152885885 0.000493207152885687 0.000493207152886064
9728 9.5 0.000551715393939312 0.000551715393939241 0.000551715393939359
10240 10 0.000608892965393418 0.000608892965393602 0.000608892965393185
10752 10.5 0.000665159350699077 0.000665159350699362 0.000665159350698905
11264 11 0.000720589860171398 0.000720589860171471 0.000720589860171646
11776 11.5 0.000775670477123618 0.000775670477123458 0.000775670477124113
12288 12 0.000831366877352046 0.000831366877351922 0.000831366877352235
12800 12.5 0.000888018144128999 0.000888018144129039 0.000888018144128688
13312 13 0.000944906576607652 0.000944906576607676 0.000944906576607263
13824 13.5 0.00100138296995513 0.00100138296995508 0.00100138296995509
14336 14 0.00105774169364857 0.00105774169364863 0.00105774169364885
14848 14.5 0.00111452477757985 0.00111452477758006 0.00111452477758011
15360 15 0.00117164948217116 0.00117164948217126 0.00117164948217115
15872 15.5 0.00122870087508165 0.0012287008750815 0.00122870087508136
16384 16 0.00128550404282508 0.00128550404282499 0.00128550404282476
16896 16.5 0.00134211385236578 0.001342113852366 0.00134211385236576
17408 17 0.00139881486625249 0.00139881486625275 0.00139881486625281
17920 17.5 0.00145621523528776 0.00145621523528768 0.00145621523528799
18432 18 0.00151458637369467 0.0015145863736944 0.00151458637369456
18944 18.5 0.00157298799831734 0.00157298799831731 0.00157298799831706
19456 19 0.00162982018690468 0.001629820186905 0.00162982018690454
19968 19.5 0.00168445233499318 0.00168445233499345 0.00168445233499315
20480 20 0.00173772146377867 0.00173772146377849 0.00173772146377857
20992 20.5 0.00179071961515633 0.0017907196151559 0.00179071961515626
21504 21 0.00184370128773509 0.00184370128773494 0.0018437012877353
22016 21.5 0.00189633126225865 0.00189633126225882 0.00189633126225898
22528 22 0.00194831050217435 0.00194831050217444 0.00194831050217434
23040 22.5 0.00199923130534199 0.00199923130534196 0.00199923130534165
23552 23 0.00204819946543756 0.00204819946543769 0.00204819946543739
24064 23.5 0.00209437584517593 0.00209437584517606 0.00209437584517612
