# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Jan 13 2025 at 12:06:04+0100
# parameter filename: "./TOV_K_105_res_1_0.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_105_res_1_0-vlab1557-p0003.laboratori.local-es858465-2025.01.13-11.06.00-4523
# Run ID: run-TOV_K_105_res_1_0-vlab1557-p0003.laboratori.local-es858465-2025.01.13-11.06.00-4523
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 1.44578721665161e-06
512 0.25 6.37961217154382e-06
1024 0.5 9.85589299853221e-06
1536 0.75 1.25277790727966e-05
2048 1 1.4635585244294e-05
2560 1.25 1.61651986349737e-05
3072 1.5 1.70645935120567e-05
3584 1.75 1.74209077085654e-05
4096 2 1.73227713510899e-05
4608 2.25 1.71034124612959e-05
5120 2.5 1.69734940512024e-05
5632 2.75 1.70826578165278e-05
6144 3 1.75360059160705e-05
6656 3.25 1.80415586202454e-05
7168 3.5 1.84291739188895e-05
7680 3.75 1.86271872479464e-05
8192 4 1.86209501715956e-05
8704 4.25 1.84893683289229e-05
9216 4.5 1.83194774685814e-05
9728 4.75 1.82019261285352e-05
10240 5 1.82250319593859e-05
10752 5.25 1.85109906889633e-05
11264 5.5 1.88344968989207e-05
11776 5.75 1.90416766292878e-05
12288 6 1.9089881883159e-05
12800 6.25 1.90538022400164e-05
13312 6.5 1.89833017915848e-05
13824 6.75 1.8904379706701e-05
14336 7 1.88705803338677e-05
14848 7.25 1.89265417363758e-05
15360 7.5 1.91533804800798e-05
15872 7.75 1.93617738409947e-05
16384 8 1.94478551509583e-05
16896 8.25 1.94327782872074e-05
17408 8.5 1.93975672542108e-05
17920 8.75 1.93795419018339e-05
18432 9 1.93557624846957e-05
18944 9.25 1.93625581169615e-05
19456 9.5 1.9445364936159e-05
19968 9.75 1.95908239881609e-05
20480 10 1.96955478285406e-05
20992 10.25 1.97152954585992e-05
21504 10.5 1.97001834509017e-05
22016 10.75 1.96802710499579e-05
22528 11 1.9665479483427e-05
23040 11.25 1.96441689395989e-05
23552 11.5 1.96679458727596e-05
24064 11.75 1.97706036165784e-05
24576 12 1.98967355429672e-05
25088 12.25 1.99442495888023e-05
25600 12.5 1.99129609700382e-05
26112 12.75 1.98606647899432e-05
26624 13 1.98595383325251e-05
27136 13.25 1.98884891161271e-05
27648 13.5 1.99109661744967e-05
28160 13.75 1.99397552821159e-05
28672 14 2.00054664131653e-05
29184 14.25 2.00812547347172e-05
29696 14.5 2.01086544923451e-05
30208 14.75 2.00890713399688e-05
30720 15 2.00573583971972e-05
31232 15.25 2.00539235700321e-05
31744 15.5 2.00703702541653e-05
32256 15.75 2.0111957270142e-05
32768 16 2.01665765988414e-05
33280 16.25 2.02213098844299e-05
33792 16.5 2.02544446235083e-05
34304 16.75 2.02585012485745e-05
34816 17 2.02642232691552e-05
35328 17.25 2.02679955258942e-05
35840 17.5 2.02635870462051e-05
36352 17.75 2.02595050232859e-05
36864 18 2.0296570457317e-05
37376 18.25 2.03545304063374e-05
37888 18.5 2.03935435789172e-05
38400 18.75 2.04040746513117e-05
38912 19 2.04248038848475e-05
39424 19.25 2.04454493409411e-05
39936 19.5 2.04652555369013e-05
40448 19.75 2.04584405945298e-05
40960 20 2.04586473012969e-05
41472 20.25 2.04992807857056e-05
41984 20.5 2.05317123581887e-05
42496 20.75 2.05424159081948e-05
43008 21 2.05338759310869e-05
43520 21.25 2.05574762076689e-05
44032 21.5 2.05917863969199e-05
44544 21.75 2.06082609369945e-05
45056 22 2.06148462165578e-05
45568 22.25 2.06451309527296e-05
46080 22.5 2.06876080152249e-05
46592 22.75 2.07053049153737e-05
47104 23 2.06896726346795e-05
47616 23.25 2.069926165183e-05
48128 23.5 2.07354762121185e-05
48640 23.75 2.07633594781025e-05
49152 24 2.07552477368662e-05
49664 24.25 2.07253321105788e-05
50176 24.5 2.07483282509445e-05
50688 24.75 2.08208788579975e-05
51200 25 2.08772767056856e-05
51712 25.25 2.08804319638001e-05
52224 25.5 2.08774393302825e-05
52736 25.75 2.08984855903426e-05
53248 26 2.09144269927084e-05
53760 26.25 2.09176156968886e-05
54272 26.5 2.0907400746923e-05
54784 26.75 2.09179195932755e-05
55296 27 2.09530095286667e-05
55808 27.25 2.10096805511895e-05
56320 27.5 2.10542694706582e-05
56832 27.75 2.10871154516594e-05
57344 28 2.11148086471016e-05
57856 28.25 2.11197234879481e-05
58368 28.5 2.11124773748377e-05
58880 28.75 2.11152280211573e-05
59392 29 2.11290483255678e-05
59904 29.25 2.11618045542754e-05
60416 29.5 2.11916743912672e-05
60928 29.75 2.1241474325214e-05
61440 30 2.12813610321345e-05
61952 30.25 2.12997791200772e-05
