# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Jan 13 2025 at 12:06:04+0100
# parameter filename: "./TOV_K_105_res_1_0.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_K_105_res_1_0-vlab1557-p0003.laboratori.local-es858465-2025.01.13-11.06.00-4523
# Run ID: run-TOV_K_105_res_1_0-vlab1557-p0003.laboratori.local-es858465-2025.01.13-11.06.00-4523
#
# HYDROBASE::eps (hydrobase-eps)
# 1:iteration 2:time 3:data
# data columns: 3:eps
0 0 0.13439999920717
512 0.25 0.134322238530259
1024 0.5 0.13423995578443
1536 0.75 0.134158694332507
2048 1 0.134080229012443
2560 1.25 0.134004421882107
3072 1.5 0.133932809048801
3584 1.75 0.133866376124268
4096 2 0.133805594409804
4608 2.25 0.133748632929852
5120 2.5 0.133694644794204
5632 2.75 0.1336434905906
6144 3 0.133595034431782
6656 3.25 0.133549122557146
7168 3.5 0.133505636440023
7680 3.75 0.133466304760624
8192 4 0.13343156958402
8704 4.25 0.133401034222594
9216 4.5 0.133374197184422
9728 4.75 0.133350461219328
10240 5 0.133329136345022
10752 5.25 0.133309464616748
11264 5.5 0.133290651443095
11776 5.75 0.133271904713095
12288 6 0.133252472708992
12800 6.25 0.133231659564021
13312 6.5 0.133208820147637
13824 6.75 0.133183354114376
14336 7 0.133154711743957
14848 7.25 0.133122413268221
15360 7.5 0.133086067287811
15872 7.75 0.133045383969811
16384 8 0.133000226091163
16896 8.25 0.132950686872254
17408 8.5 0.13289686256709
17920 8.75 0.132839528102919
18432 9 0.132780457557882
18944 9.25 0.132719747506615
19456 9.5 0.132657451868678
19968 9.75 0.132593584048113
20480 10 0.132528046309186
20992 10.25 0.132460621445836
21504 10.5 0.132391071285022
22016 10.75 0.132319276385153
22528 11 0.132245287937603
23040 11.25 0.132169240583566
23552 11.5 0.132091221033556
24064 11.75 0.13201122337139
24576 12 0.13192920282288
25088 12.25 0.131845135336961
25600 12.5 0.131759052210388
26112 12.75 0.131671036324486
26624 13 0.131581214888277
27136 13.25 0.131489739073795
27648 13.5 0.131396703189135
28160 13.75 0.131302101792078
28672 14 0.131205891338451
29184 14.25 0.131107984983123
29696 14.5 0.131007846437409
30208 14.75 0.130905364533532
30720 15 0.130800607146212
31232 15.25 0.130693707857922
31744 15.5 0.130584831422122
32256 15.75 0.13047407713911
32768 16 0.13036144817034
33280 16.25 0.130246923837629
33792 16.5 0.130130513434683
34304 16.75 0.130012225415613
34816 17 0.129892054534635
35328 17.25 0.129769976448129
35840 17.5 0.129645990013466
36352 17.75 0.12952008446456
36864 18 0.12939222220397
37376 18.25 0.129262390434212
37888 18.5 0.129130649233844
38400 18.75 0.128997119539951
38912 19 0.128861953745268
39424 19.25 0.128725327150179
39936 19.5 0.128587414857182
40448 19.75 0.12844834429184
40960 20 0.128308194153058
41472 20.25 0.128167071061714
41984 20.5 0.128025175237016
42496 20.75 0.127882764853104
43008 21 0.127740055773253
43520 21.25 0.12759716435132
44032 21.5 0.127454139669428
44544 21.75 0.127311042653133
45056 22 0.127168000471235
45568 22.25 0.127025189136727
46080 22.5 0.126882755530903
46592 22.75 0.126740749927281
47104 23 0.126599132335856
47616 23.25 0.126457833693842
48128 23.5 0.126316800325266
48640 23.75 0.126175991614451
49152 24 0.126035359045297
49664 24.25 0.125894830803751
50176 24.5 0.125754303411125
50688 24.75 0.125613653669105
51200 25 0.125472784573478
51712 25.25 0.125331671030636
52224 25.5 0.125190346586895
52736 25.75 0.125048830998873
53248 26 0.124907070438145
53760 26.25 0.124764950678373
54272 26.5 0.124622367138665
54784 26.75 0.124479284027776
55296 27 0.124335730850826
55808 27.25 0.124191746588739
56320 27.5 0.124047339033322
56832 27.75 0.123902517498341
57344 28 0.123757369217345
57856 28.25 0.123612079423516
58368 28.5 0.12346685041036
58880 28.75 0.123321803228994
59392 29 0.12317697440627
59904 29.25 0.123032402094206
60416 29.5 0.122888191100864
60928 29.75 0.122744488062384
61440 30 0.122601412809659
61952 30.25 0.122459028205908
62464 30.5 0.122317374858439
62976 30.75 0.122176498621656
63488 31 0.122036460899168
64000 31.25 0.121897316100229
64512 31.5 0.12175907501968
65024 31.75 0.121621668090742
65536 32 0.121484952920678
66048 32.25 0.121348776476766
66560 32.5 0.121213034228019
67072 32.75 0.121077662550027
67584 33 0.120942575533825
68096 33.25 0.12080762127042
68608 33.5 0.120672606486023
69120 33.75 0.120537356624863
69632 34 0.120401742164336
70144 34.25 0.120265645556838
70656 34.5 0.120128910620679
71168 34.75 0.119991338448752
71680 35 0.119852750115493
72192 35.25 0.119713059277867
72704 35.5 0.119572271321748
73216 35.75 0.119430395605735
73728 36 0.119287361299806
74240 36.25 0.119143033573153
74752 36.5 0.118997312264668
75264 36.75 0.118850201923148
75776 37 0.118701762394193
76288 37.25 0.1185520345338
76800 37.5 0.11840104696416
77312 37.75 0.11824887336287
77824 38 0.118095645482933
78336 38.25 0.11794152332431
78848 38.5 0.117786641882429
79360 38.75 0.117631093722624
79872 39 0.117474953977985
80384 39.25 0.1173183122425
80896 39.5 0.117161286525773
81408 39.75 0.117004019026532
81920 40 0.116846654473117
82432 40.25 0.116689307024051
82944 40.5 0.116532041019029
83456 40.75 0.116374890814101
83968 41 0.116217903971823
84480 41.25 0.116061157546705
84992 41.5 0.115904729551982
85504 41.75 0.11574867333041
86016 42 0.115593040232371
86528 42.25 0.115437915905231
87040 42.5 0.115283401472018
87552 42.75 0.115129552311617
88064 43 0.114976365275635
88576 43.25 0.114823847393912
89088 43.5 0.114672082724679
89600 43.75 0.114521214570853
90112 44 0.114371372098649
90624 44.25 0.11422262712323
91136 44.5 0.114075011848573
91648 44.75 0.113928566752425
92160 45 0.113783380205252
92672 45.25 0.113639587270025
93184 45.5 0.113497314691445
93696 45.75 0.113356623936897
94208 46 0.11321753644972
94720 46.25 0.113080128484288
95232 46.5 0.112944566234669
95744 46.75 0.112811014512929
96256 47 0.112679531767063
96768 47.25 0.112550095219744
97280 47.5 0.112422720515744
97792 47.75 0.112297511576461
98304 48 0.112174583420477
98816 48.25 0.112053974839895
99328 48.5 0.111935661848373
99840 48.75 0.11181963218629
100352 49 0.111705917383548
100864 49.25 0.111594573444955
101376 49.5 0.111485632053942
101888 49.75 0.111379097829056
102400 50 0.111274961596499
102912 50.25 0.111173174899348
103424 50.5 0.1110736392004
103936 50.75 0.110976251478844
104448 51 0.110880968143664
104960 51.25 0.110787806768035
105472 51.5 0.110696778202162
105984 51.75 0.110607827677941
106496 52 0.110520842898116
107008 52.25 0.110435706949334
107520 52.5 0.110352322024092
108032 52.75 0.110270629270367
108544 53 0.110190574874047
109056 53.25 0.110112073349774
109568 53.5 0.110035021854801
110080 53.75 0.109959345327275
110592 54 0.109885014771361
111104 54.25 0.109812021870676
111616 54.5 0.109740346676024
112128 54.75 0.109669947219889
112640 55 0.109600720126225
113152 55.25 0.109532422165355
113664 55.5 0.109465003851918
114176 55.75 0.109398480701051
114688 56 0.109332887931899
115200 56.25 0.109268230003265
115712 56.5 0.109204465930695
116224 56.75 0.109141550323631
116736 57 0.109079485074151
117248 57.25 0.109018321549757
117760 57.5 0.108958111505864
118272 57.75 0.108898854463623
118784 58 0.108840493280897
119296 58.25 0.108782990464647
119808 58.5 0.108726377886052
120320 58.75 0.108670722531733
120832 59 0.10861605019604
121344 59.25 0.108562323221124
121856 59.5 0.108509505156557
122368 59.75 0.108457622271285
122880 60 0.108406734538851
123392 60.25 0.108356857570285
123904 60.5 0.10830794601927
124416 60.75 0.108259959400283
124928 61 0.108212916105892
125440 61.25 0.108166866875469
125952 61.5 0.108121839344181
126464 61.75 0.108077837937865
126976 62 0.108034902366266
127488 62.25 0.107993091113206
128000 62.5 0.107952408005597
128512 62.75 0.107912806146175
129024 63 0.10787425241143
129536 63.25 0.107836768924905
130048 63.5 0.107800385029593
130560 63.75 0.107765411777077
131072 64 0.107732731333207
131584 64.25 0.107702303036381
132096 64.5 0.107674041017738
132608 64.75 0.107647817925913
133120 65 0.107623462262113
133632 65.25 0.107600796153942
134144 65.5 0.107579650381325
134656 65.75 0.107559869095806
135168 66 0.10754131395726
135680 66.25 0.107523893898426
136192 66.5 0.107507578251652
136704 66.75 0.107492344760873
137216 67 0.107478136511758
137728 67.25 0.107464887992665
138240 67.5 0.107452572147791
138752 67.75 0.107441193692317
139264 68 0.107430743247948
139776 68.25 0.107421182569831
140288 68.5 0.107412474091108
140800 68.75 0.107404602677476
141312 69 0.107397563452065
141824 69.25 0.10739135053027
142336 69.5 0.107385973986537
142848 69.75 0.107381474512615
143360 70 0.107377898872468
143872 70.25 0.10737526134145
144384 70.5 0.107373548256865
144896 70.75 0.107372764770712
145408 71 0.107372955595605
145920 71.25 0.107374161545921
146432 71.5 0.107376366581631
146944 71.75 0.107379510596252
147456 72 0.107383556011055
147968 72.25 0.107388524517789
148480 72.5 0.1073944650887
148992 72.75 0.107401405855463
149504 73 0.107409349686273
150016 73.25 0.107418299214161
150528 73.5 0.107428260943019
151040 73.75 0.107439226053405
