# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 11 2024 at 13:32:44+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-12.32.42-5424
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-12.32.42-5424
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.5 1.90741404559395e-05 1.90741404559373e-05 1.90741404559351e-05
1024 1 3.15853415988783e-05 3.15853415988803e-05 3.15853415988824e-05
1536 1.5 4.14857212424784e-05 4.14857212424613e-05 4.14857212424441e-05
2048 2 5.10545803731695e-05 5.10545803731584e-05 5.10545803731472e-05
2560 2.5 5.31989054401666e-05 5.31989054401686e-05 5.31989054401706e-05
3072 3 4.35134993055202e-05 4.35134993055332e-05 4.3513499305546e-05
3584 3.5 5.72981661527171e-05 5.72981661527165e-05 5.72981661527167e-05
4096 4 5.67569250664761e-05 5.67569250664471e-05 5.67569250664161e-05
4608 4.5 5.43048140530434e-05 5.43048140530512e-05 5.43048140530377e-05
5120 5 5.45541586322269e-05 5.45541586322606e-05 5.45541586322574e-05
5632 5.5 7.62661839033471e-05 7.62661839033222e-05 7.62661839033395e-05
6144 6 9.21403224310648e-05 9.21403224311988e-05 9.21403224306552e-05
6656 6.5 6.47919038612829e-05 6.47919038613499e-05 6.47919038601021e-05
7168 7 4.12959988722649e-05 4.12959988722488e-05 4.12959988720525e-05
7680 7.5 4.72383408871529e-05 4.7238340888109e-05 4.72383408853623e-05
8192 8 7.03645435407936e-05 7.03645435416148e-05 7.03645435401114e-05
8704 8.5 7.04439497708286e-05 7.0443949771975e-05 7.04439497707101e-05
9216 9 4.57554239795988e-05 4.57554239804657e-05 4.57554239803916e-05
9728 9.5 5.81492740454434e-05 5.81492740460451e-05 5.8149274042923e-05
10240 10 5.3048569263815e-05 5.30485692628283e-05 5.30485692616714e-05
10752 10.5 5.04272976248518e-05 5.04272976263164e-05 5.04272976266996e-05
11264 11 4.6153570115686e-05 4.61535701166795e-05 4.61535701170412e-05
11776 11.5 5.60766488175867e-05 5.607664881749e-05 5.60766488177311e-05
12288 12 5.32259016986561e-05 5.32259016967227e-05 5.32259016983907e-05
12800 12.5 4.33993569097295e-05 4.33993569080046e-05 4.33993569093958e-05
13312 13 4.35482978114374e-05 4.35482978114925e-05 4.35482978106006e-05
13824 13.5 4.04803204673894e-05 4.0480320467221e-05 4.04803204668518e-05
14336 14 5.19294809440335e-05 5.19294809444291e-05 5.19294809434383e-05
14848 14.5 6.58765445129638e-05 6.58765445115266e-05 6.58765445133648e-05
15360 15 7.03151963675957e-05 7.03151963658805e-05 7.03151963677655e-05
15872 15.5 6.40016326402998e-05 6.4001632639042e-05 6.40016326389793e-05
16384 16 4.25210836414375e-05 4.25210836413847e-05 4.25210836401419e-05
16896 16.5 4.72646602221564e-05 4.72646602216724e-05 4.72646602218911e-05
17408 17 5.77717374875052e-05 5.77717374849939e-05 5.7771737482656e-05
17920 17.5 6.78511460219636e-05 6.78511460202132e-05 6.78511460166405e-05
18432 18 8.02999735025877e-05 8.02999735039528e-05 8.02999735019014e-05
18944 18.5 8.76679025418894e-05 8.76679025448519e-05 8.76679025447677e-05
19456 19 8.00030178861929e-05 8.00030178885158e-05 8.0003017888792e-05
19968 19.5 5.75120492136721e-05 5.75120492153739e-05 5.75120492150623e-05
20480 20 4.12018355913676e-05 4.12018355934362e-05 4.12018355923884e-05
20992 20.5 4.35100598678451e-05 4.35100598673261e-05 4.35100598677169e-05
21504 21 5.0601530423719e-05 5.06015304271032e-05 5.06015304249387e-05
22016 21.5 5.25315107341678e-05 5.25315107343321e-05 5.25315107360443e-05
22528 22 5.92296396157867e-05 5.92296396160369e-05 5.9229639612694e-05
23040 22.5 8.75601875969048e-05 8.75601875989767e-05 8.75601875969177e-05
23552 23 8.83270503366672e-05 8.83270503361932e-05 8.83270503344526e-05
24064 23.5 5.67194690885196e-05 5.67194690849549e-05 5.67194690868818e-05
24576 24 5.29187086202094e-05 5.29187086200707e-05 5.2918708623339e-05
25088 24.5 4.62563395129038e-05 4.6256339511443e-05 4.62563395147262e-05
25600 25 4.79104271396868e-05 4.79104271387402e-05 4.79104271367561e-05
26112 25.5 4.21039303771876e-05 4.21039303758772e-05 4.21039303754738e-05
26624 26 3.27152474768026e-05 3.27152474751647e-05 3.27152474758235e-05
27136 26.5 3.70121698353917e-05 3.70121698363954e-05 3.70121698361837e-05
27648 27 4.41249060524474e-05 4.41249060559428e-05 4.41249060535404e-05
28160 27.5 3.26575899661924e-05 3.26575899686222e-05 3.26575899647953e-05
28672 28 3.38172049678173e-05 3.38172049662865e-05 3.38172049674105e-05
29184 28.5 4.12649642101626e-05 4.12649642117441e-05 4.12649642098604e-05
29696 29 4.02470152514067e-05 4.02470152519563e-05 4.02470152520299e-05
30208 29.5 4.8698465656385e-05 4.86984656572819e-05 4.86984656550147e-05
30720 30 7.28581774261888e-05 7.2858177426339e-05 7.28581774240802e-05
31232 30.5 5.71786543002058e-05 5.71786543010611e-05 5.71786543006308e-05
31744 31 6.86049748766729e-05 6.86049748797905e-05 6.86049748796894e-05
32256 31.5 8.04051491152804e-05 8.04051491150559e-05 8.04051491185887e-05
32768 32 7.33911218115043e-05 7.33911218116275e-05 7.33911218123593e-05
33280 32.5 8.31931119279133e-05 8.31931119287453e-05 8.31931119300277e-05
33792 33 8.73072966838893e-05 8.73072966829701e-05 8.73072966838419e-05
34304 33.5 0.000107909796637199 0.000107909796638176 0.000107909796638972
34816 34 0.000133719726054266 0.000133719726056519 0.00013371972605716
35328 34.5 0.000159179121209223 0.000159179121210245 0.000159179121211243
35840 35 0.00016654561627686 0.000166545616275525 0.000166545616276864
36352 35.5 0.000147054654634582 0.000147054654632949 0.000147054654632977
36864 36 0.000130405200391217 0.000130405200389907 0.000130405200393907
37376 36.5 0.000162639287888004 0.00016263928789015 0.000162639287891159
37888 37 0.000168711073630954 0.000168711073636978 0.000168711073635026
38400 37.5 0.000155534268145915 0.000155534268148472 0.000155534268146625
38912 38 0.000185144763150043 0.000185144763152615 0.000185144763154671
39424 38.5 0.000176223501554431 0.000176223501556054 0.000176223501552616
39936 39 0.00016271858600847 0.000162718586010898 0.000162718586009821
40448 39.5 0.000172076279466029 0.000172076279468772 0.000172076279464557
40960 40 0.000161386632473349 0.000161386632473732 0.000161386632473466
41472 40.5 0.000166172794598459 0.000166172794601003 0.000166172794593872
41984 41 0.000122278352840902 0.000122278352839236 0.000122278352834318
42496 41.5 0.000128560454752362 0.000128560454752777 0.000128560454749257
43008 42 0.000102615651989277 0.000102615651983308 0.000102615651983394
43520 42.5 0.000109085961855212 0.000109085961852646 0.000109085961850994
44032 43 9.19889995989721e-05 9.19889995993022e-05 9.19889995979417e-05
44544 43.5 7.32672692312625e-05 7.32672692287601e-05 7.32672692309201e-05
45056 44 7.41971111811615e-05 7.41971111768405e-05 7.41971111825801e-05
45568 44.5 7.12198932926651e-05 7.12198932974873e-05 7.12198932955365e-05
46080 45 8.58606364432555e-05 8.58606364430957e-05 8.58606364494011e-05
46592 45.5 9.98387213327318e-05 9.98387213289496e-05 9.98387213335321e-05
47104 46 9.0375574026229e-05 9.03755740257202e-05 9.03755740278471e-05
47616 46.5 6.90058476332549e-05 6.90058476369851e-05 6.90058476377694e-05
48128 47 7.50084502016448e-05 7.50084502091609e-05 7.50084502034356e-05
48640 47.5 5.04418767396395e-05 5.04418767407301e-05 5.04418767424889e-05
49152 48 6.53297789779752e-05 6.53297789781139e-05 6.53297789866472e-05
49664 48.5 4.14812073449347e-05 4.14812073460966e-05 4.14812073484101e-05
50176 49 5.86592784852038e-05 5.86592784874422e-05 5.86592784935519e-05
50688 49.5 7.58800401427844e-05 7.58800401446074e-05 7.58800401445537e-05
51200 50 7.99578770591494e-05 7.99578770611594e-05 7.9957877059025e-05
51712 50.5 6.63363623099703e-05 6.63363623101239e-05 6.63363623062132e-05
52224 51 7.0507105235815e-05 7.05071052375997e-05 7.05071052328688e-05
52736 51.5 5.38677791336488e-05 5.38677791380161e-05 5.38677791380333e-05
53248 52 6.10880347250299e-05 6.10880347325641e-05 6.10880347267454e-05
53760 52.5 5.30831795664013e-05 5.30831795719129e-05 5.30831795764086e-05
54272 53 6.0231157573563e-05 6.02311575792571e-05 6.02311575797646e-05
54784 53.5 6.79679328027965e-05 6.7967932803488e-05 6.7967932803054e-05
55296 54 6.37322040255333e-05 6.37322040293297e-05 6.37322040259125e-05
55808 54.5 3.96955922270114e-05 3.96955922278645e-05 3.96955922312768e-05
56320 55 3.20258604997155e-05 3.20258604990142e-05 3.20258604995447e-05
56832 55.5 4.34191127755365e-05 4.34191127694802e-05 4.34191127695649e-05
57344 56 4.90196781836774e-05 4.90196781847057e-05 4.90196781850465e-05
57856 56.5 4.00451191088631e-05 4.00451191210407e-05 4.00451191222624e-05
58368 57 4.19546866391165e-05 4.19546866403208e-05 4.19546866424337e-05
58880 57.5 5.62723535544877e-05 5.62723535540159e-05 5.62723535549806e-05
59392 58 5.69187079520592e-05 5.69187079487176e-05 5.69187079480187e-05
59904 58.5 4.41554978232201e-05 4.41554978225548e-05 4.41554978203456e-05
60416 59 4.05858406978979e-05 4.05858406954427e-05 4.05858406949467e-05
60928 59.5 4.08406476401436e-05 4.08406476383154e-05 4.08406476395149e-05
61440 60 3.75709241036437e-05 3.75709241032688e-05 3.75709241041778e-05
61952 60.5 5.08149789105107e-05 5.08149789045096e-05 5.081497891045e-05
62464 61 5.75742781088923e-05 5.75742781041381e-05 5.75742781090933e-05
62976 61.5 5.61380893732248e-05 5.61380893745487e-05 5.61380893730321e-05
63488 62 4.90697753339535e-05 4.90697753373791e-05 4.9069775333292e-05
64000 62.5 4.435935723942e-05 4.43593572389751e-05 4.43593572401332e-05
64512 63 4.30364782526955e-05 4.30364782547883e-05 4.30364782530236e-05
65024 63.5 4.63533154415662e-05 4.63533154438889e-05 4.63533154444469e-05
65536 64 3.77721127064443e-05 3.77721127049185e-05 3.77721127060113e-05
66048 64.5 5.08260673477585e-05 5.08260673430499e-05 5.08260673485282e-05
66560 65 5.54318230665945e-05 5.54318230644094e-05 5.54318230694861e-05
67072 65.5 4.64086450521906e-05 4.64086450531056e-05 4.64086450536019e-05
67584 66 3.31792354163057e-05 3.3179235413851e-05 3.31792354157138e-05
68096 66.5 3.31031299492384e-05 3.3103129951819e-05 3.31031299493643e-05
68608 67 3.39699301137161e-05 3.39699301140083e-05 3.39699301145826e-05
69120 67.5 4.24697177028077e-05 4.24697177090472e-05 4.24697177068253e-05
69632 68 4.56003312548627e-05 4.56003312583424e-05 4.56003312563221e-05
70144 68.5 4.07686853537324e-05 4.07686853509561e-05 4.0768685351878e-05
70656 69 3.53170804383308e-05 3.53170804304221e-05 3.53170804352073e-05
71168 69.5 3.45793714799301e-05 3.45793714734106e-05 3.45793714773596e-05
71680 70 3.6684560898614e-05 3.66845608988127e-05 3.66845608978002e-05
72192 70.5 3.76003468823258e-05 3.76003468881466e-05 3.76003468854201e-05
72704 71 3.69343393555071e-05 3.69343393614324e-05 3.69343393614514e-05
73216 71.5 3.63116965661374e-05 3.6311696567783e-05 3.63116965684104e-05
73728 72 3.51192727921631e-05 3.51192727893268e-05 3.51192727876034e-05
74240 72.5 3.16725615305387e-05 3.16725615260444e-05 3.16725615250045e-05
74752 73 2.91387271017013e-05 2.91387270998426e-05 2.91387270976558e-05
75264 73.5 3.06797958627293e-05 3.06797958619315e-05 3.06797958596996e-05
75776 74 3.18597520225783e-05 3.18597520236733e-05 3.18597520229603e-05
76288 74.5 3.66075804564549e-05 3.66075804627637e-05 3.66075804561787e-05
76800 75 3.90729157594775e-05 3.90729157624619e-05 3.9072915758722e-05
77312 75.5 3.75591586338111e-05 3.75591586315201e-05 3.75591586332113e-05
77824 76 3.45447785785142e-05 3.45447785737868e-05 3.45447785766836e-05
78336 76.5 3.52323046618871e-05 3.52323046627383e-05 3.52323046595596e-05
78848 77 3.46944505059338e-05 3.46944505043896e-05 3.46944505056304e-05
79360 77.5 3.16564311402845e-05 3.16564311451225e-05 3.16564311495182e-05
79872 78 3.34969548456838e-05 3.34969548509215e-05 3.34969548499893e-05
80384 78.5 3.73670343200164e-05 3.73670343213367e-05 3.73670343145552e-05
80896 79 4.23037223346047e-05 4.23037223311686e-05 4.23037223249651e-05
81408 79.5 4.59198339348635e-05 4.59198339288135e-05 4.5919833927182e-05
81920 80 4.60144478582886e-05 4.6014447852595e-05 4.60144478552849e-05
82432 80.5 4.22284685888419e-05 4.22284685868259e-05 4.22284685915923e-05
82944 81 3.61330607477731e-05 3.61330607521335e-05 3.61330607550337e-05
83456 81.5 3.35029394649372e-05 3.35029394702522e-05 3.3502939467886e-05
83968 82 3.22485397439279e-05 3.22485397450222e-05 3.22485397436257e-05
84480 82.5 3.53518837781415e-05 3.53518837812209e-05 3.53518837840166e-05
84992 83 3.42426408113683e-05 3.4242640812198e-05 3.42426408160664e-05
85504 83.5 4.05793363373585e-05 4.05793363330539e-05 4.05793363341809e-05
86016 84 4.56298412690259e-05 4.56298412670334e-05 4.56298412703615e-05
86528 84.5 4.64412284917247e-05 4.6441228492925e-05 4.64412284973948e-05
87040 85 4.31949363114754e-05 4.3194936314087e-05 4.31949363151531e-05
87552 85.5 3.70023637983023e-05 3.70023637984811e-05 3.70023637951451e-05
88064 86 3.54549007916613e-05 3.54549007865235e-05 3.54549007885464e-05
88576 86.5 3.1784551011532e-05 3.1784551006166e-05 3.17845510092513e-05
89088 87 2.97768245164026e-05 2.97768245154462e-05 2.97768245185054e-05
89600 87.5 3.81903507996472e-05 3.81903508046142e-05 3.81903508065593e-05
90112 88 4.6864259520707e-05 4.68642595251902e-05 4.6864259527345e-05
90624 88.5 4.91741971890667e-05 4.91741971893864e-05 4.91741971888265e-05
