# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 11 2024 at 13:32:44+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-12.32.42-5424
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-12.32.42-5424
#
# HYDROBASE::vel[0] (hydrobase-vel)
# 1:iteration 2:time 3:data
# data columns: 3:vel[0] 4:vel[1] 5:vel[2]
0 0 0 0 0
512 0.5 -0.00455543169125738 -0.00455543169125738 -0.00455543169125737
1024 1 -0.0090032680299255 -0.0090032680299255 -0.0090032680299255
1536 1.5 -0.0132803672303884 -0.0132803672303884 -0.0132803672303884
2048 2 -0.0175531348446402 -0.0175531348446402 -0.0175531348446402
2560 2.5 -0.0219218311640668 -0.0219218311640668 -0.0219218311640668
3072 3 -0.0262848708393162 -0.0262848708393162 -0.0262848708393162
3584 3.5 -0.030617808332981 -0.030617808332981 -0.030617808332981
4096 4 -0.0349108349650094 -0.0349108349650094 -0.0349108349650094
4608 4.5 -0.0391466252245497 -0.0391466252245497 -0.0391466252245497
5120 5 -0.0433140107589206 -0.0433140107589206 -0.0433140107589205
5632 5.5 -0.0474033894837512 -0.0474033894837512 -0.047403389483751
6144 6 -0.051404266218143 -0.051404266218143 -0.0514042662181428
6656 6.5 -0.0553640671205549 -0.0553640671205549 -0.0553640671205547
7168 7 -0.0595250931133672 -0.0595250931133674 -0.0595250931133675
7680 7.5 -0.0635953586828417 -0.0635953586828419 -0.0635953586828421
8192 8 -0.0675810325119752 -0.0675810325119751 -0.0675810325119749
8704 8.5 -0.0714806334708838 -0.0714806334708837 -0.0714806334708833
9216 9 -0.0752853793178718 -0.075285379317872 -0.0752853793178718
9728 9.5 -0.0789915605355413 -0.0789915605355413 -0.0789915605355416
10240 10 -0.0826017964715532 -0.082601796471553 -0.0826017964715534
10752 10.5 -0.0861165862560026 -0.0861165862560026 -0.0861165862560026
11264 11 -0.0895317312264451 -0.0895317312264453 -0.0895317312264449
11776 11.5 -0.0928439391666435 -0.0928439391666437 -0.0928439391666431
12288 12 -0.0960557475201774 -0.0960557475201769 -0.0960557475201772
12800 12.5 -0.0991734394234729 -0.0991734394234724 -0.0991734394234729
13312 13 -0.102201954026557 -0.102201954026557 -0.102201954026557
13824 13.5 -0.105143707858986 -0.105143707858986 -0.105143707858986
14336 14 -0.107999759625565 -0.107999759625565 -0.107999759625565
14848 14.5 -0.110769427302308 -0.110769427302309 -0.110769427302309
15360 15 -0.11345109441525 -0.11345109441525 -0.11345109441525
15872 15.5 -0.116046621692412 -0.116046621692412 -0.116046621692412
16384 16 -0.118561775433998 -0.118561775433997 -0.118561775433997
16896 16.5 -0.121004881245186 -0.121004881245185 -0.121004881245185
17408 17 -0.123385927397721 -0.123385927397721 -0.12338592739772
17920 17.5 -0.125711042015558 -0.125711042015559 -0.125711042015559
18432 18 -0.127978732653115 -0.127978732653115 -0.127978732653115
18944 18.5 -0.130185811765646 -0.130185811765645 -0.130185811765645
19456 19 -0.13233528697521 -0.13233528697521 -0.13233528697521
19968 19.5 -0.134435966998598 -0.134435966998598 -0.134435966998598
20480 20 -0.136494536614418 -0.136494536614417 -0.136494536614417
20992 20.5 -0.13851393430051 -0.138513934300509 -0.138513934300508
21504 21 -0.140497197319864 -0.140497197319864 -0.140497197319864
22016 21.5 -0.142448237631 -0.142448237631 -0.142448237631001
22528 22 -0.144370715428956 -0.144370715428957 -0.144370715428957
23040 22.5 -0.146268523633912 -0.146268523633912 -0.146268523633912
23552 23 -0.148146267127344 -0.148146267127344 -0.148146267127344
24064 23.5 -0.15000704539362 -0.15000704539362 -0.15000704539362
24576 24 -0.151847162723591 -0.151847162723592 -0.151847162723591
25088 24.5 -0.1536677154698 -0.153667715469802 -0.153667715469801
25600 25 -0.155466572348003 -0.155466572348003 -0.155466572348004
26112 25.5 -0.15724305783568 -0.157243057835679 -0.15724305783568
26624 26 -0.15900718715218 -0.159007187152179 -0.15900718715218
27136 26.5 -0.160775596081636 -0.160775596081637 -0.160775596081636
27648 27 -0.162563410396593 -0.162563410396594 -0.162563410396592
28160 27.5 -0.164377443878307 -0.164377443878307 -0.164377443878306
28672 28 -0.166213531448687 -0.166213531448687 -0.166213531448689
29184 28.5 -0.168056593080759 -0.168056593080759 -0.16805659308076
29696 29 -0.169884382488656 -0.169884382488656 -0.169884382488656
30208 29.5 -0.171678441316433 -0.171678441316434 -0.171678441316433
30720 30 -0.173437792057749 -0.173437792057749 -0.173437792057749
31232 30.5 -0.175180675729851 -0.175180675729852 -0.175180675729851
31744 31 -0.176927210944398 -0.1769272109444 -0.176927210944399
32256 31.5 -0.17867882460283 -0.178678824602831 -0.178678824602831
32768 32 -0.180416553899103 -0.180416553899102 -0.180416553899103
33280 32.5 -0.182121223683173 -0.182121223683172 -0.182121223683173
33792 33 -0.183793472798651 -0.183793472798652 -0.183793472798653
34304 33.5 -0.185450164558031 -0.185450164558032 -0.185450164558033
34816 34 -0.187101416522131 -0.187101416522132 -0.187101416522132
35328 34.5 -0.188737317561214 -0.188737317561215 -0.188737317561214
35840 35 -0.190341083549072 -0.190341083549074 -0.190341083549073
36352 35.5 -0.191909950711913 -0.191909950711914 -0.191909950711914
36864 36 -0.193455590170049 -0.19345559017005 -0.19345559017005
37376 36.5 -0.194985595180249 -0.19498559518025 -0.19498559518025
37888 37 -0.19649309193674 -0.19649309193674 -0.19649309193674
38400 37.5 -0.197967357572112 -0.197967357572113 -0.197967357572113
38912 38 -0.199408418639353 -0.199408418639354 -0.199408418639354
39424 38.5 -0.2008250159251 -0.200825015925101 -0.200825015925101
39936 39 -0.202220184013452 -0.202220184013453 -0.202220184013453
