# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 11 2024 at 13:32:44+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-12.32.42-5424
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-12.32.42-5424
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.5 2.12876926326314e-06 2.12876926326315e-06 2.12876926326317e-06
1024 1 5.03901419570867e-06 5.03901419570865e-06 5.03901419570868e-06
1536 1.5 8.46148245431055e-06 8.46148245431054e-06 8.46148245431058e-06
2048 2 9.85852686131993e-06 9.85852686131991e-06 9.85852686131988e-06
2560 2.5 9.10452421733988e-06 9.10452421733983e-06 9.1045242173398e-06
3072 3 8.97376219936002e-06 8.97376219936003e-06 8.97376219936029e-06
3584 3.5 9.38117297278942e-06 9.38117297278957e-06 9.38117297278935e-06
4096 4 9.04826503622018e-06 9.04826503622047e-06 9.04826503621978e-06
4608 4.5 8.84350454047927e-06 8.84350454047853e-06 8.84350454047836e-06
5120 5 8.7878465545247e-06 8.78784655452314e-06 8.78784655452158e-06
5632 5.5 8.52083545797544e-06 8.52083545797327e-06 8.52083545797395e-06
6144 6 8.3795919390375e-06 8.37959193903542e-06 8.37959193903834e-06
6656 6.5 8.22880086478675e-06 8.22880086478501e-06 8.22880086478661e-06
7168 7 7.80127279965531e-06 7.80127279965533e-06 7.80127279965756e-06
7680 7.5 7.35722895471572e-06 7.35722895471583e-06 7.35722895471354e-06
8192 8 7.20297436845256e-06 7.20297436845267e-06 7.20297436844994e-06
8704 8.5 7.3280063439842e-06 7.32800634398533e-06 7.3280063439839e-06
9216 9 7.41113323212146e-06 7.41113323212522e-06 7.41113323212774e-06
9728 9.5 7.37932092297496e-06 7.37932092298412e-06 7.37932092297987e-06
10240 10 7.42995803676617e-06 7.42995803676376e-06 7.429958036761e-06
10752 10.5 7.62819120168355e-06 7.62819120168077e-06 7.62819120168469e-06
11264 11 7.8420809779068e-06 7.84208097791084e-06 7.84208097790694e-06
11776 11.5 7.86475270398857e-06 7.86475270398441e-06 7.86475270398218e-06
12288 12 7.82936284660833e-06 7.82936284659844e-06 7.82936284660608e-06
12800 12.5 7.84856968254873e-06 7.84856968255146e-06 7.84856968256259e-06
13312 13 7.71530005191325e-06 7.71530005190755e-06 7.71530005190779e-06
13824 13.5 7.48901698641047e-06 7.48901698638891e-06 7.48901698639705e-06
14336 14 7.41498504820839e-06 7.41498504820327e-06 7.41498504821253e-06
14848 14.5 7.42600061734034e-06 7.42600061734861e-06 7.42600061735787e-06
15360 15 7.24308927595553e-06 7.24308927594613e-06 7.24308927595169e-06
15872 15.5 7.01970208566799e-06 7.01970208565542e-06 7.01970208564594e-06
16384 16 7.04269067515224e-06 7.0426906751597e-06 7.04269067516682e-06
16896 16.5 7.32226100694519e-06 7.322261006964e-06 7.32226100695561e-06
17408 17 7.46618719712281e-06 7.46618719712106e-06 7.46618719709875e-06
17920 17.5 7.3053744450287e-06 7.30537444500682e-06 7.30537444501317e-06
18432 18 7.29060528437168e-06 7.2906052843662e-06 7.29060528437047e-06
18944 18.5 7.20030773493943e-06 7.20030773495778e-06 7.2003077349342e-06
19456 19 6.82657452776483e-06 6.82657452777013e-06 6.82657452776777e-06
19968 19.5 6.66728121262601e-06 6.66728121262751e-06 6.6672812126468e-06
20480 20 6.65426437800426e-06 6.65426437801019e-06 6.65426437800998e-06
20992 20.5 6.57133345340567e-06 6.57133345338293e-06 6.57133345339345e-06
21504 21 6.54527960243979e-06 6.54527960240707e-06 6.54527960243702e-06
22016 21.5 6.54993177329867e-06 6.5499317732973e-06 6.54993177332339e-06
22528 22 6.60845024825873e-06 6.60845024826798e-06 6.60845024827368e-06
23040 22.5 6.73236326596099e-06 6.73236326595992e-06 6.73236326595913e-06
23552 23 6.80776240583359e-06 6.80776240581588e-06 6.80776240583823e-06
24064 23.5 6.89217960692572e-06 6.89217960690733e-06 6.89217960693254e-06
24576 24 6.93651909583949e-06 6.93651909584105e-06 6.9365190958282e-06
25088 24.5 6.84235103715813e-06 6.84235103715277e-06 6.84235103714744e-06
25600 25 6.77602955019365e-06 6.77602955019472e-06 6.77602955021373e-06
26112 25.5 6.73107761193476e-06 6.7310776119321e-06 6.73107761194947e-06
26624 26 6.72410284958003e-06 6.7241028495663e-06 6.72410284957968e-06
27136 26.5 6.84006033162783e-06 6.84006033161106e-06 6.84006033161745e-06
27648 27 6.9125252986654e-06 6.91252529865407e-06 6.9125252986696e-06
28160 27.5 6.98244396358392e-06 6.98244396358961e-06 6.98244396360948e-06
28672 28 7.1272749884286e-06 7.12727498842942e-06 7.1272749884406e-06
