# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 11 2024 at 13:32:44+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-12.32.42-5424
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-12.32.42-5424
#
# ADMBASE::alp (admbase-lapse)
# 1:iteration 2:time 3:data
# data columns: 3:alp
0 0 0.950720972411193
512 0.5 0.95075014089735
1024 1 0.95077612673076
1536 1.5 0.95080078585366
2048 2 0.950827991437275
2560 2.5 0.950856697261821
3072 3 0.950885677301962
3584 3.5 0.950915181588917
4096 4 0.950945484231285
4608 4.5 0.950976552610225
5120 5 0.951008288998203
5632 5.5 0.951040682485346
6144 6 0.951073815244691
6656 6.5 0.951107705558953
7168 7 0.951142279512206
7680 7.5 0.951177505329695
8192 8 0.951213413002784
8704 8.5 0.951250000998922
9216 9 0.951287223198541
9728 9.5 0.95132504320522
10240 10 0.951363449580745
10752 10.5 0.951402425608227
11264 11 0.95144192599051
11776 11.5 0.951481895142678
12288 12 0.951522292136983
12800 12.5 0.951563075998226
13312 13 0.951604183958298
13824 13.5 0.951645541547192
14336 14 0.951687070781225
14848 14.5 0.951728676022697
15360 15 0.951770275555385
15872 15.5 0.95181189226647
16384 16 0.951853577128092
16896 16.5 0.95189504889854
17408 17 0.951935673253737
17920 17.5 0.951975330256514
18432 18 0.952014936940242
18944 18.5 0.952055197298072
19456 19 0.95209540338782
19968 19.5 0.952134592264291
20480 20 0.952172712925852
20992 20.5 0.952209541096612
21504 21 0.952244498864208
22016 21.5 0.952278175916506
22528 22 0.952311338395805
23040 22.5 0.952343213631242
23552 23 0.952373460905128
24064 23.5 0.952403025165559
24576 24 0.952431404409081
25088 24.5 0.952457707836316
25600 25 0.952483980267487
26112 25.5 0.952512339988478
26624 26 0.95254159477148
27136 26.5 0.952570562368941
27648 27 0.952600570849213
28160 27.5 0.952632996105998
28672 28 0.95266775265883
29184 28.5 0.952703793748862
29696 29 0.952739908815305
30208 29.5 0.952776020367299
30720 30 0.952812492126032
31232 30.5 0.952848413407505
31744 31 0.952883190947935
32256 31.5 0.952917914555601
32768 32 0.952952969279122
33280 32.5 0.952987256152909
33792 33 0.953020346317171
34304 33.5 0.953052512095784
34816 34 0.953083423617313
35328 34.5 0.953112672296687
35840 35 0.953140417716229
36352 35.5 0.953167035613495
36864 36 0.953192906420326
37376 36.5 0.953218084340785
37888 37 0.953241945063344
