# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 11 2024 at 15:15:24+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-14.15.22-10624
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-14.15.22-10624
#
# HYDROBASE::rho (hydrobase-rho)
# 1:iteration 2:time 3:data
# data columns: 3:rho
163328 159.5 0.00115370907881634
163840 160 0.00115325824746768
164352 160.5 0.0011528080830251
164864 161 0.00115235637311107
165376 161.5 0.00115190117314665
165888 162 0.00115144265147219
166400 162.5 0.00115098292071193
166912 163 0.00115052399819387
167424 163.5 0.00115006584161534
167936 164 0.00114960636822317
168448 164.5 0.00114914346049765
168960 165 0.00114867701255709
169472 165.5 0.00114820901044624
169984 166 0.00114774156128729
170496 166.5 0.00114727480967071
171008 167 0.00114680679740038
171520 167.5 0.00114633540254571
172032 168 0.00114586043263547
172544 168.5 0.00114538379719772
173056 169 0.00114490759916107
173568 169.5 0.00114443205170777
174080 170 0.0011439552858774
174592 170.5 0.00114347521824018
175104 171 0.001142991603123
175616 171.5 0.00114250623993689
176128 172 0.0011420211734041
176640 172.5 0.00114153671473047
177152 173 0.0011410512308632
177664 173.5 0.00114056283200711
178176 174 0.00114007122181734
178688 174.5 0.00113957791246798
179200 175 0.00113908470038545
179712 175.5 0.00113859197494768
180224 176 0.00113809847447443
180736 176.5 0.00113760260948249
181248 177 0.00113710399835669
181760 177.5 0.0011366037830842
182272 178 0.00113610353696996
182784 178.5 0.00113560386273364
183296 179 0.00113510396165703
183808 179.5 0.00113460249533405
184320 180 0.00113409889660363
184832 180.5 0.00113359395020653
185344 181 0.00113308917344763
185856 181.5 0.00113258555906917
186368 182 0.00113208283338515
186880 182.5 0.00113157988329926
187392 183 0.00113107593229444
187904 183.5 0.00113057136555509
188416 184 0.00113006743919331
188928 184.5 0.00112956524640769
189440 185 0.0011290646638315
189952 185.5 0.00112856445984801
190464 186 0.00112806347312121
190976 186.5 0.00112756165651173
191488 187 0.00112705999379088
192000 187.5 0.00112655939275448
192512 188 0.00112605965612277
193024 188.5 0.00112555954603761
193536 189 0.00112505787793235
194048 189.5 0.0011245545758612
194560 190 0.00112405067310275
195072 190.5 0.00112354727922628
195584 191 0.00112304453256692
196096 191.5 0.00112254154786493
196608 192 0.00112203737999178
197120 192.5 0.00112153203888417
197632 193 0.00112102656942158
198144 193.5 0.00112052214476037
198656 194 0.00112001907048455
199168 194.5 0.00111951664741647
199680 195 0.00111901399078579
200192 195.5 0.00111851099815973
200704 196 0.00111800854269266
201216 196.5 0.00111750771931341
201728 197 0.00111700887208429
202240 197.5 0.00111651133636988
202752 198 0.00111601414241729
203264 198.5 0.00111551699794343
203776 199 0.0011150205935276
204288 199.5 0.0011145259306486
204800 200 0.0011140333279914
205312 200.5 0.0011135420851877
205824 201 0.00111305114531103
206336 201.5 0.00111256010724833
206848 202 0.00111206957752259
207360 202.5 0.00111158050626419
207872 203 0.00111109318268803
208384 203.5 0.00111060691034996
208896 204 0.00111012067701394
209408 204.5 0.00110963412269251
209920 205 0.00110914783755111
210432 205.5 0.00110866272340191
210944 206 0.00110817907912139
211456 206.5 0.0011076963139343
211968 207 0.00110721355160561
212480 207.5 0.00110673050706272
212992 208 0.00110624776280019
213504 208.5 0.00110576619200104
214016 209 0.00110528612794546
214528 209.5 0.00110480710070753
215040 210 0.00110432836715357
215552 210.5 0.00110384968281058
216064 211 0.00110337156164483
216576 211.5 0.00110289479868221
217088 212 0.00110241974980834
217600 212.5 0.00110194607187477
218112 213 0.00110147314219816
218624 213.5 0.00110100071115923
219136 214 0.00110052915586799
219648 214.5 0.0011000591285416
220160 215 0.00109959096607773
220672 215.5 0.00109912441398591
221184 216 0.00109865889811927
221696 216.5 0.00109819407389686
222208 217 0.00109773014172279
222720 217.5 0.00109726764213451
223232 218 0.00109680692825073
223744 218.5 0.00109634781355842
224256 219 0.00109588972764541
224768 219.5 0.00109543222995847
225280 220 0.00109497538795692
225792 220.5 0.00109451965670602
226304 221 0.00109406538196035
226816 221.5 0.00109361241383765
227328 222 0.00109316020285461
227840 222.5 0.00109270827401261
228352 223 0.00109225661306503
228864 223.5 0.00109180559885633
229376 224 0.00109135556027279
229888 224.5 0.0010909063878363
230400 225 0.00109045756576375
230912 225.5 0.00109000858902131
231424 226 0.0010895593686518
231936 226.5 0.00108911023773792
232448 227 0.00108866154810945
232960 227.5 0.00108821324785391
233472 228 0.00108776485731922
233984 228.5 0.00108731586933449
234496 229 0.00108686617549119
235008 229.5 0.00108641609844365
235520 230 0.00108596600657624
236032 230.5 0.00108551589576371
236544 231 0.00108506534718873
237056 231.5 0.00108461389982614
237568 232 0.00108416147049007
238080 232.5 0.0010837084057171
238592 233 0.0010832551141526
239104 233.5 0.00108280164800932
239616 234 0.00108234765081489
240128 234.5 0.00108189271741611
240640 235 0.00108143680216504
241152 235.5 0.00108098027017767
241664 236 0.00108052354485209
242176 236.5 0.00108006670544858
242688 237 0.0010796094364476
243200 237.5 0.00107915137399987
243712 238 0.00107869249207569
244224 238.5 0.00107823313735716
244736 239 0.0010777736886559
245248 239.5 0.00107731419437656
245760 240 0.00107685434650151
246272 240.5 0.00107639380051126
246784 241 0.00107593251322355
247296 241.5 0.00107547076850849
247808 242 0.00107500887723268
248320 242.5 0.00107454685588031
248832 243 0.00107408439964922
249344 243.5 0.00107362116626256
249856 244 0.00107315708075893
250368 244.5 0.00107269236340202
250880 245 0.00107222726755392
251392 245.5 0.00107176179654138
251904 246 0.00107129567447974
252416 246.5 0.00107082858771964
252928 247 0.00107036045360827
253440 247.5 0.00106989145848159
253952 248 0.00106942183845568
254464 248.5 0.00106895162218211
254976 249 0.00106848058600405
255488 249.5 0.00106800845812071
256000 250 0.00106753516694598
256512 250.5 0.00106706089548797
257024 251 0.00106658589571526
257536 251.5 0.00106611024812378
258048 252 0.00106563379946295
258560 252.5 0.00106515633325616
259072 253 0.00106467780071402
259584 253.5 0.00106419838568843
260096 254 0.00106371834445796
260608 254.5 0.00106323778067902
261120 255 0.00106275657374731
261632 255.5 0.00106227452463188
262144 256 0.00106179157217445
262656 256.5 0.00106130786935889
263168 257 0.00106082364994073
263680 257.5 0.00106033902014151
264192 258 0.00105985387839546
264704 258.5 0.00105936803708736
265216 259 0.00105888142472472
265728 259.5 0.00105839417287113
266240 260 0.0010579065061679
266752 260.5 0.00105741854506601
267264 261 0.00105693021513943
267776 261.5 0.00105644134873257
268288 262 0.00105595187076269
268800 262.5 0.00105546188703129
269312 263 0.00105497159520353
269824 263.5 0.00105448109777523
270336 264 0.00105399028517207
270848 264.5 0.00105349891136591
271360 265 0.00105300680491296
271872 265.5 0.00105251399233381
272384 266 0.00105202058558911
272896 266.5 0.00105152656294702
273408 267 0.0010510316970503
273920 267.5 0.00105053569072539
274432 268 0.00105003835268916
274944 268.5 0.00104953965235535
275456 269 0.00104903963809591
275968 269.5 0.00104853830026692
276480 270 0.00104803549140089
276992 270.5 0.00104753098591623
277504 271 0.00104702464090243
278016 271.5 0.00104651650119415
278528 272 0.00104600673109814
279040 272.5 0.00104549543381702
279552 273 0.00104498254609045
280064 273.5 0.00104446792416142
280576 274 0.00104395152930191
281088 274.5 0.00104343350598756
281600 275 0.00104291406996489
282112 275.5 0.00104239333877529
282624 276 0.0010418712802567
283136 276.5 0.0010413478062795
283648 277 0.00104082290348022
284160 277.5 0.00104029668294479
284672 278 0.00103976930482409
285184 278.5 0.00103924084151564
285696 279 0.0010387112158819
286208 279.5 0.00103818028528809
286720 280 0.00103764797826456
287232 280.5 0.00103711433455947
287744 281 0.00103657942268235
288256 281.5 0.00103604323525697
288768 282 0.00103550565478466
289280 282.5 0.0010349665077209
289792 283 0.00103442566658727
290304 283.5 0.00103388311629323
290816 284 0.00103333890945715
291328 284.5 0.00103279304486973
291840 285 0.00103224540616997
292352 285.5 0.00103169583609181
292864 286 0.00103114425889686
293376 286.5 0.00103059071689876
293888 287 0.00103003529967032
294400 287.5 0.00102947805147282
294912 288 0.00102891893872958
295424 288.5 0.00102835789681467
295936 289 0.00102779491611949
296448 289.5 0.00102723009109502
296960 290 0.00102666357677461
297472 290.5 0.00102609548794281
297984 291 0.00102552584757182
298496 291.5 0.00102495464149846
299008 292 0.00102438191786804
299520 292.5 0.00102380782505725
300032 293 0.00102323255195605
300544 293.5 0.00102265623188774
301056 294 0.00102207890304742
301568 294.5 0.00102150056205086
302080 295 0.00102092125243159
302592 295.5 0.00102034109147933
303104 296 0.00101976020801528
303616 296.5 0.00101917866330508
304128 297 0.00101859643588921
304640 297.5 0.00101801347170443
305152 298 0.00101742974318391
305664 298.5 0.00101684527179399
306176 299 0.00101626010119708
306688 299.5 0.00101567423803002
307200 300 0.00101508761149473
307712 300.5 0.00101450010273843
308224 301 0.00101391162493538
308736 301.5 0.00101332216731686
309248 302 0.00101273175149847
309760 302.5 0.00101214035133222
310272 303 0.00101154786671054
310784 303.5 0.00101095417535972
311296 304 0.00101035920383626
311808 304.5 0.00100976294754692
312320 305 0.00100916542592556
312832 305.5 0.00100856662092672
313344 306 0.00100796645972698
313856 306.5 0.00100736485719196
314368 307 0.00100676177494249
314880 307.5 0.00100615723955187
315392 308 0.00100555130422093
315904 308.5 0.00100494399287057
316416 309 0.00100433528156815
316928 309.5 0.00100372513564545
317440 310 0.0010031135654878
317952 310.5 0.00100250064404763
318464 311 0.00100188646755863
318976 311.5 0.0010012710995073
319488 312 0.00100065455486213
320000 312.5 0.00100003683922788
320512 313 0.000999418000806559
321024 313.5 0.000998798140711031
321536 314 0.000998177371444966
322048 314.5 0.00099755576679425
322560 315 0.000996933352524439
323072 315.5 0.000996310142623709
323584 316 0.000995686180312984
324096 316.5 0.000995061541392477
324608 317 0.000994436296264707
325120 317.5 0.000993810466996578
325632 318 0.000993184020226439
326144 318.5 0.000992556901306215
326656 319 0.000991929074351247
327168 319.5 0.000991300528715185
327680 320 0.00099067124791597
328192 320.5 0.000990041175294637
328704 321 0.000989410210565497
329216 321.5 0.000988778240428806
329728 322 0.0009881451786203
330240 322.5 0.000987510975628892
330752 323 0.000986875587623632
331264 323.5 0.000986238939425463
331776 324 0.000985600924660376
332288 324.5 0.000984961444959421
332800 325 0.000984320447909067
333312 325.5 0.000983677927500436
333824 326 0.000983033890783932
334336 326.5 0.000982388326106073
334848 327 0.000981741204421935
335360 327.5 0.000981092511939805
335872 328 0.000980442280265254
336384 328.5 0.000979790581845427
336896 329 0.00097913749468576
337408 329.5 0.000978483072312302
337920 330 0.00097782734767062
338432 330.5 0.000977170363335346
338944 331 0.000976512195077885
339456 331.5 0.000975852944835844
339968 332 0.000975192711527536
340480 332.5 0.000974531570340949
340992 333 0.000973869580341258
341504 333.5 0.000973206809003911
342016 334 0.000972543345558737
342528 334.5 0.000971879289162232
343040 335 0.000971214723037789
343552 335.5 0.000970549695477334
344064 336 0.000969884220480386
344576 336.5 0.000969218296602467
345088 337 0.000968551928463423
345600 337.5 0.000967885128669084
346112 338 0.000967217893173519
346624 338.5 0.000966550174969831
347136 339 0.000965881890295015
347648 339.5 0.000965212955639763
348160 340 0.000964543314287655
348672 340.5 0.000963872923703571
349184 341 0.000963201724728199
349696 341.5 0.00096252963284185
350208 342 0.000961856559511204
350720 342.5 0.000961182437669323
351232 343 0.000960507226506743
351744 343.5 0.0009598308968742
352256 344 0.000959153416882373
352768 344.5 0.000958474751468214
353280 345 0.000957794873145326
353792 345.5 0.000957113774203704
354304 346 0.000956431473731901
354816 346.5 0.00095574801371846
355328 347 0.000955063442299562
355840 347.5 0.000954377798279557
356352 348 0.00095369111665402
356864 348.5 0.000953003449217529
357376 349 0.000952314871786054
357888 349.5 0.000951625468180771
358400 350 0.00095093531071142
358912 350.5 0.00095024445406034
359424 351 0.000949552942037788
359936 351.5 0.00094886082203568
360448 352 0.000948168155571949
360960 352.5 0.000947475006746144
361472 353 0.000946781413963022
361984 353.5 0.000946087380567849
362496 354 0.000945392898536343
363008 354.5 0.00094469796954232
363520 355 0.000944002595912974
364032 355.5 0.000943306764066766
364544 356 0.00094261044588889
365056 356.5 0.000941913608053923
365568 357 0.000941216214369185
366080 357.5 0.000940518226540609
366592 358 0.000939819598446514
367104 358.5 0.000939120268004638
367616 359 0.000938420153176386
368128 359.5 0.000937719156967604
368640 360 0.000937017186649273
369152 360.5 0.000936314172245896
369664 361 0.000935610071763958
370176 361.5 0.000934904858336809
370688 362 0.000934198455179474
371200 362.5 0.000933490772506209
371712 363 0.000932781755269397
372224 363.5 0.000932071399487519
372736 364 0.000931359753539466
373248 364.5 0.000930646889797452
373760 365 0.000929932868517882
374272 365.5 0.000929217729409775
374784 366 0.000928501518259008
375296 366.5 0.000927784311324488
375808 367 0.000927066192405861
376320 367.5 0.000926347206629764
376832 368 0.000925627361771784
377344 368.5 0.00092490667752158
377856 369 0.000924185201842676
378368 369.5 0.000923462974605708
378880 370 0.000922740014242987
379392 370.5 0.000922016348806639
379904 371 0.000921292021763232
380416 371.5 0.000920567062009247
380928 372 0.000919841487231174
381440 372.5 0.000919115338840586
381952 373 0.00091838867689977
382464 373.5 0.000917661542388706
382976 374 0.000916933955735784
383488 374.5 0.000916205944978456
384000 375 0.000915477548646143
384512 375.5 0.000914748801459774
385024 376 0.000914019736482342
385536 376.5 0.000913290386222402
386048 377 0.00091256076697912
386560 377.5 0.000911830878033336
387072 378 0.000911100724282792
387584 378.5 0.000910370320036168
388096 379 0.000909639662379556
388608 379.5 0.000908908717283538
389120 380 0.000908177436646084
389632 380.5 0.000907445773145501
390144 381 0.000906713673433068
390656 381.5 0.00090598107015785
391168 382 0.000905247887034418
391680 382.5 0.00090451404241376
392192 383 0.000903779445836828
392704 383.5 0.000903043999205111
393216 384 0.000902307603622769
393728 384.5 0.000901570159899893
394240 385 0.000900831562503604
394752 385.5 0.000900091700496753
395264 386 0.000899350467182388
395776 386.5 0.000898607766934202
396288 387 0.000897863516903177
396800 387.5 0.000897117650033177
397312 388 0.00089637011658017
397824 388.5 0.000895620878654433
398336 389 0.000894869906583667
398848 389.5 0.000894117186526548
399360 390 0.000893362727969175
399872 390.5 0.000892606555438866
400384 391 0.000891848693113572
400896 391.5 0.000891089162441621
401408 392 0.00089032799100389
401920 392.5 0.000889565213821693
402432 393 0.00088880086374853
402944 393.5 0.000888034965140918
403456 394 0.000887267535217735
403968 394.5 0.00088649858381554
404480 395 0.00088572811090544
404992 395.5 0.000884956110620082
405504 396 0.000884182578464622
406016 396.5 0.000883407509461192
406528 397 0.000882630890432249
407040 397.5 0.000881852701717286
407552 398 0.000881072928724099
408064 398.5 0.000880291568437982
408576 399 0.000879508625892415
409088 399.5 0.000878724110371482
409600 400 0.000877938037445797
