# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 11 2024 at 15:15:24+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-14.15.22-10624
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-14.15.22-10624
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.5 8.90683950747671e-06 8.90683950747673e-06 8.9068395074768e-06
1024 1 2.31843968097116e-05 2.31843968097115e-05 2.31843968097115e-05
1536 1.5 3.7934674549339e-05 3.79346745493388e-05 3.79346745493385e-05
2048 2 4.80017405309691e-05 4.80017405309688e-05 4.80017405309688e-05
2560 2.5 4.48100017600799e-05 4.48100017600801e-05 4.48100017600794e-05
3072 3 4.07615022780053e-05 4.07615022780054e-05 4.07615022780039e-05
3584 3.5 4.22664365991769e-05 4.2266436599176e-05 4.22664365991727e-05
4096 4 4.28175998548367e-05 4.28175998548357e-05 4.28175998548368e-05
4608 4.5 4.34994847039416e-05 4.3499484703942e-05 4.34994847039529e-05
5120 5 4.22158259345387e-05 4.22158259345412e-05 4.22158259345353e-05
5632 5.5 3.99814973349463e-05 3.99814973349523e-05 3.99814973349429e-05
6144 6 4.14175635584205e-05 4.1417563558426e-05 4.1417563558419e-05
6656 6.5 3.879191288039e-05 3.87919128803867e-05 3.87919128803906e-05
7168 7 3.55627232668942e-05 3.5562723266891e-05 3.55627232669177e-05
7680 7.5 3.51753986875253e-05 3.51753986875158e-05 3.51753986875396e-05
8192 8 3.41397160550942e-05 3.41397160550834e-05 3.41397160550711e-05
8704 8.5 3.52708003830384e-05 3.52708003830382e-05 3.52708003830276e-05
9216 9 3.70589040008188e-05 3.70589040008416e-05 3.7058904000841e-05
9728 9.5 3.86829250895239e-05 3.86829250895323e-05 3.86829250895615e-05
10240 10 3.80590639741731e-05 3.80590639741722e-05 3.80590639741747e-05
10752 10.5 3.5133144616282e-05 3.5133144616248e-05 3.51331446162699e-05
11264 11 3.19326954899558e-05 3.19326954899215e-05 3.19326954899451e-05
11776 11.5 2.8468513170663e-05 2.84685131706742e-05 2.8468513170659e-05
12288 12 2.75690240371311e-05 2.75690240371462e-05 2.75690240371447e-05
12800 12.5 2.78428961296605e-05 2.78428961296102e-05 2.78428961296775e-05
13312 13 2.68962050768437e-05 2.68962050767677e-05 2.68962050768722e-05
13824 13.5 2.55953387860558e-05 2.55953387860557e-05 2.5595338786073e-05
14336 14 2.52948130807616e-05 2.52948130807936e-05 2.52948130807901e-05
14848 14.5 2.62373805560182e-05 2.62373805559905e-05 2.62373805560631e-05
15360 15 2.72877323021711e-05 2.72877323021487e-05 2.72877323021792e-05
15872 15.5 2.74969338963121e-05 2.74969338962517e-05 2.74969338962992e-05
16384 16 2.66734293693797e-05 2.66734293693942e-05 2.6673429369378e-05
16896 16.5 2.72366984963567e-05 2.72366984963435e-05 2.72366984963348e-05
17408 17 2.78747755787954e-05 2.78747755787979e-05 2.78747755788363e-05
17920 17.5 2.82090094019702e-05 2.82090094020187e-05 2.82090094020261e-05
18432 18 2.696664929685e-05 2.69666492968274e-05 2.69666492968417e-05
18944 18.5 2.46632396635962e-05 2.46632396635963e-05 2.46632396636359e-05
19456 19 2.41883355280598e-05 2.41883355280879e-05 2.41883355281172e-05
19968 19.5 2.35921126836341e-05 2.35921126836266e-05 2.35921126835981e-05
20480 20 2.19663929867388e-05 2.1966392986755e-05 2.19663929867094e-05
20992 20.5 2.32322447323926e-05 2.32322447324189e-05 2.32322447323909e-05
21504 21 2.54396667410959e-05 2.54396667410959e-05 2.54396667411093e-05
22016 21.5 2.53340126743859e-05 2.53340126743554e-05 2.53340126744065e-05
22528 22 2.61159601565106e-05 2.61159601565167e-05 2.61159601565509e-05
23040 22.5 2.60826185643318e-05 2.60826185642546e-05 2.60826185642759e-05
23552 23 2.49661752616572e-05 2.49661752616151e-05 2.49661752615975e-05
24064 23.5 2.36611523373432e-05 2.3661152337346e-05 2.36611523372879e-05
24576 24 2.29664357139933e-05 2.29664357139218e-05 2.29664357139738e-05
25088 24.5 2.26938571797967e-05 2.26938571796844e-05 2.26938571797731e-05
25600 25 2.38939640271673e-05 2.38939640271021e-05 2.38939640272308e-05
26112 25.5 2.3927000714926e-05 2.39270007148564e-05 2.39270007149466e-05
26624 26 2.33275804364226e-05 2.33275804364123e-05 2.33275804364553e-05
27136 26.5 2.31074800781478e-05 2.3107480078188e-05 2.31074800781788e-05
27648 27 2.28134359046461e-05 2.28134359046299e-05 2.28134359045982e-05
28160 27.5 2.49903513213537e-05 2.49903513213884e-05 2.49903513213544e-05
28672 28 2.61480853718778e-05 2.61480853719409e-05 2.61480853719165e-05
29184 28.5 2.62718830555195e-05 2.62718830555063e-05 2.6271883055463e-05
29696 29 2.58623107784391e-05 2.58623107784168e-05 2.5862310778396e-05
30208 29.5 2.58819737680133e-05 2.5881973767987e-05 2.58819737679895e-05
30720 30 2.62401740955955e-05 2.62401740954961e-05 2.62401740955479e-05
31232 30.5 2.6609641419969e-05 2.66096414198619e-05 2.66096414199328e-05
31744 31 2.68092790441437e-05 2.6809279044065e-05 2.68092790441101e-05
32256 31.5 2.58387931382743e-05 2.58387931381893e-05 2.58387931382383e-05
32768 32 2.54737003437864e-05 2.54737003437706e-05 2.54737003437735e-05
33280 32.5 2.46599211763647e-05 2.46599211764019e-05 2.46599211763906e-05
33792 33 2.36658158996299e-05 2.36658158996485e-05 2.36658158996159e-05
34304 33.5 2.35960700029141e-05 2.35960700028936e-05 2.35960700028668e-05
34816 34 2.33996559949143e-05 2.33996559948793e-05 2.33996559949013e-05
35328 34.5 2.37360795029632e-05 2.37360795029429e-05 2.37360795029805e-05
35840 35 2.42082904320205e-05 2.42082904320166e-05 2.42082904320278e-05
36352 35.5 2.38994274484523e-05 2.38994274484409e-05 2.38994274484454e-05
36864 36 2.23314158650812e-05 2.23314158650744e-05 2.2331415865062e-05
37376 36.5 2.12979938815705e-05 2.12979938815735e-05 2.12979938815118e-05
37888 37 2.04829435311987e-05 2.04829435311258e-05 2.0482943531202e-05
38400 37.5 1.94362876477937e-05 1.94362876477503e-05 1.94362876477945e-05
38912 38 1.86894020429856e-05 1.86894020429759e-05 1.86894020429638e-05
39424 38.5 1.79351440870812e-05 1.79351440869697e-05 1.79351440869955e-05
39936 39 1.75699706754012e-05 1.75699706753296e-05 1.75699706752723e-05
40448 39.5 1.65836341124995e-05 1.65836341124119e-05 1.65836341124719e-05
40960 40 1.60464303674803e-05 1.60464303674178e-05 1.60464303673546e-05
41472 40.5 1.52497625404401e-05 1.52497625404038e-05 1.52497625403619e-05
41984 41 1.4727136460839e-05 1.47271364608191e-05 1.47271364608476e-05
42496 41.5 1.45393346230375e-05 1.45393346229514e-05 1.45393346230439e-05
43008 42 1.38089197411843e-05 1.38089197411785e-05 1.38089197412175e-05
43520 42.5 1.39118579731336e-05 1.39118579731492e-05 1.39118579731331e-05
44032 43 1.4269046188335e-05 1.42690461883561e-05 1.42690461883127e-05
44544 43.5 1.42956925397761e-05 1.42956925397394e-05 1.42956925397409e-05
45056 44 1.29251480739979e-05 1.29251480740057e-05 1.29251480739934e-05
45568 44.5 1.17295689832403e-05 1.17295689831677e-05 1.17295689832533e-05
46080 45 1.1845122700132e-05 1.18451227001193e-05 1.18451227001935e-05
