# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 11 2024 at 15:15:24+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-14.15.22-10624
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-14.15.22-10624
#
# GRHYDRO::dens (grhydro-dens)
# 1:iteration 2:time 3:data
# data columns: 3:dens
0 0 1.34411260553283e-10
512 0.5 1.34411260553283e-10
1024 1 1.34411260553283e-10
1536 1.5 1.34411260553283e-10
2048 2 1.34411260553283e-10
2560 2.5 1.34411260553283e-10
3072 3 1.34411260553283e-10
3584 3.5 1.34411260553283e-10
4096 4 1.34411260553283e-10
4608 4.5 1.34411260553283e-10
5120 5 1.34411260553283e-10
5632 5.5 1.34425286790346e-10
6144 6 1.34443950288811e-10
6656 6.5 1.34462904084221e-10
7168 7 1.34482099592666e-10
7680 7.5 1.3450090946151e-10
8192 8 1.34518795529625e-10
8704 8.5 1.34535953820768e-10
9216 9 1.34552611169332e-10
9728 9.5 1.34568561520581e-10
10240 10 1.34583730639444e-10
10752 10.5 1.34598258956639e-10
11264 11 1.34612107691103e-10
11776 11.5 1.34625224343036e-10
12288 12 1.34637715507936e-10
12800 12.5 1.34649662208449e-10
13312 13 1.34661195002817e-10
13824 13.5 1.3467263066536e-10
14336 14 1.34684305991535e-10
14848 14.5 1.34696489370066e-10
15360 15 1.34709390616571e-10
15872 15.5 1.34723022203172e-10
16384 16 1.34737155219413e-10
16896 16.5 1.34751477536201e-10
17408 17 1.34765707928045e-10
17920 17.5 1.34779647017553e-10
18432 18 1.34793228872184e-10
18944 18.5 1.34806453631551e-10
19456 19 1.34819234230242e-10
19968 19.5 1.34831369830792e-10
20480 20 1.34842614085825e-10
20992 20.5 1.34852682550161e-10
21504 21 1.34861307845211e-10
22016 21.5 1.34868362995167e-10
22528 22 1.34873784446271e-10
23040 22.5 1.34877399730766e-10
23552 23 1.34879016892659e-10
24064 23.5 1.34879048909819e-10
24576 24 1.34879048909819e-10
25088 24.5 1.34879048909819e-10
25600 25 1.34879048909819e-10
26112 25.5 1.34879048909819e-10
26624 26 1.34879048909819e-10
27136 26.5 1.34879048909819e-10
27648 27 1.34879048909819e-10
28160 27.5 1.34879048909819e-10
28672 28 1.34879048909819e-10
29184 28.5 1.34879048909819e-10
29696 29 1.34879048909819e-10
30208 29.5 1.34879048909819e-10
30720 30 1.34879048909819e-10
31232 30.5 1.34879048909819e-10
31744 31 1.34879048909819e-10
32256 31.5 1.34879048909819e-10
32768 32 1.34879048909819e-10
33280 32.5 1.34879048909819e-10
33792 33 1.34879048909819e-10
34304 33.5 1.34879048909819e-10
34816 34 1.34879048909819e-10
35328 34.5 1.34879048909819e-10
35840 35 1.34879048909819e-10
36352 35.5 1.34879048909819e-10
36864 36 1.34879048909819e-10
37376 36.5 1.34879048909819e-10
37888 37 1.34879048909819e-10
38400 37.5 1.34879048909819e-10
38912 38 1.34879048909819e-10
39424 38.5 1.34879048909819e-10
39936 39 1.34879048909819e-10
40448 39.5 1.34879048909819e-10
40960 40 1.34879048909819e-10
41472 40.5 1.34879048909819e-10
41984 41 1.34879048909819e-10
42496 41.5 1.34879048909819e-10
43008 42 1.34879048909819e-10
43520 42.5 1.34879048909819e-10
44032 43 1.34879048909819e-10
44544 43.5 1.34879048909819e-10
45056 44 1.34879048909819e-10
45568 44.5 1.34879048909819e-10
46080 45 1.34879048909819e-10
46592 45.5 1.34879048909819e-10
47104 46 1.34879048909819e-10
47616 46.5 1.34879048909819e-10
48128 47 1.34879048909819e-10
48640 47.5 1.34879048909819e-10
49152 48 1.34879048909819e-10
49664 48.5 1.34879048909819e-10
50176 49 1.34879048909819e-10
50688 49.5 1.34879048909819e-10
51200 50 1.34879048909819e-10
51712 50.5 1.34879048909819e-10
52224 51 1.34879048909819e-10
52736 51.5 1.34879048909819e-10
53248 52 1.34879048909819e-10
53760 52.5 1.34879048909819e-10
54272 53 1.34879048909819e-10
54784 53.5 1.34879048909819e-10
55296 54 1.34879048909819e-10
55808 54.5 1.34879048909819e-10
56320 55 1.34879048909819e-10
56832 55.5 1.34879048909819e-10
57344 56 1.34879048909819e-10
57856 56.5 1.34879048909819e-10
58368 57 1.34879048909819e-10
58880 57.5 1.34879048909819e-10
59392 58 1.34879048909819e-10
59904 58.5 1.34879048909819e-10
60416 59 1.34879048909819e-10
60928 59.5 1.34879048909819e-10
61440 60 1.34879048909819e-10
61952 60.5 1.34879048909819e-10
62464 61 1.34879048909819e-10
62976 61.5 1.34879048909819e-10
63488 62 1.34879048909819e-10
64000 62.5 1.34879048909819e-10
64512 63 1.34879048909819e-10
65024 63.5 1.34879048909819e-10
65536 64 1.34879048909819e-10
66048 64.5 1.34879048909819e-10
66560 65 1.34879048909819e-10
67072 65.5 1.34879048909819e-10
67584 66 1.34879048909819e-10
68096 66.5 1.34879048909819e-10
68608 67 1.34879048909819e-10
69120 67.5 1.34879048909819e-10
69632 68 1.34879048909819e-10
70144 68.5 1.34879048909819e-10
70656 69 1.34879048909819e-10
71168 69.5 1.34879048909819e-10
71680 70 1.34879048909819e-10
72192 70.5 1.34879048909819e-10
72704 71 1.34879048909819e-10
73216 71.5 1.34879048909819e-10
