# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 11 2024 at 15:15:24+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-14.15.22-10624
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-14.15.22-10624
#
# HYDROBASE::w_lorentz (hydrobase-w_lorentz)
# 1:iteration 2:time 3:data
# data columns: 3:w_lorentz
0 0 1
512 0.5 1.00031702843039
1024 1 1.00025191973729
1536 1.5 1.00019648719788
2048 2 1.0002730749963
2560 2.5 1.00042565289465
3072 3 1.00060860243365
3584 3.5 1.00082023040142
4096 4 1.00105875788494
4608 4.5 1.00131965934416
5120 5 1.00159927398807
5632 5.5 1.00189532651433
6144 6 1.00220445341439
6656 6.5 1.00252362752215
7168 7 1.00285012968822
7680 7.5 1.00318133608075
8192 8 1.00351474182657
8704 8.5 1.00384799478122
9216 9 1.00417867014057
9728 9.5 1.00459182127392
10240 10 1.00509964908522
10752 10.5 1.005616282708
11264 11 1.006137157279
11776 11.5 1.00665796801472
12288 12 1.00717452189595
12800 12.5 1.00768270302995
13312 13 1.00817875046896
13824 13.5 1.00865973276286
14336 14 1.00912377226635
14848 14.5 1.00958591216484
15360 15 1.0100822979973
15872 15.5 1.0105599297172
16384 16 1.0110191794111
16896 16.5 1.01146001374784
17408 17 1.01188201290917
17920 17.5 1.0122848705236
18432 18 1.01266871143214
18944 18.5 1.01303398477301
19456 19 1.01338181923441
19968 19.5 1.01371427832579
20480 20 1.01403396730664
20992 20.5 1.01434351037591
21504 21 1.01464521718404
22016 21.5 1.014940264816
22528 22 1.01522739849459
23040 22.5 1.01550275465312
23552 23 1.01576211359223
24064 23.5 1.01600416938332
24576 24 1.0162312599636
25088 24.5 1.01644723266838
25600 25 1.01665470573501
26112 25.5 1.01685409458741
26624 26 1.01704433787912
27136 26.5 1.01722451611837
27648 27 1.01739535227539
28160 27.5 1.01755925101399
28672 28 1.01771862317176
29184 28.5 1.01787386792933
29696 29 1.01802327095254
30208 29.5 1.01816520631581
30720 30 1.01830019042789
31232 30.5 1.01843038829597
31744 31 1.018557248506
32256 31.5 1.01868010804167
32768 32 1.01879765135285
33280 32.5 1.01891028589071
33792 33 1.01902046146538
34304 33.5 1.01913041522557
34816 34 1.01924026553697
35328 34.5 1.01934830631516
35840 35 1.01945318123712
36352 35.5 1.01955558958607
36864 36 1.0196576581397
37376 36.5 1.01976065061312
37888 37 1.01986380376376
38400 37.5 1.01996565815609
38912 38 1.0200659367162
39424 38.5 1.02016560940809
39936 39 1.02026552537231
40448 39.5 1.02036550384548
40960 40 1.020464643853
41472 40.5 1.02056227634353
41984 41 1.02065851992473
42496 41.5 1.02075394607048
43008 42 1.02084876073025
43520 42.5 1.02094239072543
44032 43 1.02103389172815
44544 43.5 1.02112278770604
45056 44 1.02120951385265
45568 44.5 1.02129486571356
46080 45 1.02137894262624
46592 45.5 1.02146081615963
47104 46 1.02153932923199
47616 46.5 1.02161402921307
48128 47 1.02168507802939
48640 47.5 1.02175246859377
49152 48 1.02181573777087
49664 48.5 1.02187435784002
50176 49 1.02192812939823
50688 49.5 1.02197698905429
51200 50 1.02202062149086
51712 50.5 1.02205843162008
52224 51 1.02209027192784
52736 51.5 1.02211643983927
53248 52 1.02213729018676
53760 52.5 1.02215283329096
54272 53 1.02216255329763
54784 53.5 1.02216591206654
55296 54 1.0221628620203
55808 54.5 1.02215371949783
56320 55 1.02213869818816
56832 55.5 1.02211768657359
57344 56 1.0220904963359
57856 56.5 1.02205721052251
58368 57 1.02201822546581
58880 57.5 1.02197397947118
59392 58 1.02192445481673
59904 58.5 1.02186930279389
60416 59 1.02180858089265
60928 59.5 1.02174267733829
61440 60 1.02167223579196
61952 60.5 1.02159769254626
62464 61 1.02151899580124
62976 61.5 1.02143600386197
63488 62 1.02134900145675
64000 62.5 1.0212587738765
64512 63 1.02116594577237
65024 63.5 1.02107194839303
65536 64 1.02098091494113
66048 64.5 1.0208951034019
66560 65 1.02081534443843
67072 65.5 1.02074128955784
67584 66 1.02067156317203
68096 66.5 1.02060437273562
68608 67 1.02053845096809
69120 67.5 1.02047342990912
69632 68 1.02040931990552
70144 68.5 1.02034576031293
70656 69 1.02028221391622
71168 69.5 1.02021895450486
71680 70 1.02015701464923
72192 70.5 1.02009746521139
72704 71 1.02004050403397
73216 71.5 1.01998463663759
73728 72 1.01992840104568
74240 72.5 1.01987123473721
74752 73 1.01981357828473
75264 73.5 1.01975610564555
75776 74 1.01969899687968
76288 74.5 1.01964190555031
76800 75 1.01958462230565
77312 75.5 1.01952732045321
77824 76 1.01947074310622
78336 76.5 1.01941541185457
78848 77 1.01936106029932
79360 77.5 1.01930739661601
79872 78 1.01925456802196
80384 78.5 1.01920310112495
80896 79 1.01915346681057
81408 79.5 1.01910573610958
81920 80 1.01905968472859
82432 80.5 1.01901522256316
