# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 11 2024 at 15:15:24+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-14.15.22-10624
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-14.15.22-10624
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 0.000452335438976255
512 0.5 0.00155120028169128
1024 1 0.00227152455597291
1536 1.5 0.00266131741778606
2048 2 0.00272581057134561
2560 2.5 0.00272241597903921
3072 3 0.00275353430962621
3584 3.5 0.00278821158734974
4096 4 0.00280670851462182
4608 4.5 0.00281686392708518
5120 5 0.00281766586722384
5632 5.5 0.0028112245851894
6144 6 0.00281867988009498
6656 6.5 0.00283758653388012
7168 7 0.00283337219579183
7680 7.5 0.00281312848509077
8192 8 0.00281634755232141
8704 8.5 0.00282902633507406
9216 9 0.0028206241325427
9728 9.5 0.0028114822780461
10240 10 0.00281569572132091
10752 10.5 0.00281423179910356
11264 11 0.00280926530051686
11776 11.5 0.00281149803682513
12288 12 0.00281044817065322
12800 12.5 0.00280567895566008
13312 13 0.00280625881887507
13824 13.5 0.00280541799087893
14336 14 0.00302953449667179
14848 14.5 0.00349199303321024
15360 15 0.00355946895720531
15872 15.5 0.00317837863860319
16384 16 0.00279505430663938
16896 16.5 0.00292520041718818
17408 17 0.00369343860163701
17920 17.5 0.00446836508461032
18432 18 0.00453586860177377
18944 18.5 0.00389613302956128
19456 19 0.00334878723093333
19968 19.5 0.00363207602951411
20480 20 0.00455125845710494
20992 20.5 0.00517255767296526
21504 21 0.00491798335483601
22016 21.5 0.00423934979912054
22528 22 0.00403974284553332
23040 22.5 0.00459619690825576
23552 23 0.00532538818694202
24064 23.5 0.00556573427704635
24576 24 0.00529965920921381
25088 24.5 0.00501854212484905
25600 25 0.00509525657221223
26112 25.5 0.00546137298658617
26624 26 0.00580425695872366
27136 26.5 0.00591589754363413
27648 27 0.00584505541880243
28160 27.5 0.00579783014606815
28672 28 0.00592334068590468
29184 28.5 0.0061839727100798
29696 29 0.0064287517904906
30208 29.5 0.00656926309591538
30720 30 0.00664229972739908
31232 30.5 0.00671304050210954
31744 31 0.00678880578348712
32256 31.5 0.00685790274748552
32768 32 0.00695523917074213
33280 32.5 0.00712916683838143
33792 33 0.0073583304589412
34304 33.5 0.00755218656649284
34816 34 0.00764690384745474
35328 34.5 0.00767565267315329
35840 35 0.00772927444881381
36352 35.5 0.0078599347581735
36864 36 0.00803761943405805
37376 36.5 0.00819571446244634
37888 37 0.00830275736886449
38400 37.5 0.00838404459415093
38912 38 0.00848440652479332
39424 38.5 0.00862238787232042
39936 39 0.00877894432466228
40448 39.5 0.00891944666243272
40960 40 0.0090226204708328
41472 40.5 0.00909623914196976
41984 41 0.00917266842682996
42496 41.5 0.00928551175116087
43008 42 0.00943923969132135
43520 42.5 0.00959726227282186
44032 43 0.00970930052251007
44544 43.5 0.00976238094939746
45056 44 0.00980319678641715
45568 44.5 0.00989745023456981
46080 45 0.0100610070494872
46592 45.5 0.0102377830815476
47104 46 0.0103525803755334
47616 46.5 0.0103853157542733
48128 47 0.0103920106344023
48640 47.5 0.0104537700969537
49152 48 0.0106014378780306
49664 48.5 0.0107834735737972
50176 49 0.0109101129185384
50688 49.5 0.010940508384639
51200 50 0.0109303485891134
51712 50.5 0.0109834486309375
52224 51 0.0111456428971612
52736 51.5 0.0113479610379046
53248 52 0.0114659269803705
53760 52.5 0.0114461747366042
54272 53 0.0113755439991778
54784 53.5 0.0114102825426998
55296 54 0.0116169225997217
55808 54.5 0.0118834574379339
56320 55 0.0120154879400334
56832 55.5 0.0119424512922762
57344 56 0.0118127852825328
57856 56.5 0.011849420799809
58368 57 0.0121049281994203
58880 57.5 0.012392384472051
59392 58 0.0124843610265064
59904 58.5 0.0123634101098708
60416 59 0.0122406776494225
60928 59.5 0.0123223464803957
61440 60 0.0125891117040099
61952 60.5 0.0128305289175117
62464 61 0.0128815516061705
62976 61.5 0.0127900132552934
63488 62 0.0127412091559587
64000 62.5 0.0128471013072841
64512 63 0.0130435220052429
65024 63.5 0.0131896908384264
65536 64 0.0132288893409684
66048 64.5 0.0132255278659247
66560 65 0.0132654067858823
67072 65.5 0.0133614106535856
67584 66 0.0134672750055702
68096 66.5 0.0135510146649061
68608 67 0.0136224650204359
69120 67.5 0.013696689473209
69632 68 0.0137642479927316
70144 68.5 0.013812675533903
70656 69 0.0138588201376726
71168 69.5 0.0139364627227801
71680 70 0.0140515335353898
72192 70.5 0.0141658824678733
72704 71 0.0142350447572304
73216 71.5 0.0142577306309022
73728 72 0.0142804292737046
74240 72.5 0.0143511977521409
74752 73 0.0144711241013521
75264 73.5 0.0145934309315833
75776 74 0.0146706157071078
76288 74.5 0.0147010507359588
76800 75 0.0147282118069538
77312 75.5 0.014795791379102
77824 76 0.0149060472350229
78336 76.5 0.0150210114409527
78848 77 0.0151004416379131
79360 77.5 0.0151380575807424
79872 78 0.0151654278207595
80384 78.5 0.0152234883744742
80896 79 0.0153264093859043
81408 79.5 0.0154477225217891
81920 80 0.0155424063885199
82432 80.5 0.0155883916563822
82944 81 0.0156096413659009
83456 81.5 0.0156555133521787
83968 82 0.0157526234344911
84480 82.5 0.0158761521161135
84992 83 0.0159723154714553
85504 83.5 0.016013005114459
86016 84 0.0160275570194437
86528 84.5 0.016075599027413
87040 85 0.0161849855772818
87552 85.5 0.0163192001939384
88064 86 0.0164121528053948
88576 86.5 0.0164372484840603
89088 87 0.0164376732883462
89600 87.5 0.0164833633774659
90112 88 0.0165984372433002
90624 88.5 0.0167356767776647
91136 89 0.0168252973206138
91648 89.5 0.0168468636990362
92160 90 0.0168494462402385
92672 90.5 0.0168999450309445
93184 91 0.0170141655876223
93696 91.5 0.0171419102240165
94208 92 0.0172200320560549
94720 92.5 0.0172370642051866
95232 93 0.0172429904960614
95744 93.5 0.0172965781904684
96256 94 0.0174066249048471
96768 94.5 0.0175261736125225
97280 95 0.0176016470820348
97792 95.5 0.0176246500946376
98304 96 0.0176363854474787
98816 96.5 0.0176848345685222
99328 97 0.0177793986395573
99840 97.5 0.0178854818840475
100352 98 0.0179602872836803
100864 98.5 0.0179930482153094
101376 99 0.0180122102553847
101888 99.5 0.0180558202359749
102400 100 0.0181357742728512
102912 100.5 0.0182296077688344
103424 101 0.0183046329558574
103936 101.5 0.0183484798439597
104448 102 0.0183771959037862
104960 102.5 0.0184168495849596
105472 103 0.0184795805283776
105984 103.5 0.0185561806815677
106496 104 0.0186279117982753
107008 104.5 0.0186830746468701
107520 105 0.0187241004025435
108032 105.5 0.0187630166980477
108544 106 0.0188120572851106
109056 106.5 0.0188758559161133
109568 107 0.0189480581480465
110080 107.5 0.0190143082683489
110592 108 0.0190624146144326
111104 108.5 0.019094187283338
111616 109 0.019127302267307
112128 109.5 0.0191811023427479
112640 110 0.0192570471972118
113152 110.5 0.0193343702534636
113664 111 0.0193888738391922
114176 111.5 0.0194177272017816
114688 112 0.019443840910049
115200 112.5 0.0194933020662151
115712 113 0.0195684874220096
116224 113.5 0.0196453142139112
116736 114 0.0196979863791178
117248 114.5 0.0197254608984843
117760 115 0.0197522410299734
118272 115.5 0.0198032328816721
118784 116 0.0198788671488959
119296 116.5 0.0199553040586005
119808 117 0.0200084306443984
120320 117.5 0.0200371607514392
120832 118 0.0200636253387663
121344 118.5 0.0201112062484641
121856 119 0.0201822939981165
122368 119.5 0.0202568143526973
122880 120 0.0203121623274129
123392 120.5 0.0203450174131609
123904 121 0.0203741514141791
124416 121.5 0.0204216997760817
124928 122 0.0204912116425532
125440 122.5 0.0205641398055046
125952 123 0.0206184077768191
126464 123.5 0.020650561798493
126976 124 0.0206791945934348
127488 124.5 0.02072624872265
128000 125 0.0207952355565524
128512 125.5 0.0208682031825814
129024 126 0.0209239274699965
129536 126.5 0.0209586288526629
130048 127 0.0209888382375374
130560 127.5 0.0210344788529491
131072 128 0.0210995341564301
131584 128.5 0.0211690369716416
132096 129 0.0212243809512608
132608 129.5 0.0212613340685004
133120 130 0.0212934727267345
133632 130.5 0.0213385503167577
134144 131 0.0214014982974677
134656 131.5 0.0214701357115062
135168 132 0.0215270385254813
135680 132.5 0.0215659579044297
136192 133 0.0215974411338358
136704 133.5 0.0216386925864632
137216 134 0.0216973791301143
137728 134.5 0.0217646229088079
138240 135 0.021823714003035
138752 135.5 0.0218661218339285
139264 136 0.0218993827976108
139776 136.5 0.0219393696466991
140288 137 0.0219947402431241
