# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 11 2024 at 14:15:07+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-13.15.04-7546
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-13.15.04-7546
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.375 1.49437509725634e-05 1.49437509725652e-05 1.49437509725632e-05
1024 0.75 1.72918805848716e-05 1.72918805848718e-05 1.72918805848694e-05
1536 1.125 1.47057361513978e-05 1.47057361514071e-05 1.47057361514013e-05
2048 1.5 1.09650040651386e-05 1.09650040642325e-05 1.09650040678211e-05
2560 1.875 1.58328808721052e-05 1.58328808722231e-05 1.58328808710593e-05
3072 2.25 2.208085579898e-05 2.20808557990031e-05 2.20808557989381e-05
3584 2.625 1.47036057721682e-05 1.4703605772142e-05 1.47036057731181e-05
4096 3 2.68402370127524e-05 2.68402370126069e-05 2.68402370123693e-05
4608 3.375 2.56870446270044e-05 2.56870446270653e-05 2.56870446281938e-05
5120 3.75 1.57737172969868e-05 1.57737172941421e-05 1.57737172697883e-05
5632 4.125 1.47964752869503e-05 1.47964752869453e-05 1.47964752868906e-05
6144 4.5 2.03362809777677e-05 2.03362809777692e-05 2.03362809778095e-05
6656 4.875 2.41288452306638e-05 2.41288452306645e-05 2.41288452312387e-05
7168 5.25 2.57292892770596e-05 2.5729289277065e-05 2.57292892775893e-05
7680 5.625 2.51908434022799e-05 2.51908434022662e-05 2.51908434027133e-05
8192 6 2.91060537472014e-05 2.9106053659534e-05 2.91060535464705e-05
8704 6.375 2.79307490755702e-05 2.79307489420137e-05 2.79307488497677e-05
9216 6.75 2.08702410686954e-05 2.08702418200281e-05 2.08702419780198e-05
9728 7.125 2.2923407906255e-05 2.29234068576082e-05 2.29234060616077e-05
10240 7.5 1.980772200647e-05 1.98077220059077e-05 1.98077220064297e-05
10752 7.875 2.6330354238754e-05 2.63303585218145e-05 2.63303573905126e-05
11264 8.25 1.93334975959165e-05 1.93335003280669e-05 1.93334918068387e-05
11776 8.625 2.15136140497223e-05 2.1513613683039e-05 2.15136180116143e-05
12288 9 2.00856622504768e-05 2.00856622455271e-05 2.00856622425779e-05
12800 9.375 2.80261445186916e-05 2.80261463466221e-05 2.80261590864573e-05
13312 9.75 2.33042523581451e-05 2.33042456578882e-05 2.33042628216883e-05
13824 10.125 1.55496002334625e-05 1.55496002459916e-05 1.55496002538103e-05
14336 10.5 1.93016960345577e-05 1.93016960525999e-05 1.93016960633665e-05
14848 10.875 1.78073369461343e-05 1.7807329573348e-05 1.78073246583787e-05
15360 11.25 2.20860880949459e-05 2.20860882751233e-05 2.2086088265793e-05
15872 11.625 2.26483542545429e-05 2.26483530697548e-05 2.26483526022314e-05
16384 12 2.24190045278149e-05 2.24190130581127e-05 2.2418992734535e-05
16896 12.375 2.09370403730329e-05 2.09370406628954e-05 2.09370406940697e-05
17408 12.75 2.58414973988387e-05 2.58414975477144e-05 2.58414976446413e-05
17920 13.125 2.08376672141463e-05 2.08376668034852e-05 2.08376668892842e-05
18432 13.5 2.8157163972395e-05 2.81571640666543e-05 2.81571638002223e-05
18944 13.875 3.20063820646465e-05 3.20063819180672e-05 3.2006381746017e-05
19456 14.25 2.80994754517997e-05 2.80994738901244e-05 2.80994735657611e-05
19968 14.625 2.01321333305478e-05 2.01321310171047e-05 2.01321304112395e-05
20480 15 1.67238028012546e-05 1.67236808641855e-05 1.6723528657479e-05
20992 15.375 2.16258232967502e-05 2.16257945197418e-05 2.16257937893523e-05
21504 15.75 1.8760692017108e-05 1.87606759934854e-05 1.87605883656891e-05
22016 16.125 2.25825685164473e-05 2.2582480339954e-05 2.25826061901779e-05
22528 16.5 2.88416900878621e-05 2.88416921224649e-05 2.88416919661102e-05
23040 16.875 3.33751836352886e-05 3.33751850520124e-05 3.33751859258209e-05
23552 17.25 3.22503933184938e-05 3.22503910107629e-05 3.22503912164604e-05
24064 17.625 3.00030517163337e-05 3.00030461858623e-05 3.0003043414007e-05
24576 18 2.73208586811614e-05 2.73208571484377e-05 2.73208537103242e-05
25088 18.375 2.15198243997524e-05 2.15198205970984e-05 2.15198058410954e-05
25600 18.75 1.9458433363495e-05 1.94584319012848e-05 1.94584359677893e-05
26112 19.125 1.88236061877023e-05 1.8823613027773e-05 1.88235703007771e-05
26624 19.5 2.11623422681799e-05 2.11623377586795e-05 2.11623316244763e-05
27136 19.875 2.70298105787951e-05 2.70297625236024e-05 2.70297185540311e-05
27648 20.25 3.29338295458865e-05 3.29337726434941e-05 3.29336925073763e-05
28160 20.625 3.26207377056558e-05 3.26207173501393e-05 3.26206938733535e-05
28672 21 3.03530773280741e-05 3.03535469342139e-05 3.0353336161013e-05
29184 21.375 3.02625460551281e-05 3.0262007306216e-05 3.02620665576406e-05
29696 21.75 2.16642511201977e-05 2.16644557162812e-05 2.16644704098555e-05
30208 22.125 2.21264740785368e-05 2.21267182548111e-05 2.21260919657646e-05
30720 22.5 2.72038272273834e-05 2.72032544184393e-05 2.72022666410141e-05
31232 22.875 2.99129252784543e-05 2.99123327723837e-05 2.99119464061584e-05
31744 23.25 2.8091729636761e-05 2.80915946181203e-05 2.80912695498733e-05
32256 23.625 3.06057844331679e-05 3.06056198303095e-05 3.06046907081857e-05
32768 24 2.55239668304607e-05 2.55242912329423e-05 2.55230837333518e-05
33280 24.375 2.35367917185917e-05 2.35362942710523e-05 2.35363319857151e-05
33792 24.75 2.84093515628662e-05 2.84092094194602e-05 2.84091108918801e-05
34304 25.125 2.93754506259448e-05 2.93760228124038e-05 2.93761425317603e-05
34816 25.5 2.73594991907578e-05 2.73600970015257e-05 2.73606920682386e-05
35328 25.875 2.54333508081387e-05 2.54335082054917e-05 2.54341999070411e-05
35840 26.25 2.68096594561579e-05 2.6809854361101e-05 2.68102730473517e-05
36352 26.625 3.01551885149348e-05 3.01554008620247e-05 3.01549925017549e-05
36864 27 3.39028841770712e-05 3.39026241948324e-05 3.39021610185065e-05
37376 27.375 3.46039207797437e-05 3.46030794324235e-05 3.46029328941341e-05
37888 27.75 3.24582560516142e-05 3.24577814279069e-05 3.24578754519664e-05
38400 28.125 3.06799292110936e-05 3.06805812068503e-05 3.06807174469054e-05
38912 28.5 3.1646077792871e-05 3.16472797319927e-05 3.16473441330947e-05
39424 28.875 3.41735931573906e-05 3.41740256870174e-05 3.41739088279835e-05
39936 29.25 3.54690588773727e-05 3.54681530295313e-05 3.54678268109649e-05
40448 29.625 3.47048096142082e-05 3.47033904655436e-05 3.47030584931041e-05
40960 30 3.32926051366231e-05 3.32919427313511e-05 3.32918329718046e-05
41472 30.375 3.21859226384151e-05 3.21862009346941e-05 3.21862000874115e-05
41984 30.75 3.06907009178423e-05 3.06909327075537e-05 3.06906671426206e-05
42496 31.125 3.13460194733144e-05 3.13468301501634e-05 3.13466632221627e-05
43008 31.5 3.44941468897709e-05 3.44949351123244e-05 3.44952418470246e-05
43520 31.875 3.36251355258198e-05 3.36249912732903e-05 3.36252397719805e-05
44032 32.25 2.90692639675808e-05 2.90686360026028e-05 2.90692449679742e-05
44544 32.625 2.93200848947355e-05 2.93207636850016e-05 2.9320646387315e-05
45056 33 2.52675720608501e-05 2.52671552899951e-05 2.52669990492227e-05
45568 33.375 2.35691347225698e-05 2.35686200000808e-05 2.35691133746728e-05
46080 33.75 2.3343042078299e-05 2.33441033814071e-05 2.33442217459896e-05
46592 34.125 2.36516703052221e-05 2.3653040779849e-05 2.36533717605274e-05
47104 34.5 2.28657627324595e-05 2.28648190480746e-05 2.28646843602772e-05
47616 34.875 2.1909160690825e-05 2.19085259212595e-05 2.19078859174908e-05
48128 35.25 2.34429947642075e-05 2.3440867907615e-05 2.34399808423931e-05
48640 35.625 2.64818158204505e-05 2.64788582796394e-05 2.64785410964862e-05
49152 36 2.79109906494895e-05 2.7908297876252e-05 2.79090797799376e-05
49664 36.375 2.55391268202112e-05 2.55377216457976e-05 2.55394313119623e-05
50176 36.75 1.99503610409707e-05 1.99504592928323e-05 1.995230277558e-05
50688 37.125 1.66879697690617e-05 1.66890028577462e-05 1.66888164076936e-05
51200 37.5 1.89570493412613e-05 1.89577679604435e-05 1.89577149018654e-05
51712 37.875 2.44467777970427e-05 2.44469707743721e-05 2.44471011712134e-05
52224 38.25 2.81194527477949e-05 2.81191029800864e-05 2.81194925818274e-05
52736 38.625 3.05971170394521e-05 3.05952979979081e-05 3.05973350731363e-05
53248 39 3.31515021703939e-05 3.31484728252957e-05 3.31525399216009e-05
53760 39.375 3.36445338021149e-05 3.36418117916108e-05 3.36460064373433e-05
54272 39.75 3.00880975090699e-05 3.00873078488242e-05 3.0088881039237e-05
54784 40.125 2.48399523008076e-05 2.48407098952787e-05 2.48410635373273e-05
55296 40.5 2.76507406012663e-05 2.76484405560366e-05 2.76499159457096e-05
55808 40.875 3.40581875160615e-05 3.40545780428146e-05 3.40570197155511e-05
56320 41.25 3.8216024551908e-05 3.82121908878013e-05 3.82158962781464e-05
56832 41.625 4.11555886368922e-05 4.11526859177637e-05 4.11565956985423e-05
57344 42 4.21132400150934e-05 4.21119588150931e-05 4.21139968615535e-05
57856 42.375 3.99262203619316e-05 3.99267870063814e-05 3.99259286990739e-05
58368 42.75 3.59851599701146e-05 3.5987206604443e-05 3.59845573537077e-05
58880 43.125 3.32109997121335e-05 3.32134192878988e-05 3.32108678625534e-05
59392 43.5 4.18409283690773e-05 4.18407944754234e-05 4.18423915578095e-05
59904 43.875 4.92327725268585e-05 4.92335784507133e-05 4.92371135583758e-05
