# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 11 2024 at 14:15:07+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-13.15.04-7546
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.11-13.15.04-7546
#
# HYDROBASE::vel[0] (hydrobase-vel)
# 1:iteration 2:time 3:data
# data columns: 3:vel[0] 4:vel[1] 5:vel[2]
0 0 0 0 0
512 0.375 0.0262007839221786 0.0262007839221786 0.0262007839221786
1024 0.75 0.0242202039372761 0.0242202039372761 0.0242202039372761
1536 1.125 0.0222710471083679 0.0222710471083679 0.0222710471083679
2048 1.5 0.0203575686906593 0.0203575686906593 0.0203575686906593
2560 1.875 0.0184822002885868 0.0184822002885869 0.0184822002885868
3072 2.25 0.0166459752118293 0.0166459752118294 0.0166459752118292
3584 2.625 0.0148482566772685 0.0148482566772685 0.0148482566772684
4096 3 0.0130874741052175 0.0130874741052175 0.0130874741052175
4608 3.375 0.0113621540645753 0.0113621540645752 0.0113621540645753
5120 3.75 0.0096724962113665 0.0096724962113666 0.00967249621136657
5632 4.125 0.00802002600914012 0.00802002600914027 0.00802002600914031
6144 4.5 0.0064056692412883 0.00640566924128845 0.00640566924128838
6656 4.875 0.00492163908608361 0.00492163909119147 0.00492163909629582
7168 5.25 0.00478995517553626 0.00478995517496889 0.00478995517423564
7680 5.625 0.00499301329176338 0.0049930132891955 0.004993013286239
8192 6 0.00518288529881292 0.00518288529098633 0.00518288528267186
8704 6.375 0.00535810394869436 0.00535810393438834 0.00535810391972455
9216 6.75 0.00553688336530971 0.00553688336531856 0.00553688333049036
9728 7.125 0.00570291599541763 0.00570291599551097 0.00570291592522913
10240 7.5 0.00585471571147866 0.00585471571161396 0.00585471561708177
10752 7.875 0.00598935717392655 0.00598935717402455 0.00598935706630226
11264 8.25 0.00610748777263095 0.00610748777266908 0.00610748765180336
11776 8.625 0.00620973921736894 0.00620973921742367 0.00620973908367726
12288 9 0.00629652418810001 0.00629652418875678 0.0062965240412562
12800 9.375 0.00636837507659776 0.0063683750800945 0.00636837491444705
13312 9.75 0.006425576726058 0.00642557673687534 0.00642557654455198
13824 10.125 0.00646818556533802 0.00646818559016954 0.00646818536004709
14336 10.5 0.00649667082076057 0.00649667086806788 0.00649667059366716
14848 10.875 0.00651205543997787 0.0065120555157029 0.00651205519888978
15360 11.25 0.00651517203810704 0.00651517215733475 0.00651517181456175
15872 11.625 0.00650627327107842 0.00650627346296216 0.00650627313257261
16384 12 0.00648559000549304 0.00648559029822811 0.00648559005325571
16896 12.375 0.00645366281717882 0.00645366323169953 0.0064536631448109
17408 12.75 0.0064109647925627 0.00641096546173248 0.00641096546321311
17920 13.125 0.00635762449322731 0.00635762540185636 0.00635762539233283
18432 13.5 0.00629323484069884 0.00629323572486509 0.00629323570618853
18944 13.875 0.00621801542649785 0.00621801605766552 0.00621801599838559
19456 14.25 0.0061322098674488 0.00613221047763552 0.00613220426382987
19968 14.625 0.00603625240067433 0.0060362531079704 0.00603622022227482
20480 15 0.00593106336457185 0.00593106425020657 0.00593099333052512
20992 15.375 0.00581808503993679 0.00581808610467815 0.0058179753381412
21504 15.75 0.00569843556797626 0.00569843669162647 0.00569828641940208
22016 16.125 0.00568007574370846 0.00568007572900028 0.00568007573675743
22528 16.5 0.00569499257911438 0.00569499257814554 0.00569499260676583
23040 16.875 0.00570184997663314 0.00570184998957769 0.00570185004799392
23552 17.25 0.0057004869279247 0.00570048694316101 0.00570048703877717
24064 17.625 0.00568995759725827 0.00568995759978819 0.00568995771388595
24576 18 0.005669180598414 0.0056691806018947 0.00566918071544773
25088 18.375 0.00563778531063856 0.00563778532956189 0.00563778543390946
25600 18.75 0.00559600741845286 0.00559600742329648 0.00559600747676524
26112 19.125 0.00554384912416062 0.0055438491023424 0.00554384904026524
26624 19.5 0.00548084209350381 0.00548084211514921 0.00548084186530168
27136 19.875 0.00540737862252462 0.00540737876490793 0.00540737816081573
27648 20.25 0.00532379292084846 0.00532379317813991 0.00532379198294352
28160 20.625 0.00522973371945968 0.00522973403039605 0.00522973214035956
28672 21 0.0051249231548401 0.00512492346318849 0.00512492091571102
29184 21.375 0.00501031635850493 0.00501031667216465 0.00501031342199466
29696 21.75 0.00488741764073681 0.00488741802506741 0.00488741385574082
30208 22.125 0.00475681008269872 0.00475681049696368 0.00475680515618225
30720 22.5 0.00461827962966483 0.00461827993663253 0.00461827330539914
31232 22.875 0.00447212349218938 0.00447212376380265 0.00447211586898309
31744 23.25 0.00431951677192471 0.0043195172061228 0.00431950800415527
32256 23.625 0.00416167013542493 0.00416167065234295 0.00416166005149685
32768 24 0.00399913008209182 0.00399913051830326 0.00399911861933597
33280 24.375 0.00383156602752665 0.00383156650107127 0.0038315533510657
33792 24.75 0.00365525748425001 0.00365525809152283 0.00365524359056451
34304 25.125 0.00346922292457112 0.00346922351612457 0.00346920784866513
