# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 10 2024 at 15:48:58+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.10-14.48.54-96446
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.10-14.48.54-96446
#
# ADMBASE::betax (admbase-shift)
# 1:iteration 2:time 3:data
# data columns: 3:betax 4:betay 5:betaz
0 0 0 0 0
512 0.6 -1.07668952553685e-06 -1.07668952553685e-06 -1.07668952553676e-06
1024 1.2 -3.46631731452804e-06 -3.46631731452805e-06 -3.46631731452771e-06
1536 1.8 -5.167149977177e-06 -5.16714997717698e-06 -5.16714997717689e-06
2048 2.4 -8.6481504116552e-06 -8.64815041165519e-06 -8.64815041165474e-06
2560 3 -1.20755206288578e-05 -1.20755206288578e-05 -1.20755206288571e-05
3072 3.6 -1.51616731361158e-05 -1.51616731361159e-05 -1.51616731361171e-05
3584 4.2 -1.92927457731476e-05 -1.92927457731486e-05 -1.92927457731455e-05
4096 4.8 -2.34761519378218e-05 -2.34761519378205e-05 -2.34761519378236e-05
4608 5.4 -2.84726881917427e-05 -2.84726881917422e-05 -2.84726881917803e-05
5120 6 -3.25482003709047e-05 -3.25482003708912e-05 -3.25482003709418e-05
5632 6.6 -3.6203352172997e-05 -3.62033521729583e-05 -3.62033521729663e-05
6144 7.2 -4.13153353092522e-05 -4.13153353092858e-05 -4.13153353092373e-05
6656 7.8 -4.8996836357655e-05 -4.89968363577233e-05 -4.89968363577324e-05
7168 8.4 -5.81404386661536e-05 -5.8140438666283e-05 -5.81404386662164e-05
7680 9 -6.66396736124376e-05 -6.66396736124822e-05 -6.66396736123365e-05
8192 9.6 -7.22776373376435e-05 -7.22776373375438e-05 -7.22776373375726e-05
8704 10.2 -7.66963503014139e-05 -7.66963503013109e-05 -7.66963503014575e-05
9216 10.8 -8.23555397530889e-05 -8.23555397530891e-05 -8.23555397530643e-05
9728 11.4 -8.95771095231841e-05 -8.95771095232199e-05 -8.95771095231495e-05
10240 12 -9.75102866561753e-05 -9.751028665617e-05 -9.75102866563032e-05
10752 12.6 -0.000105540602179005 -0.000105540602178918 -0.000105540602178986
11264 13.2 -0.000113207058906139 -0.000113207058905987 -0.000113207058905839
11776 13.8 -0.000120120975214462 -0.00012012097521446 -0.000120120975214396
12288 14.4 -0.000126041934756793 -0.00012604193475691 -0.000126041934757074
12800 15 -0.000131201697880558 -0.000131201697880485 -0.000131201697880712
13312 15.6 -0.000136570255185502 -0.000136570255185479 -0.000136570255185549
13824 16.2 -0.000142750626903724 -0.000142750626904002 -0.000142750626903831
14336 16.8 -0.000149231992670216 -0.000149231992670346 -0.00014923199267015
14848 17.4 -0.000155846282674978 -0.000155846282674649 -0.000155846282674847
15360 18 -0.000163176258946672 -0.000163176258946305 -0.00016317625894656
15872 18.6 -0.000170675420877558 -0.000170675420877632 -0.000170675420877252
16384 19.2 -0.000177023515122725 -0.000177023515123104 -0.000177023515122559
16896 19.8 -0.000182590928549471 -0.000182590928549677 -0.000182590928549814
17408 20.4 -0.000188578921556257 -0.000188578921556125 -0.000188578921556559
17920 21 -0.000194467850550388 -0.000194467850550029 -0.000194467850550078
18432 21.6 -0.00019959612589706 -0.000199596125896766 -0.000199596125896714
18944 22.2 -0.00020575504623721 -0.000205755046237483 -0.00020575504623762
19456 22.8 -0.000214626684827142 -0.00021462668482773 -0.000214626684827845
