# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 10 2024 at 15:48:58+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.10-14.48.54-96446
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.10-14.48.54-96446
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 0 0 0
512 0.6 2.6116097121106e-07 2.61160971211017e-07 2.61160971210941e-07
1024 1.2 6.33891325543355e-07 6.33891325543364e-07 6.33891325542672e-07
1536 1.8 9.6704024372275e-07 9.67040243722802e-07 9.670402437231e-07
2048 2.4 1.02609227782795e-06 1.02609227782801e-06 1.02609227782753e-06
2560 3 1.08403206996756e-06 1.08403206996759e-06 1.08403206996931e-06
3072 3.6 1.06764709362984e-06 1.06764709362985e-06 1.06764709363175e-06
3584 4.2 1.16281715081714e-06 1.16281715081688e-06 1.16281715081695e-06
4096 4.8 1.07597151635643e-06 1.07597151635613e-06 1.07597151635957e-06
4608 5.4 1.12940603105285e-06 1.12940603105265e-06 1.12940603104956e-06
5120 6 1.15515507580454e-06 1.15515507580514e-06 1.15515507580079e-06
5632 6.6 1.16906156223273e-06 1.1690615622305e-06 1.16906156223533e-06
6144 7.2 1.12789086761757e-06 1.12789086761628e-06 1.1278908676172e-06
6656 7.8 1.1741375026213e-06 1.17413750262172e-06 1.17413750261804e-06
7168 8.4 1.17124031181782e-06 1.17124031181723e-06 1.17124031180913e-06
7680 9 1.15274829827655e-06 1.1527482982804e-06 1.15274829827858e-06
8192 9.6 1.21123087370219e-06 1.21123087370643e-06 1.21123087371157e-06
8704 10.2 1.22733767951385e-06 1.22733767951433e-06 1.22733767950581e-06
9216 10.8 1.22356170637713e-06 1.22356170637795e-06 1.22356170638819e-06
9728 11.4 1.29435218623747e-06 1.29435218624002e-06 1.29435218624266e-06
10240 12 1.29667168008119e-06 1.29667168007979e-06 1.29667168007218e-06
10752 12.6 1.29379493541623e-06 1.29379493540958e-06 1.29379493541651e-06
11264 13.2 1.29518820133592e-06 1.29518820133915e-06 1.29518820133019e-06
11776 13.8 1.30151535894819e-06 1.30151535894607e-06 1.30151535893941e-06
12288 14.4 1.35261662256377e-06 1.3526166225602e-06 1.35261662255117e-06
12800 15 1.36388134645061e-06 1.36388134646403e-06 1.3638813464447e-06
13312 15.6 1.30012561052321e-06 1.30012561052756e-06 1.30012561052404e-06
13824 16.2 1.28888297445857e-06 1.28888297444963e-06 1.28888297445142e-06
14336 16.8 1.26611022790073e-06 1.26611022789032e-06 1.26611022790287e-06
14848 17.4 1.27780577520041e-06 1.27780577520892e-06 1.27780577520764e-06
15360 18 1.283097839367e-06 1.28309783935991e-06 1.28309783934873e-06
15872 18.6 1.34241022037336e-06 1.34241022036532e-06 1.3424102203765e-06
16384 19.2 1.40994524065117e-06 1.40994524065263e-06 1.40994524064754e-06
16896 19.8 1.42671805994819e-06 1.42671805994591e-06 1.42671805993694e-06
17408 20.4 1.39142753062647e-06 1.39142753062598e-06 1.3914275306143e-06
17920 21 1.38247797785276e-06 1.38247797785505e-06 1.38247797784867e-06
18432 21.6 1.47055815511563e-06 1.47055815510258e-06 1.47055815510915e-06
18944 22.2 1.4901885790656e-06 1.49018857906877e-06 1.49018857906489e-06
19456 22.8 1.46901080858639e-06 1.46901080859714e-06 1.46901080860009e-06
19968 23.4 1.47656570124548e-06 1.47656570123785e-06 1.4765657012438e-06
20480 24 1.43208497758327e-06 1.43208497757755e-06 1.43208497759317e-06
20992 24.6 1.42700363030188e-06 1.42700363031433e-06 1.42700363032438e-06
21504 25.2 1.41997173744473e-06 1.41997173745351e-06 1.41997173744445e-06
22016 25.8 1.41650537676801e-06 1.41650537677007e-06 1.41650537676869e-06
22528 26.4 1.39187862531565e-06 1.39187862532076e-06 1.39187862533195e-06
23040 27 1.35414621408039e-06 1.35414621408035e-06 1.35414621409371e-06
23552 27.6 1.34180166125528e-06 1.34180166125638e-06 1.34180166125695e-06
24064 28.2 1.37839589540116e-06 1.37839589539939e-06 1.37839589540263e-06
24576 28.8 1.40953053362524e-06 1.40953053365682e-06 1.40953053364304e-06
25088 29.4 1.39565595801916e-06 1.39565595802382e-06 1.39565595803051e-06
25600 30 1.43564672384095e-06 1.43564672383803e-06 1.43564672383732e-06
26112 30.6 1.46022918205913e-06 1.46022918205723e-06 1.46022918205529e-06
26624 31.2 1.43542643531138e-06 1.43542643533399e-06 1.43542643531451e-06
27136 31.8 1.46244589305513e-06 1.46244589306034e-06 1.46244589305179e-06
27648 32.4 1.4993098179938e-06 1.4993098179982e-06 1.49930981800262e-06
28160 33 1.48120998860668e-06 1.48120998861586e-06 1.48120998861161e-06
28672 33.6 1.46367210065659e-06 1.46367210066004e-06 1.46367210064504e-06
29184 34.2 1.47537493755665e-06 1.47537493756325e-06 1.47537493756515e-06
