# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 10 2024 at 15:48:58+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.10-14.48.54-96446
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.10-14.48.54-96446
#
# ADMBASE::alp (admbase-lapse)
# 1:iteration 2:time 3:data
# data columns: 3:alp
0 0 0.66986122441249
512 0.6 0.669863264372506
1024 1.2 0.669881980181912
1536 1.8 0.6699314399133
2048 2.4 0.670001255039665
2560 3 0.670067648809772
3072 3.6 0.670113165208502
3584 4.2 0.670138155802178
4096 4.8 0.670156396339153
4608 5.4 0.670181664886322
5120 6 0.670214546641755
5632 6.6 0.670240970889194
6144 7.2 0.67024568466709
6656 7.8 0.670230051379925
7168 8.4 0.670215462889049
7680 9 0.670223444639381
8192 9.6 0.670248948756106
8704 10.2 0.670257983687385
9216 10.8 0.67021940004508
9728 11.4 0.670140089847319
10240 12 0.670063234671442
10752 12.6 0.670028664878393
11264 13.2 0.670036918699046
11776 13.8 0.67005287390438
12288 14.4 0.670041343532695
12800 15 0.669997587698656
13312 15.6 0.669946566607612
13824 16.2 0.669917003573338
14336 16.8 0.669917495574873
14848 17.4 0.669935142625432
15360 18 0.669951601826799
15872 18.6 0.669956704260004
16384 19.2 0.669952118188205
16896 19.8 0.669952489981274
17408 20.4 0.669982667523203
17920 21 0.670060923081221
18432 21.6 0.670180407304544
18944 22.2 0.670318856486478
19456 22.8 0.670471522459538
19968 23.4 0.670658909843526
20480 24 0.670890205006089
20992 24.6 0.671132964087154
21504 25.2 0.671337983530676
22016 25.8 0.67149035744763
22528 26.4 0.671621414898583
23040 27 0.671772110561684
23552 27.6 0.671956570659559
24064 28.2 0.67215868069014
24576 28.8 0.672349342278836
25088 29.4 0.67250423078173
25600 30 0.672618063332086
26112 30.6 0.672710658730187
26624 31.2 0.672813311077792
27136 31.8 0.672940391258832
27648 32.4 0.673074166341328
28160 33 0.673182424440111
28672 33.6 0.673252553006922
29184 34.2 0.673305938519209
29696 34.8 0.673377215186178
30208 35.4 0.67347996759446
30720 36 0.673593956550476
31232 36.6 0.673686675754799
31744 37.2 0.673747331269469
32256 37.8 0.673798096180493
32768 38.4 0.673870147003165
33280 39 0.673969704727815
33792 39.6 0.674071623480402
34304 40.2 0.674148003155075
34816 40.8 0.674198846426404
35328 41.4 0.674249376558613
35840 42 0.674318879280607
36352 42.6 0.674399670024083
36864 43.2 0.674470115494406
37376 43.8 0.674522408462537
37888 44.4 0.674569678580822
38400 45 0.674626483313021
38912 45.6 0.674690455583502
39424 46.2 0.674747572393545
39936 46.8 0.67479081175351
40448 47.4 0.674827148295143
40960 48 0.674866494336088
41472 48.6 0.674909244175638
41984 49.2 0.674947726447629
42496 49.8 0.674977467161884
43008 50.4 0.675002683000882
43520 51 0.675029167425418
44032 51.6 0.675054696109801
44544 52.2 0.675071003773727
45056 52.8 0.675075895351736
45568 53.4 0.675078436126774
46080 54 0.675087834622361
46592 54.6 0.675100166622593
47104 55.2 0.675102505694474
47616 55.8 0.675090037722128
48128 56.4 0.675072064821277
48640 57 0.67505828917877
49152 57.6 0.675045723039483
49664 58.2 0.675025074438291
50176 58.8 0.67499553090184
50688 59.4 0.674964798026256
51200 60 0.674935578316461
51712 60.6 0.67490146674934
52224 61.2 0.674859403573745
52736 61.8 0.674817630704858
53248 62.4 0.674783871462806
