# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 10 2024 at 15:48:58+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.10-14.48.54-96446
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.10-14.48.54-96446
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 2.23052924631237e-06
512 0.6 1.08971878850392e-05
1024 1.2 1.60672577792446e-05
1536 1.8 1.8626934182178e-05
2048 2.4 1.90605899493214e-05
2560 3 1.90425537037442e-05
3072 3.6 1.98190337068194e-05
3584 4.2 2.09367986612404e-05
4096 4.8 2.13818783037005e-05
4608 5.4 2.13389152751038e-05
5120 6 2.14760649366526e-05
5632 6.6 2.22533227971213e-05
6144 7.2 2.27486781778262e-05
6656 7.8 2.28219409747553e-05
7168 8.4 2.2832492795828e-05
7680 9 2.33202610517044e-05
8192 9.6 2.37792092706994e-05
8704 10.2 2.38869214219457e-05
9216 10.8 2.40253992057422e-05
9728 11.4 2.42307741028783e-05
10240 12 2.47183798843567e-05
10752 12.6 2.4865085627288e-05
11264 13.2 2.49839594501105e-05
11776 13.8 2.52692729702236e-05
12288 14.4 2.55904910559366e-05
12800 15 2.58275276792454e-05
13312 15.6 2.60123074150306e-05
13824 16.2 2.62698726353217e-05
14336 16.8 2.66284412745912e-05
14848 17.4 2.68255744507157e-05
15360 18 2.70376753341527e-05
15872 18.6 2.72623446399803e-05
16384 19.2 2.76244902687461e-05
16896 19.8 2.79556227235205e-05
17408 20.4 2.80702150053322e-05
17920 21 2.83197379815741e-05
18432 21.6 2.85567216275605e-05
18944 22.2 2.89429675385874e-05
19456 22.8 2.91936995202614e-05
19968 23.4 2.93934374485303e-05
20480 24 2.96240522390315e-05
20992 24.6 2.9925757749035e-05
21504 25.2 3.02972903546368e-05
22016 25.8 3.05795586957171e-05
22528 26.4 3.08523563150954e-05
23040 27 3.10602416857012e-05
23552 27.6 3.13771323387026e-05
24064 28.2 3.17110594148205e-05
24576 28.8 3.21016132278248e-05
25088 29.4 3.23811008913677e-05
25600 30 3.26798298621221e-05
26112 30.6 3.29683603582487e-05
26624 31.2 3.33001162493521e-05
27136 31.8 3.36556524643889e-05
27648 32.4 3.3936042685075e-05
28160 33 3.43206042122404e-05
28672 33.6 3.46232173654924e-05
29184 34.2 3.50667180281779e-05
29696 34.8 3.53343330765657e-05
30208 35.4 3.5706341453384e-05
30720 36 3.60195289861516e-05
31232 36.6 3.64736339353487e-05
31744 37.2 3.6868153127812e-05
32256 37.8 3.7184021558418e-05
32768 38.4 3.75368346359707e-05
33280 39 3.78812217919918e-05
33792 39.6 3.83475259777167e-05
34304 40.2 3.87088930574024e-05
34816 40.8 3.90754610773596e-05
35328 41.4 3.93396282134877e-05
35840 42 3.97157445541127e-05
36352 42.6 4.00782506765644e-05
36864 43.2 4.05034721873042e-05
37376 43.8 4.08697310786019e-05
37888 44.4 4.1249448658726e-05
38400 45 4.16025190494044e-05
38912 45.6 4.1978204365528e-05
39424 46.2 4.23149408152256e-05
39936 46.8 4.27035888706483e-05
40448 47.4 4.30698015318254e-05
40960 48 4.34674646914833e-05
41472 48.6 4.38429128174681e-05
41984 49.2 4.41615462582482e-05
42496 49.8 4.45362813832474e-05
43008 50.4 4.48653891604405e-05
43520 51 4.52753673062985e-05
44032 51.6 4.56257654754558e-05
44544 52.2 4.60070978991799e-05
45056 52.8 4.63331925942249e-05
45568 53.4 4.66837147916743e-05
46080 54 4.70379966482678e-05
46592 54.6 4.74183660408233e-05
47104 55.2 4.77664223907357e-05
47616 55.8 4.81430206146369e-05
48128 56.4 4.84382336987177e-05
48640 57 4.87975220235328e-05
49152 57.6 4.91476390653259e-05
49664 58.2 4.94736282215985e-05
50176 58.8 4.98452238475054e-05
50688 59.4 5.01786934348836e-05
51200 60 5.05472535598318e-05
51712 60.6 5.08732293158498e-05
52224 61.2 5.1186317093251e-05
52736 61.8 5.15230335318771e-05
53248 62.4 5.18987617353683e-05
53760 63 5.22689123644409e-05
54272 63.6 5.2569864686125e-05
54784 64.2 5.28756302700838e-05
55296 64.8 5.32208564780517e-05
55808 65.4 5.35897105288246e-05
56320 66 5.39495638823388e-05
56832 66.6 5.42457743043734e-05
57344 67.2 5.45831761577963e-05
57856 67.8 5.49387514509016e-05
58368 68.4 5.5286703797855e-05
58880 69 5.56006226019451e-05
59392 69.6 5.59189817116998e-05
59904 70.2 5.62641263903338e-05
60416 70.8 5.66143189375701e-05
60928 71.4 5.69398490752158e-05
61440 72 5.72625699220316e-05
61952 72.6 5.75829218235565e-05
62464 73.2 5.79359374376988e-05
62976 73.8 5.82415774290004e-05
63488 74.4 5.85613918697098e-05
64000 75 5.88840330705826e-05
64512 75.6 5.92418889068919e-05
65024 76.2 5.9560204705613e-05
65536 76.8 5.98495848574279e-05
66048 77.4 6.01627020580295e-05
66560 78 6.04959854949629e-05
