# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 10 2024 at 15:48:58+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.10-14.48.54-96446
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.10-14.48.54-96446
#
# GRHYDRO::dens (grhydro-dens)
# 1:iteration 2:time 3:data
# data columns: 3:dens
0 0 0.0136261151754632
512 0.6 0.0136261151762135
1024 1.2 0.0136261151790913
1536 1.8 0.0136261151851131
2048 2.4 0.0136261151956499
2560 3 0.0136261152105593
3072 3.6 0.0136261152294629
3584 4.2 0.0136261152525961
4096 4.8 0.0136261152796632
4608 5.4 0.0136261153111422
5120 6 0.0136261153464722
5632 6.6 0.0136261153859201
6144 7.2 0.0136261154298981
6656 7.8 0.0136261154782066
7168 8.4 0.0136261155302362
7680 9 0.0136261155860469
8192 9.6 0.0136261156459877
8704 10.2 0.0136261157120691
9216 10.8 0.0136261157802466
9728 11.4 0.0136261158527277
10240 12 0.0136261159280799
10752 12.6 0.013626116006087
11264 13.2 0.0136261160849338
11776 13.8 0.0136261161683584
12288 14.4 0.0136261162562393
12800 15 0.0136261163474744
13312 15.6 0.0136261164420359
13824 16.2 0.0136261165401395
14336 16.8 0.013626116640557
14848 17.4 0.0136261167444512
15360 18 0.0136261168510001
15872 18.6 0.0136261169596452
16384 19.2 0.0136261170715259
16896 19.8 0.0136261171845631
17408 20.4 0.013626117301631
17920 21 0.0136261174230121
18432 21.6 0.0136261175434707
18944 22.2 0.0136261176658258
19456 22.8 0.013626117789955
19968 23.4 0.0136261179144678
20480 24 0.0136261180411221
20992 24.6 0.0136261181723224
21504 25.2 0.013626118307672
22016 25.8 0.0136261184449037
22528 26.4 0.0136261185830899
23040 27 0.0136261187241548
23552 27.6 0.0136261188656536
24064 28.2 0.0136261190062856
24576 28.8 0.0136261191448682
25088 29.4 0.0136261192853152
25600 30 0.0136261194264121
26112 30.6 0.0136261195667953
26624 31.2 0.0136261197081238
27136 31.8 0.0136261198495304
27648 32.4 0.0136261199883923
28160 33 0.013626120128365
28672 33.6 0.0136261202713151
29184 34.2 0.01362612041835
29696 34.8 0.0136261205688409
30208 35.4 0.0136261207190676
30720 36 0.0136261208672736
31232 36.6 0.0136261210143891
31744 37.2 0.0136261211604922
32256 37.8 0.0136261213096254
32768 38.4 0.013626121460093
33280 39 0.0136261216144372
33792 39.6 0.0136261217687352
34304 40.2 0.0136261219237518
34816 40.8 0.0136261220797298
35328 41.4 0.0136261222377834
35840 42 0.013626122399591
36352 42.6 0.0136261225627351
36864 43.2 0.0136261227269853
37376 43.8 0.0136261228928997
37888 44.4 0.0136261230567412
38400 45 0.0136261232155547
38912 45.6 0.0136261233718112
39424 46.2 0.0136261235299609
39936 46.8 0.0136261236898865
40448 47.4 0.0136261238509343
40960 48 0.0136261240153148
41472 48.6 0.0136261241853524
41984 49.2 0.0136261243602727
42496 49.8 0.0136261245368539
43008 50.4 0.0136261247156175
43520 51 0.0136261248965396
44032 51.6 0.0136261250765755
44544 52.2 0.0136261252524435
45056 52.8 0.0136261254289787
45568 53.4 0.013626125600636
46080 54 0.0136261257727587
46592 54.6 0.0136261259419273
47104 55.2 0.0136261261121754
47616 55.8 0.0136261262859595
48128 56.4 0.0136261264617764
48640 57 0.0136261266418302
49152 57.6 0.013626126828377
49664 58.2 0.013626127010792
50176 58.8 0.0136261271915022
50688 59.4 0.0136261273710971
51200 60 0.0136261275476526
51712 60.6 0.0136261277293998
52224 61.2 0.0136261279125881
52736 61.8 0.0136261281017933
53248 62.4 0.0136261282954375
53760 63 0.0136261284899114
54272 63.6 0.0136261286843397
54784 64.2 0.0136261288847998
55296 64.8 0.0136261290854303
55808 65.4 0.0136261292839229
56320 66 0.0136261294855808
56832 66.6 0.0136261296813971
57344 67.2 0.0136261298758005
57856 67.8 0.0136261300749692
58368 68.4 0.0136261302774776
58880 69 0.0136261304886488
59392 69.6 0.0136261307003417
59904 70.2 0.0136261309191169
60416 70.8 0.0136261311437145
60928 71.4 0.0136261313647954
61440 72 0.0136261315863253
61952 72.6 0.0136261318088441
62464 73.2 0.0136261320278134
62976 73.8 0.0136261322431653
63488 74.4 0.0136261324621082
64000 75 0.0136261326889961
64512 75.6 0.0136261329213075
65024 76.2 0.0136261331586549
65536 76.8 0.0136261333911484
66048 77.4 0.0136261336234632
66560 78 0.0136261338586455
67072 78.6 0.0136261340865868
67584 79.2 0.0136261343176841
68096 79.8 0.0136261345459849
68608 80.4 0.0136261347658238
69120 81 0.0136261349899959
69632 81.6 0.013626135211967
70144 82.2 0.0136261354303032
70656 82.8 0.0136261356508794
71168 83.4 0.0136261358726617
71680 84 0.0136261360991495
72192 84.6 0.0136261363265758
72704 85.2 0.0136261365554411
73216 85.8 0.0136261367863477
73728 86.4 0.01362613701357
74240 87 0.0136261372476518
74752 87.6 0.0136261374825074
75264 88.2 0.013626137719061
75776 88.8 0.0136261379550332
76288 89.4 0.0136261381920506
76800 90 0.0136261384277977
77312 90.6 0.0136261386684056
77824 91.2 0.0136261389042432
78336 91.8 0.0136261391429323
78848 92.4 0.0136261393884118
79360 93 0.0136261396338935
79872 93.6 0.0136261398786396
80384 94.2 0.013626140127679
80896 94.8 0.0136261403787492
81408 95.4 0.0136261406391678
81920 96 0.0136261409038244
82432 96.6 0.0136261411684719
82944 97.2 0.0136261414394765
83456 97.8 0.0136261417096956
83968 98.4 0.0136261419821552
84480 99 0.0136261422558239
84992 99.6 0.0136261425296353
85504 100.2 0.0136261427992832
86016 100.8 0.0136261430713704
86528 101.4 0.013626143340939
87040 102 0.0136261436191491
87552 102.6 0.013626143904055
88064 103.2 0.0136261441941319
88576 103.8 0.0136261444898575
89088 104.4 0.0136261447806352
89600 105 0.0136261450641573
90112 105.6 0.0136261453391144
90624 106.2 0.0136261456125542
91136 106.8 0.01362614588905
91648 107.4 0.0136261461651756
92160 108 0.0136261464464367
92672 108.6 0.0136261467270843
93184 109.2 0.0136261470012365
93696 109.8 0.0136261472770383
94208 110.4 0.0136261475562607
94720 111 0.0136261478365717
95232 111.6 0.0136261481134585
95744 112.2 0.0136261483920622
96256 112.8 0.01362614866586
96768 113.4 0.0136261489444344
97280 114 0.0136261492261671
97792 114.6 0.0136261495089994
98304 115.2 0.01362614979387
98816 115.8 0.0136261500838687
99328 116.4 0.0136261503698999
99840 117 0.013626150661752
100352 117.6 0.0136261509451987
100864 118.2 0.0136261512270872
101376 118.8 0.0136261515157707
101888 119.4 0.0136261518168737
102400 120 0.0136261521137724
102912 120.6 0.0136261524223262
103424 121.2 0.0136261527356198
103936 121.8 0.0136261530473901
104448 122.4 0.0136261533632848
104960 123 0.0136261536866728
105472 123.6 0.0136261540168813
105984 124.2 0.0136261543434588
106496 124.8 0.0136261546660393
107008 125.4 0.0136261549879395
107520 126 0.0136261553039562
108032 126.6 0.0136261556137926
108544 127.2 0.0136261559327938
109056 127.8 0.0136261562673028
109568 128.4 0.0136261566002964
110080 129 0.0136261569326541
110592 129.6 0.0136261572645055
111104 130.2 0.0136261576065501
111616 130.8 0.0136261579460091
112128 131.4 0.0136261582833925
112640 132 0.0136261586259231
113152 132.6 0.0136261589713831
113664 133.2 0.0136261593162594
114176 133.8 0.0136261596562002
114688 134.4 0.0136261599906019
115200 135 0.0136261603134899
115712 135.6 0.0136261606377998
116224 136.2 0.0136261609567159
116736 136.8 0.0136261612814006
117248 137.4 0.0136261616076472
117760 138 0.0136261619306534
118272 138.6 0.0136261622458346
118784 139.2 0.0136261625682638
119296 139.8 0.0136261628905389
119808 140.4 0.0136261632171576
120320 141 0.0136261635535046
120832 141.6 0.0136261638906687
121344 142.2 0.0136261642279146
121856 142.8 0.013626164561159
122368 143.4 0.0136261648923559
122880 144 0.0136261652243269
123392 144.6 0.013626165565714
123904 145.2 0.0136261659212452
124416 145.8 0.0136261662770434
124928 146.4 0.0136261666316323
125440 147 0.013626166990261
125952 147.6 0.0136261673373082
126464 148.2 0.0136261676851219
126976 148.8 0.0136261680301051
127488 149.4 0.0136261683820259
128000 150 0.0136261687380831
128512 150.6 0.0136261690975049
129024 151.2 0.0136261694627337
129536 151.8 0.0136261698306113
130048 152.4 0.0136261701955356
130560 153 0.0136261705577291
131072 153.6 0.0136261709221352
131584 154.2 0.0136261712936548
132096 154.8 0.0136261716663895
132608 155.4 0.0136261720437588
133120 156 0.0136261724139556
133632 156.6 0.0136261727828333
134144 157.2 0.0136261731429771
134656 157.8 0.0136261735090118
135168 158.4 0.0136261738817503
135680 159 0.0136261742577995
136192 159.6 0.0136261746436091
136704 160.2 0.0136261750275458
137216 160.8 0.0136261754065578
137728 161.4 0.0136261757778764
138240 162 0.0136261761478027
138752 162.6 0.0136261765176134
139264 163.2 0.0136261768907403
139776 163.8 0.0136261772758929
140288 164.4 0.0136261776579149
140800 165 0.0136261780313947
141312 165.6 0.0136261784054292
141824 166.2 0.0136261787710862
142336 166.8 0.0136261791392988
142848 167.4 0.0136261795063
143360 168 0.0136261798760357
143872 168.6 0.0136261802463396
144384 169.2 0.0136261806246053
144896 169.8 0.0136261809951617
145408 170.4 0.0136261813630523
145920 171 0.0136261817169418
146432 171.6 0.0136261820935243
146944 172.2 0.013626182472774
147456 172.8 0.0136261828541308
147968 173.4 0.0136261832337986
148480 174 0.0136261836113258
148992 174.6 0.0136261839881974
149504 175.2 0.0136261843640615
150016 175.8 0.0136261847452193
150528 176.4 0.0136261851196667
151040 177 0.0136261855025141
151552 177.6 0.0136261859014004
152064 178.2 0.0136261862955071
152576 178.8 0.0136261866889963
153088 179.4 0.0136261870793429
153600 180 0.0136261874612601
154112 180.6 0.0136261878331916
154624 181.2 0.0136261882075456
155136 181.8 0.0136261886050239
155648 182.4 0.0136261890165226
156160 183 0.0136261894249269
156672 183.6 0.013626189826668
