# Scalar ASCII output created by CarpetIOScalar
# created on vlab1557-p0003.laboratori.local by es858465 on Nov 10 2024 at 15:48:58+0100
# parameter filename: "./TOV_example.par"
# Build ID: build-sim-vlab1557-p0003.laboratori.local-es858465-2024.05.24-08.30.35-279313
# Simulation ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.10-14.48.54-96446
# Run ID: run-TOV_example-vlab1557-p0003.laboratori.local-es858465-2024.11.10-14.48.54-96446
#
# HYDROBASE::eps (hydrobase-eps)
# 1:iteration 2:time 3:data
# data columns: 3:eps
0 0 9.99999999999999e-09
512 0.6 9.99999999999999e-09
1024 1.2 9.99999999999999e-09
1536 1.8 9.99999999999999e-09
2048 2.4 9.99999999999999e-09
2560 3 9.99999999999999e-09
3072 3.6 9.99999999999999e-09
3584 4.2 9.99999999999999e-09
4096 4.8 9.99999999999999e-09
4608 5.4 9.99999999999999e-09
5120 6 9.99999999999999e-09
5632 6.6 9.99999999999999e-09
6144 7.2 9.99999999999999e-09
6656 7.8 9.99999999999999e-09
7168 8.4 9.99999999999999e-09
7680 9 9.99999999999999e-09
8192 9.6 9.99999999999999e-09
8704 10.2 9.99999999999999e-09
9216 10.8 9.99999999999999e-09
9728 11.4 9.99999999999999e-09
10240 12 9.99999999999999e-09
10752 12.6 9.99999999999999e-09
11264 13.2 9.99999999999999e-09
11776 13.8 9.99999999999999e-09
12288 14.4 9.99999999999999e-09
12800 15 9.99999999999999e-09
13312 15.6 9.99999999999999e-09
13824 16.2 9.99999999999999e-09
14336 16.8 9.99999999999999e-09
14848 17.4 9.99999999999999e-09
15360 18 9.99999999999999e-09
15872 18.6 9.99999999999999e-09
16384 19.2 9.99999999999999e-09
16896 19.8 9.99999999999999e-09
17408 20.4 9.99999999999999e-09
17920 21 9.99999999999999e-09
18432 21.6 9.99999999999999e-09
18944 22.2 9.99999999999999e-09
19456 22.8 9.99999999999999e-09
19968 23.4 9.99999999999999e-09
20480 24 9.99999999999999e-09
20992 24.6 9.99999999999999e-09
21504 25.2 9.99999999999999e-09
22016 25.8 9.99999999999999e-09
22528 26.4 9.99999999999999e-09
23040 27 9.99999999999999e-09
23552 27.6 9.99999999999999e-09
24064 28.2 9.99999999999999e-09
24576 28.8 9.99999999999999e-09
25088 29.4 9.99999999999999e-09
25600 30 9.99999999999999e-09
26112 30.6 9.99999999999999e-09
26624 31.2 9.99999999999999e-09
27136 31.8 9.99999999999999e-09
27648 32.4 9.99999999999999e-09
28160 33 9.99999999999999e-09
28672 33.6 9.99999999999999e-09
29184 34.2 9.99999999999999e-09
29696 34.8 9.99999999999999e-09
30208 35.4 9.99999999999999e-09
30720 36 9.99999999999999e-09
31232 36.6 9.99999999999999e-09
31744 37.2 9.99999999999999e-09
32256 37.8 9.99999999999999e-09
32768 38.4 9.99999999999999e-09
33280 39 9.99999999999999e-09
33792 39.6 9.99999999999999e-09
34304 40.2 9.99999999999999e-09
34816 40.8 9.99999999999999e-09
35328 41.4 9.99999999999999e-09
35840 42 9.99999999999999e-09
36352 42.6 9.99999999999999e-09
36864 43.2 9.99999999999999e-09
